Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,0,OWS,DWS,WS,WS/48,0,OBPM,DBPM,BPM,VORP
1,Alaa Abdelnaby,PF,26,TOT,54,506,12.6,.519,.009,.152,8.7,17.4,13.1,5.0,1.5,1.8,15.4,25.6,0,-0.4,0.7,0.3,.027,0,-4.6,-1.7,-6.3,-0.6
2,Mahmoud Abdul-Rauf,PG,25,DEN,73,2082,17.8,.543,.214,.155,1.9,5.9,3.9,23.0,1.9,0.3,10.0,25.8,0,3.8,1.3,5.0,.115,0,2.2,-2.8,-0.6,0.7
3,Michael Adams,PG,32,CHH,29,443,17.7,.583,.547,.203,1.7,5.9,3.9,34.6,2.7,0.2,13.9,19.6,0,1.1,0.5,1.6,.169,0,3.1,-2.6,0.5,0.3
4,Rafael Addison,SF,30,DET,79,1776,11.3,.521,.142,.169,4.4,11.6,8.0,9.9,1.5,1.0,10.8,17.8,0,0.9,0.6,1.5,.040,0,-1.9,-1.5,-3.4,-0.6
5,Danny Ainge,SG,35,PHO,74,1374,14.3,.596,.507,.308,2.1,7.0,4.6,21.7,1.7,0.4,14.2,17.6,0,2.8,0.6,3.4,.118,0,2.1,-2.5,-0.4,0.6
6,Victor Alexander,C,25,GSW,50,1237,12.8,.530,.056,.134,7.7,18.4,13.0,7.8,1.1,1.6,13.8,18.8,0,0.3,0.8,1.1,.044,0,-2.4,-0.3,-2.7,-0.2
7,Derrick Alston,C,22,PHI,64,1032,11.6,.481,.016,.465,11.0,13.8,12.4,5.1,2.0,2.5,14.6,15.7,0,0.0,1.0,1.0,.045,0,-2.9,0.5,-2.4,-0.1
8,Greg Anderson,PF,30,ATL,51,622,12.6,.547,.000,.683,11.3,24.2,17.6,4.1,2.0,3.9,19.1,12.2,0,0.3,1.3,1.5,.118,0,-4.1,2.7,-1.4,0.1
9,Kenny Anderson,PG,24,NJN,72,2689,18.0,.522,.285,.402,3.0,7.2,5.1,43.1,2.0,0.4,15.6,23.5,0,4.8,2.0,6.8,.122,0,3.5,-1.8,1.7,2.5
10,Nick Anderson,SG,27,ORL,76,2588,17.5,.593,.467,.220,3.9,10.7,7.4,17.4,2.4,0.6,12.2,19.1,0,5.7,2.6,8.3,.154,0,4.0,-0.2,3.9,3.8
11,Willie Anderson,SG,28,SAS,38,556,10.3,.514,.117,.253,3.2,7.8,5.6,13.8,2.4,1.2,17.4,17.3,0,0.0,0.7,0.7,.061,0,-2.5,0.8,-1.7,0.0
12,Greg Anthony,PG,27,NYK,61,943,15.0,.570,.529,.259,0.9,6.8,4.0,27.4,2.8,0.6,14.9,18.6,0,1.5,1.4,2.9,.147,0,1.1,-0.9,0.1,0.5
