Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,0,OWS,DWS,WS,WS/48,0,OBPM,DBPM,BPM,VORP
1,Kareem Abdul-Jabbar*,C,33,LAL,80,2976,25.5,.616,.001,.379,7.6,21.5,15.0,13.6,0.9,4.0,12.8,26.3,0,9.6,4.6,14.3,.230,0,3.9,1.4,5.3,5.4
2,Tom Abernethy,SF,26,TOT,39,298,8.0,.459,.017,.373,7.1,10.6,8.8,8.0,1.1,0.6,10.4,10.3,0,0.2,0.2,0.4,.062,0,-2.6,-0.7,-3.2,-0.1
3,Alvan Adams,C,26,PHO,75,2054,20.3,.567,.000,.298,8.6,20.5,14.7,24.5,2.4,1.9,18.7,23.0,0,3.3,4.5,7.7,.180,0,2.0,3.3,5.3,3.8
4,Darrell Allums,PF,22,DAL,22,276,5.3,.385,.015,.328,7.6,19.7,13.4,12.5,0.9,1.7,23.1,15.1,0,-0.5,0.2,-0.3,-0.054,0,-5.9,0.4,-5.6,-0.2
5,Tiny Archibald*,PG,32,BOS,80,2820,14.3,.582,.012,.547,1.5,5.4,3.6,28.5,1.3,0.4,21.8,17.5,0,4.6,2.3,6.9,.118,0,0.4,-1.6,-1.3,0.5
6,Dennis Awtrey,C,32,SEA,47,607,6.7,.501,.000,.215,6.1,13.3,9.8,11.5,0.9,0.7,24.5,9.0,0,0.0,0.6,0.6,.047,0,-3.4,0.8,-2.6,-0.1
7,James Bailey,PF,23,SEA,82,2539,14.5,.546,.002,.406,8.5,17.6,13.1,5.8,1.4,3.1,17.3,20.3,0,1.4,3.6,4.9,.094,0,-1.3,1.2,-0.1,1.2
8,Greg Ballard,SF,26,WSB,82,2610,16.7,.500,.027,.165,6.7,16.8,11.7,10.9,2.1,0.8,8.4,21.4,0,2.8,4.1,6.9,.127,0,0.6,2.0,2.7,3.1
9,Mike Bantom,SF,29,IND,76,2375,14.5,.528,.007,.319,6.7,13.1,9.8,14.4,1.6,2.0,16.4,20.3,0,1.8,2.5,4.4,.088,0,-0.1,0.8,0.7,1.6
10,Billy Ray Bates,SG,24,POR,77,1560,19.3,.537,.060,.221,4.9,6.0,5.5,19.0,2.4,0.2,13.1,28.9,0,2.4,1.2,3.6,.111,0,1.9,-2.5,-0.7,0.5
11,Mel Bennett,PF,26,UTA,28,313,10.7,.549,.033,1.350,12.2,21.7,17.0,6.3,0.5,2.0,24.5,17.4,0,0.1,0.2,0.3,.045,0,-3.7,-1.4,-5.2,-0.3
12,Kent Benson,C,26,DET,59,1956,15.1,.524,.005,.330,7.0,17.4,11.9,13.9,1.7,2.0,17.7,22.2,0,0.6,2.5,3.1,.075,0,-0.9,1.1,0.2,1.1
13,Henry Bibby,PG,31,SDC,73,1112,10.6,.480,.310,.320,2.5,5.4,3.9,23.2,2.0,0.1,17.9,15.6,0,0.5,0.5,1.0,.043,0,-1.4,-2.3,-3.7,-0.5
14,Larry Bird*,PF,24,BOS,82,3239,19.9,.528,.049,.218,7.0,23.8,15.7,20.4,2.4,1.1,14.9,24.3,0,4.7,6.1,10.8,.160,0,2.1,3.0,5.1,5.8
15,Otis Birdsong,SG,25,KCK,71,2593,20.3,.580,.027,.348,5.1,5.9,5.5,14.3,1.7,0.4,10.3,26.8,0,6.2,2.0,8.2,.152,0,3.8,-1.4,2.4,2.8
16,Norman Black,SG,23,DET,3,28,1.9,.296,.000,.800,0.0,8.8,4.2,10.0,1.7,0.0,6.9,21.0,0,-0.1,0.0,-0.1,-0.133,0,-9.0,-3.2,-12.1,-0.1
17,Ron Boone,SG,34,UTA,52,1146,9.0,.492,.105,.253,1.7,6.6,4.2,19.9,1.4,0.4,21.2,19.7,0,-0.8,0.2,-0.6,-0.025,0,-3.4,-2.8,-6.1,-1.2
18,Winford Boynes,SG,23,DAL,44,757,6.1,.426,.000,.176,3.5,8.0,5.6,7.5,1.5,1.2,17.0,22.4,0,-1.6,0.2,-1.4,-0.091,0,-6.2,-2.0,-8.2,-1.2
19,Dudley Bradley,SG,23,IND,82,1867,13.7,.515,.029,.318,4.0,7.4,5.6,13.6,4.7,1.1,16.1,16.3,0,1.0,2.9,3.9,.100,0,-0.4,2.3,1.9,1.8
20,Mike Bratz,PG,25,CLE,80,2595,11.5,.458,.207,.162,2.7,5.9,4.2,22.4,2.5,0.4,15.6,16.1,0,0.7,1.4,2.1,.038,0,-0.6,-0.7,-1.3,0.5
21,Jim Brewer,PF,29,LAL,78,1107,10.6,.506,.010,.203,13.2,14.2,13.8,5.8,1.8,2.8,18.3,9.5,0,0.7,1.5,2.2,.097,0,-1.4,2.1,0.7,0.8
22,Ron Brewer,SG,25,TOT,75,1452,12.0,.471,.011,.181,2.6,3.8,3.2,14.0,2.0,1.3,11.9,21.1,0,0.4,1.0,1.4,.046,0,-2.2,-2.0,-4.2,-0.8
23,Junior Bridgeman,SF,27,MIL,77,2215,17.1,.534,.019,.219,4.0,10.2,7.2,15.1,1.8,0.7,11.0,24.0,0,3.9,2.8,6.7,.146,0,0.9,-0.8,0.2,1.2
24,Allan Bristow,SF,29,UTA,82,2001,14.9,.511,.029,.324,6.0,18.5,12.3,27.0,1.5,0.1,19.7,18.7,0,1.4,1.3,2.7,.065,0,-0.5,-0.3,-0.8,0.6
25,Dave Britton,PG,22,WSB,2,9,18.0,.667,.000,.000,0.0,23.5,11.7,49.4,5.2,0.0,40.0,22.3,0,0.0,0.0,0.0,.093,0,-2.0,3.3,1.3,0.0
26,Michael Brooks,SF,22,SDC,82,2479,15.8,.519,.006,.314,9.4,11.4,10.4,12.3,1.9,0.7,12.3,21.7,0,3.2,1.7,4.9,.095,0,1.1,-0.1,1.0,1.9
27,Fred Brown,SG,32,SEA,78,1986,18.3,.535,.062,.201,3.0,6.6,4.8,19.9,2.1,0.4,10.4,25.8,0,3.5,1.8,5.2,.127,0,2.2,-1.8,0.5,1.2
28,Lewis Brown,C,25,WSB,2,5,-18.6,.192,.000,1.667,20.9,21.2,21.0,0.0,0.0,0.0,16.1,49.8,0,-0.1,0.0,-0.1,-0.667,0,-24.9,-13.6,-38.4,0.0
29,Rickey Brown,C,22,GSW,45,580,10.9,.531,.000,.130,9.8,22.1,15.9,4.8,0.7,1.4,15.3,13.8,0,0.5,0.4,0.9,.075,0,-2.2,-1.0,-3.2,-0.2
30,Joe Bryant,PF,26,SDC,82,2359,12.8,.530,.019,.308,6.9,15.2,10.9,11.1,1.5,0.8,16.4,18.6,0,1.7,1.7,3.4,.069,0,-0.8,0.3,-0.5,0.9
31,Quinn Buckner,PG,26,MIL,82,2384,15.1,.522,.006,.212,4.2,9.5,6.9,21.6,3.8,0.1,18.4,21.1,0,1.4,4.0,5.4,.108,0,0.3,1.3,1.6,2.2
32,Tom Burleson,C,28,ATL,31,363,8.5,.436,.000,.414,13.7,16.0,14.9,4.6,1.1,3.1,17.0,16.1,0,-0.2,0.3,0.2,.021,0,-3.5,0.0,-3.6,-0.1
33,Don Buse,SG,30,IND,58,1095,11.7,.471,.202,.226,1.8,6.7,4.2,16.4,3.2,0.4,10.7,12.9,0,0.9,1.2,2.0,.089,0,-1.0,0.1,-1.0,0.3
34,Marty Byrnes,SF,24,DAL,72,1360,13.6,.539,.044,.348,6.0,8.9,7.4,12.8,1.0,0.7,10.5,17.9,0,2.1,0.2,2.3,.081,0,0.1,-1.8,-1.7,0.1
35,Mack Calvin,PG,33,CLE,21,128,11.0,.478,.128,.897,1.6,9.1,5.2,27.4,1.9,0.0,23.8,22.4,0,-0.1,0.1,0.0,-0.010,0,-3.8,-3.1,-6.9,-0.2
36,Austin Carr,SG,32,TOT,47,657,6.2,.403,.030,.231,3.5,6.4,4.9,11.7,1.1,0.2,13.7,18.4,0,-0.9,0.5,-0.4,-0.029,0,-4.8,-0.9,-5.7,-0.6
37,Kenny Carr,PF,25,CLE,81,2615,17.0,.560,.004,.446,10.5,25.6,17.6,10.2,1.4,0.9,17.4,20.4,0,3.3,2.6,5.8,.107,0,0.4,0.4,0.8,1.9
38,M.L. Carr,SF,30,BOS,41,655,11.6,.505,.065,.310,4.7,9.5,7.2,11.3,2.2,1.5,16.1,18.2,0,0.2,0.9,1.1,.082,0,-1.8,0.5,-1.3,0.1
39,Joe Barry Carroll,C,22,GSW,82,2919,16.4,.534,.002,.351,10.3,18.7,14.4,5.8,0.8,2.3,14.4,23.0,0,3.7,2.0,5.7,.094,0,-0.1,-0.8,-0.9,0.8
40,Butch Carter,SF,22,LAL,54,672,10.7,.521,.040,.385,5.8,4.7,5.2,9.9,1.6,0.1,14.8,20.2,0,0.5,0.5,0.9,.067,0,-1.9,-2.5,-4.4,-0.4
