Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,0,OWS,DWS,WS,WS/48,0,OBPM,DBPM,BPM,VORP
1,Shareef Abdur-Rahim,PF,27,TOT,85,2684,19.9,.557,.032,.407,8.2,19.0,13.6,12.3,1.4,1.0,12.9,24.4,0,6.1,2.0,8.1,.145,0,1.3,-1.0,0.3,1.6
2,Malik Allen,PF,25,MIA,45,616,10.5,.449,.000,.167,7.9,14.7,11.3,4.7,1.1,3.6,11.3,18.3,0,-0.1,0.8,0.7,.051,0,-4.7,0.2,-4.6,-0.4
3,Ray Allen,SG,28,SEA,56,2152,21.7,.566,.372,.266,3.8,11.8,7.8,23.3,1.8,0.4,12.1,27.8,0,6.5,0.4,6.9,.153,0,5.9,-1.8,4.0,3.3
4,Rafer Alston,PG,27,MIA,82,2581,13.7,.509,.568,.175,1.2,9.1,5.1,24.9,2.4,0.6,13.5,17.3,0,3.1,2.8,5.9,.110,0,1.6,-0.4,1.2,2.1
5,Chris Andersen,PF,25,DEN,71,1029,14.4,.486,.005,.527,9.6,23.3,16.3,5.1,1.7,7.8,16.1,12.7,0,0.5,1.9,2.4,.111,0,-3.7,4.2,0.5,0.7
6,Derek Anderson,SG,29,POR,51,1810,15.1,.499,.423,.307,1.7,10.2,6.0,21.1,2.0,0.1,11.5,20.5,0,2.7,0.9,3.6,.097,0,1.9,-1.6,0.3,1.1
7,Kenny Anderson,PG,33,IND,44,905,11.1,.473,.016,.188,2.5,8.2,5.3,24.2,1.6,0.4,15.3,17.1,0,0.4,1.1,1.5,.079,0,-2.3,-0.4,-2.6,-0.1
8,Shandon Anderson,SG,30,NYK,80,1974,10.1,.500,.227,.285,3.1,9.7,6.5,10.2,1.8,0.7,15.7,17.7,0,0.2,1.5,1.7,.042,0,-1.6,-0.1,-1.7,0.1
9,Carmelo Anthony,SF,19,DEN,82,2995,17.6,.509,.146,.358,6.8,12.1,9.4,13.8,1.7,1.0,12.7,28.5,0,3.7,2.4,6.1,.098,0,1.2,-1.2,0.1,1.6
10,Robert Archibald,C-PF,23,TOT,32,256,5.6,.343,.000,.939,9.4,14.0,11.7,7.9,3.0,0.9,17.7,10.7,0,-0.2,0.4,0.2,.039,0,-5.5,2.4,-3.1,-0.1
11,Gilbert Arenas,PG,22,WAS,55,2066,16.0,.512,.364,.347,2.9,11.1,6.9,25.5,2.6,0.4,17.7,27.4,0,1.1,1.5,2.6,.061,0,2.1,-1.1,1.1,1.6
12,Brandon Armstrong,SG,23,NJN,56,434,5.5,.427,.297,.023,3.3,8.4,5.8,5.7,1.5,0.4,12.0,21.7,0,-0.8,0.5,-0.3,-0.030,0,-5.6,-2.7,-8.4,-0.7
13,Darrell Armstrong,PG,35,NOH,79,2247,15.6,.525,.583,.196,3.1,8.5,5.7,24.3,3.2,0.5,16.2,19.4,0,2.8,2.5,5.3,.114,0,2.3,-0.3,1.9,2.2
14,Carlos Arroyo,PG,24,UTA,71,2008,16.8,.517,.152,.293,2.5,9.0,5.7,34.6,1.7,0.2,15.2,23.7,0,3.5,1.2,4.7,.112,0,2.2,-2.5,-0.3,0.9
15,Chucky Atkins,PG,29,TOT,64,1544,12.1,.511,.498,.200,0.7,6.2,3.5,24.7,1.5,0.1,14.9,18.5,0,1.5,1.3,2.7,.085,0,0.2,-2.7,-2.5,-0.2
16,Stacey Augmon,SF,35,NOH,69,1416,10.0,.486,.020,.401,4.1,10.1,7.0,10.0,2.1,0.8,15.7,15.6,0,0.4,1.3,1.6,.056,0,-3.5,0.2,-3.3,-0.5
17,Vin Baker,PF,32,TOT,54,1313,14.8,.530,.007,.363,10.0,14.4,12.2,9.0,1.1,1.9,13.3,20.1,0,1.7,1.1,2.8,.101,0,-1.0,-0.4,-1.5,0.2
18,Marcus Banks,PG,22,BOS,81,1385,11.0,.480,.195,.296,2.5,8.4,5.5,21.3,3.3,0.7,20.0,20.5,0,-0.6,1.4,0.7,.026,0,-2.8,-0.5,-3.3,-0.5
19,Leandro Barbosa,PG,21,PHO,70,1500,12.7,.553,.447,.130,1.7,7.6,4.7,18.0,3.2,0.3,19.5,18.6,0,0.9,1.0,1.9,.061,0,0.4,-1.0,-0.6,0.5
20,Matt Barnes,SF,23,LAC,38,724,10.6,.519,.094,.442,8.3,15.5,11.9,10.6,2.0,0.3,21.1,12.8,0,0.4,0.3,0.7,.045,0,-1.4,-0.2,-1.6,0.1
21,Dana Barros,SG,36,BOS,1,11,17.8,.773,.000,.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0,0.1,0.0,0.1,.256,0,1.8,-6.0,-4.2,0.0
22,Brent Barry,SG,32,SEA,59,1803,18.3,.668,.590,.258,1.4,11.9,6.7,30.5,2.5,0.7,22.6,15.8,0,4.9,0.7,5.7,.151,0,3.9,-1.0,2.9,2.3
23,Jon Barry,SG,34,DEN,57,1101,14.6,.535,.465,.239,2.5,10.2,6.3,20.6,2.7,0.5,13.9,15.2,0,1.7,1.1,2.8,.122,0,1.2,-0.5,0.7,0.7
24,Mengke Bateer,C,28,TOR,7,40,7.2,.571,.000,.000,14.3,8.7,11.5,4.4,1.4,0.0,22.2,10.9,0,0.0,0.0,0.1,.090,0,-2.7,-0.5,-3.2,0.0
25,Tony Battie,C,27,TOT,73,1478,11.9,.482,.023,.232,9.0,18.1,13.6,6.4,0.9,3.3,13.0,14.8,0,0.8,1.4,2.3,.074,0,-2.9,0.5,-2.4,-0.1
