Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,0,OWS,DWS,WS,WS/48,0,OBPM,DBPM,BPM,VORP
1,Mahmoud Abdul-Rauf,PG,28,SAC,31,530,10.5,.405,.114,.059,1.2,6.7,3.9,19.7,1.6,0.1,6.4,25.1,0,-0.5,0.2,-0.3,-0.025,0,-3.4,-3.7,-7.1,-0.7
2,Tariq Abdul-Wahad,SG,23,SAC,59,959,10.1,.456,.053,.350,5.0,8.6,6.7,8.9,1.9,0.9,13.6,22.1,0,-0.8,0.6,-0.2,-0.008,0,-4.2,-1.7,-5.9,-0.9
3,Shareef Abdur-Rahim,SF,21,VAN,82,2950,21.1,.562,.038,.475,8.9,13.8,11.3,13.5,1.6,1.8,13.6,28.4,0,6.3,0.6,6.9,.113,0,2.6,-1.4,1.2,2.3
4,Cory Alexander,PG,24,TOT,60,1298,15.2,.548,.440,.255,1.5,11.7,6.6,28.7,2.9,0.6,20.1,19.8,0,1.0,1.2,2.2,.081,0,0.9,-0.8,0.1,0.7
5,Ray Allen,SG,22,MIL,82,3287,16.2,.539,.280,.297,4.7,10.4,7.5,19.3,1.8,0.3,15.0,24.3,0,4.7,2.3,7.0,.102,0,2.6,-0.8,1.8,3.2
6,Derek Anderson,SF,23,CLE,66,1839,15.3,.531,.143,.538,3.7,8.7,6.2,21.3,2.5,0.5,15.0,21.4,0,2.6,2.8,5.3,.139,0,0.4,0.7,1.0,1.4
7,Greg Anderson,C,33,ATL,50,398,10.4,.444,.062,.506,12.0,22.6,17.4,5.9,2.6,1.8,14.7,13.5,0,0.0,0.7,0.7,.090,0,-2.8,1.3,-1.6,0.0
8,Kenny Anderson,PG,27,TOT,61,1858,14.8,.491,.237,.288,2.5,8.4,5.4,31.4,2.5,0.0,15.8,21.8,0,1.7,2.0,3.7,.096,0,0.5,-1.1,-0.6,0.7
9,Nick Anderson,SF,30,ORL,58,1701,19.6,.529,.284,.264,6.6,14.1,10.3,14.1,2.3,1.0,9.2,25.0,0,3.1,2.1,5.3,.149,0,3.4,-0.1,3.4,2.3
10,Shandon Anderson,SG,24,UTA,82,1602,15.7,.586,.064,.370,7.1,10.3,8.8,9.4,2.2,0.8,13.5,19.5,0,2.9,1.4,4.2,.127,0,1.2,-0.5,0.7,1.1
