Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,0,OWS,DWS,WS,WS/48,0,OBPM,DBPM,BPM,VORP
1,Kareem Abdul-Jabbar*,C,40,LAL,80,2308,15.8,.570,.001,.298,6.1,16.9,11.7,8.4,1.0,2.2,13.5,21.4,0,2.6,2.7,5.3,.111,0,-0.8,0.2,-0.6,0.8
2,Mark Acres,C,25,BOS,79,1151,9.3,.570,.000,.547,11.6,15.9,13.9,4.5,1.2,1.3,17.7,11.4,0,1.1,1.0,2.2,.090,0,-1.0,0.0,-1.0,0.3
3,Alvan Adams,C,33,PHO,82,1646,13.1,.543,.004,.253,8.0,17.0,12.5,14.9,2.4,1.4,19.9,17.4,0,0.6,1.6,2.2,.064,0,-1.2,1.5,0.3,1.0
4,Michael Adams,PG,25,DEN,82,2778,15.6,.560,.409,.215,1.5,7.2,4.2,22.5,2.8,0.3,12.4,16.2,0,4.4,3.2,7.5,.130,0,2.3,0.0,2.2,3.0
5,Mark Aguirre,SF,28,DAL,77,2610,21.9,.539,.109,.321,7.7,10.3,9.0,18.4,1.3,1.3,10.2,31.6,0,6.5,2.3,8.8,.163,0,4.3,-1.2,3.1,3.4
6,Danny Ainge,SG,28,BOS,81,3018,15.9,.598,.364,.183,2.5,7.0,4.9,22.2,1.9,0.3,12.6,17.3,0,6.7,1.9,8.6,.136,0,3.9,-1.1,2.9,3.7
7,Mark Alarie,PF,24,WSB,63,769,11.6,.508,.060,.163,10.1,13.2,11.6,7.7,0.6,0.9,13.5,19.9,0,0.3,0.6,0.9,.058,0,-1.4,-1.5,-3.0,-0.2
8,Steve Alford,PG,23,DAL,28,197,11.6,.472,.145,.309,1.7,10.9,6.3,15.4,4.3,0.9,16.1,15.6,0,0.0,0.3,0.3,.082,0,-2.6,1.8,-0.8,0.1
9,Greg Anderson,PF,23,SAS,82,1984,14.7,.531,.007,.434,8.7,19.4,14.0,5.3,1.3,3.4,13.7,20.8,0,0.8,1.5,2.3,.056,0,-2.2,-0.6,-2.7,-0.4
10,Richard Anderson,PF,27,TOT,74,1350,11.1,.474,.342,.175,7.3,17.0,12.1,10.4,1.8,0.7,11.4,15.6,0,0.7,1.6,2.3,.082,0,-0.7,0.5,-0.2,0.6
11,Ron Anderson,SF,29,IND,74,1097,16.2,.544,.005,.323,8.9,12.6,10.8,10.5,1.8,0.3,12.8,22.0,0,1.3,1.2,2.5,.108,0,-0.1,-0.7,-0.9,0.3
12,Joe Arlauckas,SF,22,SAC,9,85,7.9,.365,.000,.186,7.6,9.0,8.3,13.3,1.7,2.6,7.9,24.0,0,-0.1,0.1,-0.1,-0.045,0,-4.9,-1.6,-6.5,-0.1
13,Vincent Askew,SG,21,PHI,14,234,7.1,.330,.000,.149,3.0,8.0,5.5,19.8,2.1,1.5,13.2,16.4,0,-0.4,0.2,-0.2,-0.043,0,-5.4,-0.5,-5.9,-0.2
14,John Bagley,PG,27,NJN,82,2774,12.4,.503,.180,.201,2.5,8.5,5.4,25.8,1.9,0.2,17.1,17.9,0,0.8,1.7,2.6,.044,0,-0.6,-0.8,-1.4,0.4
15,James Bailey,PF,30,PHO,65,869,8.3,.514,.017,.369,9.4,17.9,13.6,6.2,0.9,1.9,20.0,16.4,0,-0.2,0.6,0.4,.023,0,-3.9,-0.5,-4.4,-0.5
16,Thurl Bailey,SF,26,UTA,82,2804,16.3,.547,.002,.317,5.4,14.6,10.2,8.6,0.8,2.6,11.5,24.2,0,2.7,4.1,6.8,.116,0,-0.7,1.1,0.4,1.7
17,Charles Barkley*,PF,24,PHI,80,3170,27.6,.665,.122,.741,14.0,20.8,17.4,14.1,1.6,1.9,15.2,26.7,0,13.4,3.3,16.7,.253,0,8.3,0.7,9.0,8.7
18,John Battle,SG,25,ATL,67,1227,16.3,.512,.067,.307,2.3,7.9,5.1,20.0,1.3,0.2,9.7,26.4,0,1.5,0.8,2.3,.092,0,0.8,-2.5,-1.7,0.1
19,William Bedford,C,24,DET,38,298,9.0,.454,.000,.228,10.4,13.9,12.2,1.8,1.3,3.3,14.6,18.2,0,-0.2,0.5,0.2,.039,0,-4.9,-0.1,-5.0,-0.2
20,Benoit Benjamin,C,23,LAC,66,2171,14.1,.534,.012,.368,5.3,21.2,13.0,12.2,1.1,5.9,21.7,19.3,0,-1.4,3.5,2.0,.045,0,-3.9,4.3,0.4,1.3
21,Kent Benson,C,33,CLE,2,12,11.8,.868,.000,1.000,0.0,9.6,4.9,0.0,4.1,4.9,41.0,17.4,0,0.0,0.0,0.0,.015,0,-5.3,2.3,-3.0,0.0
22,Walter Berry,SF,23,SAS,73,1922,18.8,.578,.000,.333,9.8,12.4,11.1,8.7,1.3,1.8,12.8,25.9,0,2.7,0.7,3.4,.086,0,1.5,-2.1,-0.7,0.7
