Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,0,OWS,DWS,WS,WS/48,0,OBPM,DBPM,BPM,VORP
1,Tariq Abdul-Wahad,SG,28,DAL,14,204,12.4,.470,.017,.103,7.6,14.0,10.8,15.4,1.5,1.1,10.3,15.0,0,0.2,0.2,0.4,.104,0,-1.2,0.7,-0.5,0.1
2,Shareef Abdur-Rahim,PF,26,ATL,81,3087,19.9,.566,.051,.457,6.7,17.8,12.5,14.7,1.5,0.9,13.0,24.2,0,7.4,2.3,9.7,.151,0,2.1,-0.4,1.7,2.8
3,Courtney Alexander,PG,25,NOH,66,1360,9.3,.459,.113,.289,3.3,6.8,5.0,9.8,1.2,0.3,10.7,21.3,0,0.1,1.0,1.1,.040,0,-3.2,-2.3,-5.5,-1.2
4,Malik Allen,PF,24,MIA,80,2318,9.9,.455,.005,.153,6.5,14.9,10.6,4.4,0.9,2.6,13.2,19.7,0,-1.7,2.6,0.9,.018,0,-4.6,0.6,-3.9,-1.1
5,Ray Allen,SG,27,TOT,76,2880,21.3,.565,.391,.253,3.8,11.8,7.8,21.6,1.9,0.4,11.6,27.8,0,7.6,1.5,9.1,.152,0,5.6,-1.8,3.7,4.2
6,Rafer Alston,PG,26,TOR,47,980,14.4,.510,.388,.161,2.3,10.4,6.2,34.0,2.1,1.1,19.3,20.7,0,0.7,0.5,1.2,.059,0,0.6,-2.1,-1.5,0.1
7,John Amaechi,C,32,UTA,50,474,3.1,.351,.000,.441,6.9,12.5,9.8,6.8,1.6,1.1,19.4,17.0,0,-1.1,0.4,-0.7,-0.070,0,-7.0,-0.5,-7.5,-0.7
8,Chris Andersen,C,24,DEN,59,907,14.0,.440,.004,.491,13.3,22.3,17.6,6.3,1.7,5.3,14.8,19.9,0,-0.5,1.7,1.1,.059,0,-4.8,2.1,-2.7,-0.2
9,Derek Anderson,PG,28,POR,76,2556,16.9,.556,.398,.323,2.5,10.0,6.2,20.7,1.9,0.5,11.9,19.5,0,5.9,2.2,8.1,.153,0,3.1,-0.6,2.5,2.9
10,Kenny Anderson,PG,32,TOT,61,1135,13.6,.457,.018,.149,3.2,10.6,6.8,29.8,2.8,0.3,15.6,19.7,0,0.4,1.3,1.6,.069,0,-1.9,-0.3,-2.1,0.0
11,Shandon Anderson,SF,29,NYK,82,1731,13.4,.553,.261,.354,4.2,13.2,8.6,8.3,2.2,0.8,15.5,19.6,0,1.2,1.4,2.7,.074,0,-0.6,-0.2,-0.8,0.5
12,Robert Archibald,PF,22,MEM,12,72,2.4,.340,.000,.900,9.5,17.0,13.3,6.1,0.0,2.9,20.0,21.8,0,-0.3,0.0,-0.2,-0.158,0,-9.5,-2.2,-11.7,-0.2
13,Gilbert Arenas,PG,21,GSW,82,2866,18.6,.540,.265,.397,3.6,10.6,7.2,30.0,2.2,0.4,17.3,24.9,0,5.8,0.7,6.5,.109,0,3.9,-1.6,2.2,3.1
14,Brandon Armstrong,SG,22,NJN,17,69,3.9,.405,.222,.222,0.0,6.6,3.3,4.8,2.3,1.1,14.4,22.6,0,-0.2,0.1,-0.1,-0.050,0,-7.7,-1.8,-9.5,-0.1
15,Darrell Armstrong,PG,34,ORL,82,2350,14.6,.530,.361,.292,4.3,10.2,7.2,21.7,3.0,0.4,18.1,16.9,0,2.7,2.2,4.9,.100,0,0.8,0.3,1.2,1.9
16,Carlos Arroyo,PG,23,UTA,44,287,14.1,.510,.064,.202,4.8,6.1,5.5,33.1,2.2,0.3,20.2,23.8,0,0.1,0.2,0.3,.057,0,-0.9,-2.8,-3.7,-0.1
17,Chucky Atkins,PG,28,DET,65,1398,10.1,.475,.520,.105,1.8,6.5,4.1,22.4,1.1,0.2,13.7,19.4,0,0.3,1.2,1.5,.053,0,-0.5,-2.3,-2.8,-0.3
18,Stacey Augmon,SG,34,NOH,70,862,9.3,.474,.036,.375,3.5,12.7,8.0,12.5,1.7,0.8,15.2,13.9,0,0.2,1.0,1.2,.067,0,-3.8,0.2,-3.5,-0.3
19,Dalibor Bagaric,C,22,CHI,10,76,7.1,.342,.000,.154,10.3,18.6,14.5,8.2,2.0,2.9,15.3,19.1,0,-0.2,0.1,-0.1,-0.048,0,-6.7,0.5,-6.3,-0.1
20,Vin Baker,C,31,BOS,52,942,10.6,.531,.019,.517,10.5,13.3,11.9,5.3,1.2,2.5,19.4,15.5,0,0.5,1.1,1.6,.082,0,-4.0,0.5,-3.4,-0.3
21,Brent Barry,SG,31,SEA,75,2480,15.8,.597,.508,.279,2.2,12.2,7.1,25.0,2.5,0.5,18.0,14.9,0,4.8,2.5,7.3,.141,0,2.3,0.6,2.9,3.0
22,Jon Barry,SG,33,DET,80,1473,17.9,.593,.505,.236,2.6,12.0,7.2,25.5,2.4,0.7,14.8,17.9,0,3.4,2.2,5.6,.183,0,2.9,0.1,3.0,1.9
23,Maceo Baston,PF,27,TOR,16,106,18.0,.661,.000,.480,4.1,21.3,12.4,0.0,2.0,7.3,16.5,15.6,0,0.2,0.2,0.3,.153,0,-4.8,-0.4,-5.2,-0.1
24,Mengke Bateer,C,27,SAS,12,46,-8.4,.252,.176,.118,5.3,19.2,12.6,13.5,0.0,0.0,25.1,24.1,0,-0.3,0.1,-0.2,-0.248,0,-12.5,-2.0,-14.4,-0.1
25,Mike Batiste,PF,25,MEM,75,1248,12.2,.476,.173,.188,7.5,15.6,11.6,6.9,1.7,0.9,12.0,20.7,0,0.0,0.7,0.8,.029,0,-2.2,-1.7,-3.9,-0.6
26,Tony Battie,C,26,BOS,67,1683,15.2,.578,.014,.320,9.7,19.7,14.6,5.2,1.0,3.8,10.2,12.9,0,3.3,2.5,5.8,.164,0,-2.0,1.8,-0.1,0.8
27,Shane Battier,SF,24,MEM,78,2383,15.0,.597,.380,.255,6.1,10.1,8.1,6.8,2.2,2.5,9.7,13.2,0,4.8,1.5,6.2,.126,0,2.4,1.2,3.6,3.4
28,Lonny Baxter,C,24,CHI,55,682,11.3,.521,.010,.500,10.7,16.0,13.4,3.8,0.7,2.3,15.5,19.3,0,0.4,0.5,0.9,.063,0,-3.2,-2.0,-5.2,-0.5
29,Raja Bell,SG,26,DAL,75,1173,7.9,.509,.242,.161,4.4,9.2,6.8,6.8,2.3,0.5,16.0,10.4,0,0.5,1.2,1.7,.069,0,-1.7,1.2,-0.5,0.5
30,Jonathan Bender,SF,22,IND,46,819,13.3,.521,.209,.331,5.9,12.2,9.1,8.6,0.5,5.0,12.6,18.4,0,0.7,1.0,1.7,.099,0,-1.7,0.9,-0.8,0.2
31,Corey Benjamin,SG,24,ATL,9,152,7.3,.400,.302,.372,7.8,15.1,11.6,10.4,0.3,0.9,10.7,16.9,0,0.0,0.1,0.0,.004,0,-3.3,-2.5,-5.8,-0.1
32,Travis Best,PG,30,MIA,72,1807,11.2,.473,.187,.211,1.6,8.0,4.7,25.7,1.3,0.3,14.3,19.4,0,0.5,1.4,1.8,.048,0,-1.5,-1.3,-2.8,-0.4
33,Mike Bibby,PG,24,SAC,55,1835,17.6,.559,.196,.267,2.1,6.3,4.3,24.3,2.0,0.3,14.0,21.9,0,3.5,2.0,5.6,.146,0,1.9,-0.9,1.0,1.4
34,Chauncey Billups,PG,26,DET,74,2327,20.4,.582,.437,.416,1.9,12.2,7.0,23.7,1.5,0.5,11.5,24.1,0,7.0,2.9,9.9,.204,0,5.0,-0.7,4.2,3.7
35,Corie Blount,C,34,CHI,50,836,9.6,.502,.000,.261,9.1,17.9,13.5,8.9,2.0,1.7,22.3,10.2,0,0.2,0.9,1.1,.064,0,-2.6,1.9,-0.7,0.3
36,Mark Blount,C,27,TOT,81,1403,10.6,.491,.000,.401,8.8,16.9,12.6,7.0,1.6,3.8,20.2,16.4,0,-0.4,2.1,1.7,.059,0,-4.9,2.0,-3.0,-0.3
37,Calvin Booth,C,26,SEA,47,575,9.9,.494,.017,.395,6.5,16.0,11.2,3.3,1.0,4.5,13.6,13.2,0,0.2,0.7,0.8,.071,0,-4.8,1.2,-3.5,-0.2
38,Carlos Boozer,PF,21,CLE,81,2049,17.9,.577,.002,.311,10.8,22.7,16.6,9.3,1.5,1.7,12.8,17.1,0,4.2,1.8,5.9,.139,0,0.3,-0.1,0.2,1.1
39,Ruben Boumtje-Boumtje,C,24,POR,2,5,18.4,.000,.000,.000,24.2,0.0,12.1,26.6,10.7,0.0,0.0,9.2,0,0.0,0.0,0.0,.114,0,1.8,8.0,9.8,0.0
40,Bruce Bowen,SF,31,SAS,82,2566,9.1,.563,.478,.186,2.8,7.8,5.4,6.8,1.4,1.1,12.2,10.7,0,2.4,2.7,5.1,.096,0,0.3,1.2,1.5,2.3
41,Ryan Bowen,SG,27,DEN,62,996,12.7,.519,.036,.208,8.7,9.7,9.2,9.3,3.4,2.3,16.7,11.5,0,0.6,1.6,2.1,.102,0,-2.1,3.2,1.1,0.8
42,Earl Boykins,PG,26,GSW,68,1321,17.6,.543,.166,.431,2.9,4.2,3.5,26.8,1.5,0.2,11.7,20.1,0,3.9,-0.4,3.5,.127,0,2.2,-4.6,-2.3,-0.1
43,Michael Bradley,PF,23,TOR,67,1314,12.8,.492,.019,.213,13.5,22.4,17.7,8.4,0.7,1.7,18.1,14.6,0,0.7,0.9,1.5,.056,0,-2.5,-0.2,-2.6,-0.2
44,Shawn Bradley,C,30,DAL,81,1731,18.3,.601,.003,.467,9.6,20.7,15.1,4.6,1.9,7.3,12.9,13.6,0,3.9,3.5,7.4,.204,0,-0.4,4.7,4.3,2.8
45,Elton Brand,PF,23,LAC,62,2454,21.7,.543,.001,.396,13.1,19.3,16.2,12.0,1.5,4.6,13.2,22.4,0,4.9,2.7,7.6,.149,0,2.1,2.4,4.5,4.1
46,J.R. Bremer,PG,22,BOS,64,1503,12.7,.515,.616,.239,1.3,9.8,5.5,19.2,1.3,0.2,10.3,17.7,0,1.8,1.2,3.0,.096,0,0.1,-2.0,-1.9,0.0
47,Jamison Brewer,PG,22,IND,10,80,13.4,.525,.118,.529,7.2,5.5,6.3,36.4,1.3,0.9,22.3,15.2,0,0.1,0.1,0.2,.106,0,-0.6,-2.5,-3.1,0.0
48,Primoz Brezec,C,23,IND,22,111,10.9,.449,.026,.526,13.5,9.9,11.6,6.0,0.9,2.6,13.0,21.9,0,0.0,0.1,0.1,.047,0,-3.7,-1.6,-5.3,-0.1
49,Damone Brown,PF,23,TOR,5,115,1.6,.363,.057,.229,2.9,12.4,7.4,4.2,0.5,0.0,13.5,17.7,0,-0.3,0.0,-0.2,-0.102,0,-7.9,-3.4,-11.3,-0.3
50,Devin Brown,SG,24,TOT,10,93,6.9,.389,.029,.229,10.0,12.8,11.2,13.5,2.3,0.9,18.9,23.0,0,-0.2,0.1,-0.1,-0.043,0,-5.9,0.0,-5.9,-0.1
51,Kedrick Brown,SF,21,BOS,51,666,8.8,.392,.228,.187,7.4,16.6,11.9,5.1,2.7,1.5,11.1,14.5,0,-0.5,1.1,0.5,.037,0,-5.4,1.0,-4.4,-0.4
52,Kwame Brown,C,20,WAS,80,1773,13.6,.496,.006,.432,8.5,19.9,14.2,5.6,1.5,3.4,15.5,18.8,0,0.2,2.3,2.5,.069,0,-3.4,0.7,-2.7,-0.3
53,P.J. Brown,PF,33,NOH,78,2609,17.6,.592,.005,.386,10.7,20.7,15.6,9.2,1.4,2.2,12.2,14.0,0,6.4,3.8,10.2,.188,0,1.1,2.3,3.4,3.6
54,Randy Brown,PG,34,PHO,32,262,7.2,.425,.000,.279,1.3,10.0,5.6,19.2,3.4,0.6,26.0,11.2,0,-0.2,0.4,0.2,.031,0,-5.0,1.4,-3.6,-0.1
55,Tierre Brown,PG,23,CLE,15,168,17.4,.499,.017,.237,5.2,14.9,10.0,41.6,4.0,0.0,25.2,22.5,0,0.0,0.2,0.2,.044,0,-1.2,-0.4,-1.6,0.0
56,Rick Brunson,PG,30,CHI,17,196,13.4,.543,.120,.240,2.3,8.3,5.4,29.0,2.6,1.1,23.5,16.4,0,0.1,0.1,0.3,.070,0,-1.8,-1.4,-3.2,-0.1
57,Kobe Bryant,SG,24,LAL,82,3401,26.2,.550,.168,.371,3.5,15.3,9.3,27.2,2.8,1.4,11.4,32.9,0,11.0,4.0,14.9,.210,0,6.1,0.3,6.4,7.1
