Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
371,Rajon Rondo,PG,25,BOS,53,53,1957,256,572,.448,10,42,.238,246,530,.464,.456,108,181,.597,62,195,257,620,95,3,193,99,630
372,Derrick Rose,PG,23,CHI,39,39,1375,302,695,.435,54,173,.312,248,522,.475,.473,194,239,.812,26,105,131,307,35,28,119,52,852
373,Ricky Rubio,PG,21,MIN,41,31,1404,139,389,.357,32,94,.340,107,295,.363,.398,126,157,.803,21,150,171,336,91,8,131,97,436
374,Brandon Rush,SF,26,GSW,65,1,1717,235,469,.501,99,219,.452,136,250,.544,.607,65,82,.793,33,218,251,88,35,58,68,64,634
375,Walker Russell,PG,29,DET,28,0,357,33,95,.347,4,13,.308,29,82,.354,.368,14,22,.636,7,19,26,58,18,1,33,29,84
376,John Salmons,SF,32,SAC,46,32,1250,141,345,.409,33,112,.295,108,233,.464,.457,29,45,.644,20,114,134,93,37,7,45,77,344
377,Samardo Samuels,C,23,CLE,54,0,825,105,231,.455,0,0,0,105,231,.455,.455,82,117,.701,63,117,180,20,20,20,56,113,292
378,Larry Sanders,PF,23,MIL,52,0,643,84,184,.457,0,2,.000,84,182,.462,.457,18,38,.474,62,98,160,33,32,76,43,133,186
379,Brian Scalabrine,PF,33,CHI,28,0,122,14,30,.467,1,7,.143,13,23,.565,.483,3,6,.500,8,13,21,15,5,6,9,9,32
380,Luis Scola,PF,31,HOU,66,66,2067,436,888,.491,0,3,.000,436,885,.493,.491,153,198,.773,122,306,428,140,35,24,153,214,1025
381,Thabo Sefolosha,SG,27,OKC,42,42,914,67,155,.432,31,71,.437,36,84,.429,.532,38,43,.884,21,107,128,47,37,17,40,78,203
382,Josh Selby,PG,20,MEM,28,0,237,25,72,.347,2,15,.133,23,57,.404,.361,11,14,.786,2,13,15,30,7,0,29,17,63
383,Kevin Seraphin,C,22,WAS,57,21,1176,203,382,.531,0,1,.000,203,381,.533,.531,47,70,.671,103,177,280,33,19,76,66,133,453
384,Ramon Sessions,PG,25,TOT,64,23,1707,242,565,.428,43,97,.443,199,468,.425,.466,194,248,.782,33,181,214,354,44,3,141,100,721
385,Iman Shumpert,PG,21,NYK,59,35,1705,214,534,.401,48,157,.306,166,377,.440,.446,87,109,.798,42,144,186,164,101,8,111,173,563
386,Xavier Silas,SG,24,PHI,2,0,39,4,15,.267,1,6,.167,3,9,.333,.300,2,3,.667,2,2,4,3,0,0,3,5,11
387,Bobby Simmons,SF,31,LAC,28,0,418,28,90,.311,20,60,.333,8,30,.267,.422,4,7,.571,17,38,55,11,15,3,10,41,80
388,Chris Singleton,SF,22,WAS,66,51,1431,116,312,.372,44,127,.346,72,185,.389,.442,30,44,.682,43,190,233,49,70,30,38,176,306
389,James Singleton,PF,30,WAS,12,0,262,41,75,.547,2,9,.222,39,66,.591,.560,14,15,.933,25,56,81,15,9,8,10,27,98
390,Brian Skinner,C,35,MEM,1,0,4,0,1,.000,0,0,0,0,1,.000,.000,0,0,0,0,0,0,0,0,0,0,1,0
391,Donald Sloan,PG,24,TOT,33,11,669,79,198,.399,2,25,.080,77,173,.445,.404,23,30,.767,18,49,67,105,13,3,49,37,183
392,Craig Smith,PF,28,POR,47,0,464,59,117,.504,0,1,.000,59,116,.509,.504,38,53,.717,33,77,110,19,16,5,24,55,156
393,Greg Smith,C,21,HOU,8,0,69,7,11,.636,0,0,0,7,11,.636,.636,0,0,0,5,15,20,1,2,5,1,17,14
394,Ish Smith,PG,23,TOT,26,1,234,31,81,.383,3,9,.333,28,72,.389,.401,7,10,.700,7,28,35,41,15,2,13,15,72
395,J.R. Smith,SG,26,NYK,35,1,967,165,405,.407,67,193,.347,98,212,.462,.490,39,55,.709,29,107,136,84,54,6,46,87,436
396,Jason Smith,PF,25,NOH,40,29,947,181,348,.520,1,9,.111,180,339,.531,.522,33,47,.702,72,124,196,34,21,41,40,102,396
397,Jerry Smith,PG,24,NJN,5,0,46,3,14,.214,1,6,.167,2,8,.250,.250,0,0,0,2,5,7,4,5,0,0,5,7
398,Josh Smith,PF,26,ATL,66,66,2329,504,1101,.458,28,109,.257,476,992,.480,.470,203,322,.630,136,496,632,257,93,115,164,172,1239
399,Nolan Smith,PG,23,POR,44,4,541,67,180,.372,13,45,.289,54,135,.400,.408,20,28,.714,17,39,56,62,18,3,42,55,167
400,Marreese Speights,PF,24,MEM,60,54,1345,221,488,.453,0,3,.000,221,485,.456,.453,84,109,.771,133,241,374,48,21,29,74,147,526
401,Tiago Splitter,C,27,SAS,59,2,1121,212,343,.618,0,0,0,212,343,.618,.618,125,181,.691,93,213,306,65,21,47,87,134,549
402,Jerry Stackhouse,SF,37,ATL,30,0,273,37,100,.370,13,38,.342,24,62,.387,.435,21,23,.913,6,17,23,14,10,3,13,12,108
403,Lance Stephenson,SG,21,IND,42,1,442,47,125,.376,4,30,.133,43,95,.453,.392,8,17,.471,12,41,53,46,21,5,36,30,106
404,DeShawn Stevenson,SF,30,NJN,51,30,960,49,172,.285,41,145,.283,8,27,.296,.404,9,16,.563,7,94,101,41,19,4,19,59,148
405,Greg Stiemsma,C,26,BOS,55,3,766,66,121,.545,0,0,0,66,121,.545,.545,29,41,.707,48,129,177,28,37,85,33,144,161
406,Julyan Stone,SG,23,DEN,22,2,179,13,31,.419,2,11,.182,11,20,.550,.452,8,11,.727,5,20,25,37,8,6,11,18,36
407,Amar'e Stoudemire,PF,29,NYK,47,47,1543,316,654,.483,5,21,.238,311,633,.491,.487,186,243,.765,106,261,367,52,38,45,112,138,823
408,Rodney Stuckey,SG,25,DET,55,48,1644,256,597,.429,33,104,.317,223,493,.452,.456,267,320,.834,38,104,142,210,44,10,106,124,812
409,DaJuan Summers,SF,24,NOH,15,6,209,28,65,.431,5,16,.313,23,49,.469,.469,7,9,.778,8,15,23,10,7,0,8,31,68
410,Jeff Teague,PG,23,ATL,66,66,2183,320,672,.476,51,149,.342,269,523,.514,.514,140,185,.757,21,138,159,321,106,37,134,145,831
411,Sebastian Telfair,PG,26,PHO,60,1,895,141,342,.412,33,105,.314,108,237,.456,.461,53,67,.791,20,71,91,138,41,12,68,120,368
412,Jason Terry,SG,34,DAL,63,1,2000,357,830,.430,138,365,.378,219,465,.471,.513,98,111,.883,16,133,149,226,73,11,127,69,950
413,Hasheem Thabeet,C,24,TOT,20,3,139,11,21,.524,0,0,0,11,21,.524,.524,13,20,.650,16,26,42,0,1,10,8,20,35
414,Isaiah Thomas,PG,22,SAC,65,37,1656,256,571,.448,83,219,.379,173,352,.491,.521,154,185,.832,48,120,168,266,53,8,105,121,749
415,Kurt Thomas,C,39,POR,53,3,803,73,157,.465,0,0,0,73,157,.465,.465,14,20,.700,39,149,188,46,24,31,31,123,160
416,Lance Thomas,PF,23,NOH,42,10,630,57,126,.452,0,1,.000,57,125,.456,.452,52,62,.839,49,77,126,12,10,7,24,78,166
417,Malcolm Thomas,PF,23,SAS,3,0,15,0,3,.000,0,0,0,0,3,.000,.000,1,2,.500,1,2,3,1,1,1,0,0,1
418,Tyrus Thomas,PF,25,CHA,54,30,1013,120,327,.367,1,3,.333,119,324,.367,.369,63,83,.759,49,151,200,35,36,60,53,144,304
419,Trey Thompkins,C,21,LAC,24,0,119,24,61,.393,4,13,.308,20,48,.417,.426,5,7,.714,4,20,24,3,3,3,6,10,57
420,Jason Thompson,PF,25,SAC,64,47,1657,237,443,.535,0,2,.000,237,441,.537,.535,109,181,.602,166,277,443,79,43,44,68,149,583
421,Klay Thompson,SG,21,GSW,66,29,1608,318,718,.443,111,268,.414,207,450,.460,.520,79,91,.868,24,137,161,133,49,20,103,155,826
422,Mychel Thompson,SG,23,CLE,5,3,95,7,24,.292,4,11,.364,3,13,.231,.375,0,0,0,0,5,5,7,2,1,5,8,18
423,Tristan Thompson,PF,20,CLE,60,25,1424,194,442,.439,0,2,.000,194,440,.441,.439,106,192,.552,187,202,389,27,27,62,81,134,494
424,Marcus Thornton,SG,24,SAC,51,51,1780,352,803,.438,107,310,.345,245,493,.497,.505,141,163,.865,84,104,188,98,71,12,84,111,952
425,Jamaal Tinsley,PG,33,UTA,37,1,507,57,141,.404,10,37,.270,47,104,.452,.440,13,17,.765,6,39,45,123,17,8,52,47,137
426,Anthony Tolliver,SF,26,MIN,51,0,882,71,182,.390,25,101,.248,46,81,.568,.459,41,55,.745,50,103,153,22,18,19,35,86,208
427,Ronny Turiaf,C,29,TOT,17,5,279,19,33,.576,0,1,.000,19,32,.594,.576,13,22,.591,20,50,70,10,14,17,14,39,51
428,Hedo Turkoglu,SF,32,ORL,53,53,1653,209,504,.415,91,258,.353,118,246,.480,.505,67,95,.705,24,175,199,233,45,17,142,139,576
429,Evan Turner,SF,23,PHI,65,20,1713,263,590,.446,11,49,.224,252,541,.466,.455,73,108,.676,27,349,376,180,40,20,105,117,610
430,Jeremy Tyler,C,20,GSW,42,23,568,88,209,.421,0,1,.000,88,208,.423,.421,29,52,.558,54,86,140,16,16,20,36,84,205
431,Edwin Ubiles,SF,25,WAS,4,0,52,5,18,.278,1,5,.200,4,13,.308,.306,3,3,1.000,2,8,10,1,1,1,1,1,14
432,Ekpe Udoh,C,24,TOT,61,11,1290,127,295,.431,0,2,.000,127,293,.433,.431,86,114,.754,100,154,254,57,40,102,53,174,340
433,Beno Udrih,SG,29,MIL,59,0,1080,146,332,.440,17,59,.288,129,273,.473,.465,39,55,.709,26,76,102,227,37,1,77,69,348
434,Ben Uzoh,PG,23,TOT,18,8,370,35,99,.354,0,1,.000,35,98,.357,.354,11,19,.579,19,48,67,61,17,3,19,31,81
435,Anderson Varejao,C,29,CLE,25,25,785,114,222,.514,0,4,.000,114,218,.523,.514,43,64,.672,109,178,287,43,35,17,45,62,271
436,Greivis Vasquez,SG,25,NOH,66,26,1706,225,523,.430,43,135,.319,182,388,.469,.471,96,117,.821,23,150,173,359,60,8,148,126,589
437,Jan Vesely,PF,21,WAS,57,20,1078,117,218,.537,0,1,.000,117,217,.539,.537,33,62,.532,101,148,249,47,39,32,60,156,267
438,Charlie Villanueva,PF,27,DET,13,0,180,35,91,.385,15,45,.333,20,46,.435,.467,6,7,.857,9,39,48,6,7,5,7,25,91
439,Nikola Vucevic,C,21,PHI,51,15,812,131,291,.450,3,8,.375,128,283,.452,.455,18,34,.529,88,158,246,31,20,34,33,111,283
440,Dwyane Wade,SG,30,MIA,49,49,1625,416,837,.497,15,56,.268,401,781,.513,.506,235,297,.791,73,164,237,225,82,63,129,110,1082
441,Von Wafer,SG,26,ORL,33,1,469,71,157,.452,14,39,.359,57,118,.483,.497,38,54,.704,6,39,45,29,10,3,35,26,194
442,Henry Walker,SG,24,NYK,32,8,620,68,171,.398,36,113,.319,32,58,.552,.503,17,20,.850,9,71,80,37,19,7,35,84,189
443,Kemba Walker,PG,21,CHA,66,25,1792,281,767,.366,69,226,.305,212,541,.392,.411,168,213,.789,30,204,234,289,60,20,119,79,799
444,John Wall,PG,21,WAS,66,66,2386,378,894,.423,3,42,.071,375,852,.440,.424,317,402,.789,48,252,300,530,95,57,255,137,1076
445,Ben Wallace,C,37,DET,62,11,980,34,86,.395,1,4,.250,33,82,.402,.401,16,47,.340,81,188,269,43,47,51,34,60,85
446,Gerald Wallace,SF,29,TOT,58,58,2076,287,632,.454,46,150,.307,241,482,.500,.491,180,225,.800,87,299,386,164,85,36,111,145,800
447,Luke Walton,PF-SF,31,TOT,30,0,364,24,65,.369,7,20,.350,17,45,.378,.423,0,0,0,13,36,49,35,5,1,27,41,55
448,Hakim Warrick,PF,29,PHO,35,0,503,74,180,.411,1,10,.100,73,170,.429,.414,76,99,.768,31,61,92,30,8,3,36,35,225
449,Darryl Watkins,C,27,NOH,5,0,98,7,14,.500,0,0,0,7,14,.500,.500,9,18,.500,8,19,27,3,5,4,8,14,23
450,C.J. Watson,PG,27,CHI,49,25,1159,161,437,.368,68,173,.393,93,264,.352,.446,84,104,.808,21,84,105,200,45,8,97,103,474
451,Earl Watson,PG,32,UTA,50,2,1033,54,160,.338,10,52,.192,44,108,.407,.369,31,46,.674,30,91,121,217,54,22,85,105,149
452,Martell Webster,SF,25,MIN,47,26,1140,115,272,.423,37,109,.339,78,163,.479,.491,57,72,.792,42,126,168,40,31,17,46,86,324
453,David West,PF,31,IND,66,66,1925,349,716,.487,2,9,.222,347,707,.491,.489,142,176,.807,118,315,433,140,52,46,93,160,842
454,Delonte West,PG,28,DAL,44,33,1060,166,360,.461,27,76,.355,139,284,.489,.499,62,70,.886,13,88,101,139,58,11,76,67,421
455,Russell Westbrook,PG,23,OKC,66,66,2331,578,1266,.457,62,196,.316,516,1070,.482,.481,340,413,.823,96,205,301,362,112,21,239,147,1558
456,D.J. White,PF,25,CHA,58,11,1098,174,353,.493,1,1,1.000,173,352,.491,.494,43,61,.705,50,159,209,47,17,23,43,94,392
457,Hassan Whiteside,C,22,SAC,18,0,109,12,27,.444,0,0,0,12,27,.444,.444,5,12,.417,16,23,39,0,3,15,5,12,29
458,Chris Wilcox,C,29,BOS,28,4,481,64,107,.598,0,0,0,64,107,.598,.598,24,39,.615,38,84,122,12,11,9,30,64,152
459,Damien Wilkins,SF,32,DET,60,2,922,76,193,.394,7,23,.304,69,170,.406,.412,34,54,.630,22,78,100,44,29,13,30,85,193
460,Deron Williams,PG,27,NJN,55,55,1999,391,961,.407,115,342,.336,276,619,.446,.467,257,305,.843,23,160,183,481,67,20,219,121,1154
461,Derrick Williams,PF,20,MIN,66,15,1418,205,498,.412,37,138,.268,168,360,.467,.449,136,195,.697,77,234,311,38,30,31,77,95,583
462,Elliot Williams,SG,22,POR,24,0,149,37,74,.500,8,27,.296,29,47,.617,.554,6,18,.333,7,12,19,6,6,3,5,18,88
463,Jordan Williams,C,21,NJN,43,5,635,77,152,.507,0,0,0,77,152,.507,.507,43,66,.652,66,90,156,11,21,15,23,61,197
464,Louis Williams,PG,25,PHI,64,0,1682,318,782,.407,83,229,.362,235,553,.425,.460,237,292,.812,30,125,155,221,53,18,71,90,956
465,Marvin Williams,SF,25,ATL,57,37,1500,203,470,.432,58,149,.389,145,321,.452,.494,115,146,.788,76,218,294,71,47,18,39,84,579
466,Mo Williams,SG,29,LAC,52,1,1472,260,611,.426,93,239,.389,167,372,.449,.502,72,80,.900,23,76,99,160,51,7,86,103,685
467,Reggie Williams,SF,25,CHA,33,13,747,106,255,.416,33,107,.308,73,148,.493,.480,29,40,.725,27,66,93,60,20,3,33,34,274
468,Sean Williams,C,25,TOT,11,0,107,14,22,.636,0,0,0,14,22,.636,.636,12,13,.923,13,12,25,5,4,8,10,18,40
469,Shawne Williams,SF,25,NJN,25,6,514,42,147,.286,21,87,.241,21,60,.350,.357,8,11,.727,20,48,68,16,10,11,13,44,113
470,Shelden Williams,C,28,NJN,58,35,1276,96,201,.478,0,0,0,96,201,.478,.478,76,104,.731,141,209,350,35,47,39,66,149,268
471,Terrence Williams,SG,24,TOT,30,0,550,85,198,.429,16,46,.348,69,152,.454,.470,27,46,.587,13,89,102,65,20,7,43,35,213
472,Metta World Peace,SF,32,LAL,64,45,1720,183,465,.394,56,189,.296,127,276,.460,.454,71,115,.617,71,147,218,140,69,27,69,137,493
473,Brandan Wright,C,24,DAL,49,0,791,144,233,.618,0,1,.000,144,232,.621,.618,52,82,.634,62,112,174,13,22,63,21,61,340
474,Chris Wright,SF,23,GSW,24,1,186,23,45,.511,0,0,0,23,45,.511,.511,24,31,.774,19,26,45,4,7,13,8,22,70
475,Dorell Wright,SF,26,GSW,61,61,1650,222,526,.422,105,292,.360,117,234,.500,.522,80,98,.816,60,218,278,94,58,26,51,97,629
476,Nick Young,SG,26,TOT,62,35,1729,316,784,.403,103,282,.365,213,502,.424,.469,144,169,.852,31,102,133,56,44,17,83,141,879
477,Sam Young,SF,26,TOT,35,2,375,45,127,.354,5,17,.294,40,110,.364,.374,19,26,.731,20,42,62,15,17,6,16,23,114
478,Thaddeus Young,PF,23,PHI,63,1,1755,348,687,.507,1,4,.250,347,683,.508,.507,111,144,.771,137,188,325,74,64,41,55,127,808
