
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
15,Darrell Armstrong,PG,27,ORL,13,0,41,16,32,.500,6,12,.500,10,20,.500,.594,4,4,1.000,0,2,2,5,6,0,6,4,42
16,Vincent Askew,SG,29,SEA,69,2,1725,215,436,.493,29,86,.337,186,350,.531,.526,123,161,.764,65,153,218,163,47,15,96,178,582
17,Keith Askins,SF,28,MIA,75,14,1897,157,391,.402,99,237,.418,58,154,.377,.528,45,57,.789,113,211,324,121,48,61,82,271,458
18,Stacey Augmon,SF,27,ATL,77,49,2294,362,738,.491,1,4,.250,361,734,.492,.491,251,317,.792,137,167,304,137,106,31,138,188,976
19,Anthony Avent,PF,26,VAN,71,32,1586,179,466,.384,0,0,,179,466,.384,.384,57,77,.740,108,247,355,69,30,42,107,202,415
20,Vin Baker,PF,24,MIL,82,82,3319,699,1429,.489,10,48,.208,689,1381,.499,.493,321,479,.670,263,545,808,212,68,91,216,272,1729
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Steve Bardo,SG,27,DET,9,0,123,9,23,.391,0,4,.000,9,19,.474,.391,4,6,.667,2,20,22,15,4,1,5,17,22
22,Charles Barkley*,PF,32,PHO,71,71,2632,580,1160,.500,49,175,.280,531,985,.539,.521,440,566,.777,243,578,821,262,114,56,218,208,1649
23,Dana Barros,PG,28,BOS,80,25,2328,379,806,.470,150,368,.408,229,438,.523,.563,130,147,.884,21,171,192,306,58,3,120,116,1038
24,Brent Barry,SG,24,LAC,79,44,1898,283,597,.474,123,296,.416,160,301,.532,.577,111,137,.810,38,130,168,230,95,22,120,196,800
25,Jon Barry,SG,26,GSW,68,0,712,91,185,.492,44,93,.473,47,92,.511,.611,31,37,.838,17,46,63,85,33,11,42,51,257
26,Corey Beck,PG,24,CHH,5,0,33,2,8,.250,0,0,,2,8,.250,.250,1,2,.500,3,4,7,5,1,0,4,8,5
27,Benoit Benjamin,C,31,TOT,83,71,1896,294,590,.498,0,3,.000,294,587,.501,.498,140,194,.722,141,398,539,64,45,85,144,224,728
28,Elmer Bennett,PG,25,PHI,8,0,66,4,17,.235,0,0,,4,17,.235,.235,3,4,.750,1,4,5,8,1,1,7,6,11
29,Mario Bennett,SF,22,PHO,19,14,230,29,64,.453,0,1,.000,29,63,.460,.453,27,42,.643,21,28,49,6,11,11,11,46,85
30,David Benoit,SF,27,UTA,81,63,1961,255,581,.439,64,192,.333,191,389,.491,.494,87,112,.777,90,293,383,82,43,49,71,166,661
31,Travis Best,PG,23,IND,59,1,571,69,163,.423,8,25,.320,61,138,.442,.448,75,90,.833,11,33,44,97,20,3,63,80,221
32,Mookie Blaylock,PG,28,ATL,81,81,2893,455,1123,.405,231,623,.371,224,500,.448,.508,127,170,.747,110,222,332,478,212,17,188,151,1268
33,Corie Blount,PF,27,LAL,57,2,715,79,167,.473,0,2,.000,79,165,.479,.473,25,44,.568,69,101,170,42,25,35,47,109,183
34,Muggsy Bogues,PG,31,CHH,6,0,77,6,16,.375,0,1,.000,6,15,.400,.375,2,2,1.000,6,1,7,19,2,0,6,4,14
35,Anthony Bonner,PF,27,ORL,4,0,43,5,15,.333,0,0,,5,15,.333,.333,3,7,.429,6,13,19,4,3,0,3,11,13
36,Melvin Booker,PG,23,HOU,11,0,131,16,50,.320,3,19,.158,13,31,.419,.350,9,11,.818,1,8,9,21,5,1,12,18,44
37,Anthony Bowie,SG,32,ORL,74,4,1078,128,272,.471,12,31,.387,116,241,.481,.493,40,46,.870,40,83,123,105,34,10,55,112,308
38,Donnie Boyce,SG,22,ATL,8,0,41,9,23,.391,4,8,.500,5,15,.333,.478,2,4,.500,5,5,10,3,3,1,6,2,24
39,Shawn Bradley,C,23,TOT,79,68,2329,387,873,.443,1,4,.250,386,869,.444,.444,169,246,.687,221,417,638,63,49,288,179,286,944
40,Marques Bragg,PF,25,MIN,53,0,369,54,120,.450,0,0,,54,120,.450,.450,23,41,.561,38,41,79,8,17,8,26,71,131
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Terrell Brandon,PG,25,CLE,75,75,2570,510,1096,.465,91,235,.387,419,861,.487,.507,338,381,.887,47,201,248,487,132,33,142,146,1449
42,Tim Breaux,SF,25,HOU,54,4,570,59,161,.366,15,46,.326,44,115,.383,.413,28,45,.622,22,38,60,24,11,8,30,42,161
43,Frank Brickowski,C,36,SEA,63,8,986,123,252,.488,32,79,.405,91,173,.526,.552,61,86,.709,26,125,151,58,26,8,78,185,339
44,Scott Brooks,PG,30,DAL,69,0,716,134,293,.457,25,62,.403,109,231,.472,.500,59,69,.855,11,30,41,100,42,3,43,53,352
45,Chucky Brown,PF,27,HOU,82,82,2019,300,555,.541,1,8,.125,299,547,.547,.541,104,150,.693,134,307,441,89,47,38,94,163,705
46,Dee Brown,PG,27,BOS,65,23,1591,246,616,.399,68,220,.309,178,396,.449,.455,135,158,.854,36,100,136,146,80,12,74,119,695
47,Mike Brown,C,32,PHI,9,1,162,9,16,.563,0,0,,9,16,.563,.563,8,17,.471,14,23,37,3,3,2,6,24,26
48,P.J. Brown,C,26,NJN,81,81,2942,354,798,.444,3,15,.200,351,783,.448,.445,204,265,.770,215,345,560,165,79,100,133,249,915
49,Randy Brown,PG,27,CHI,68,0,671,78,192,.406,1,11,.091,77,181,.425,.409,28,46,.609,17,49,66,73,57,12,31,88,185
50,Mark Bryant,PF,30,HOU,71,9,1587,242,446,.543,0,2,.000,242,444,.545,.543,127,177,.718,131,220,351,52,31,19,85,234,611
51,Jud Buechler,SF,27,CHI,74,0,740,112,242,.463,40,90,.444,72,152,.474,.545,14,22,.636,45,66,111,56,34,7,39,70,278
52,Matt Bullard,PF,28,ATL,46,0,460,66,162,.407,26,72,.361,40,90,.444,.488,16,20,.800,18,42,60,18,17,11,24,50,174
53,Scott Burrell,SF,25,CHH,20,20,693,92,206,.447,37,98,.378,55,108,.509,.536,42,56,.750,26,72,98,47,27,13,43,76,263
54,Junior Burrough,PF,23,BOS,61,3,495,64,170,.376,0,0,,64,170,.376,.376,61,93,.656,45,64,109,15,15,10,40,74,189
55,Mitchell Butler,SG,25,WSB,61,3,858,88,229,.384,13,60,.217,75,169,.444,.413,48,83,.578,29,89,118,67,41,12,67,104,237
56,Jason Caffey,PF,22,CHI,57,0,545,71,162,.438,0,1,.000,71,161,.441,.438,40,68,.588,51,60,111,24,12,7,48,91,182
57,Michael Cage,C,34,CLE,82,80,2631,220,396,.556,0,1,.000,220,395,.557,.556,50,92,.543,288,441,729,53,87,79,54,215,490
58,Adrian Caldwell,PF,29,IND,51,1,327,46,83,.554,0,0,,46,83,.554,.554,18,36,.500,42,68,110,6,9,5,35,73,110
59,Elden Campbell,PF,27,LAL,82,82,2699,447,888,.503,0,5,.000,447,883,.506,.503,249,349,.713,162,461,623,181,88,212,137,300,1143
60,Antoine Carr,SF,34,UTA,80,0,1532,233,510,.457,0,3,.000,233,507,.460,.457,114,144,.792,71,129,200,74,28,65,78,254,580
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Chris Carr,SG,21,PHO,60,10,590,90,217,.415,11,42,.262,79,175,.451,.440,49,60,.817,27,75,102,43,10,5,40,77,240
62,Sam Cassell,PG,26,HOU,61,0,1682,289,658,.439,73,210,.348,216,448,.482,.495,235,285,.825,51,137,188,278,53,4,157,166,886
63,Duane Causwell,C,27,SAC,73,26,1044,90,216,.417,0,1,.000,90,215,.419,.417,70,96,.729,86,162,248,20,27,78,53,173,250
64,Cedric Ceballos,SF,26,LAL,78,71,2628,638,1203,.530,51,184,.277,587,1019,.576,.552,329,409,.804,215,321,536,119,94,22,167,144,1656
65,Rex Chapman,SG,28,MIA,56,50,1865,289,679,.426,125,337,.371,164,342,.480,.518,83,113,.735,22,123,145,166,45,10,79,117,786
66,Calbert Cheaney,SF,24,WSB,70,70,2324,426,905,.471,52,154,.338,374,751,.498,.499,151,214,.706,67,172,239,154,67,18,129,205,1055
67,Pete Chilcutt,PF,27,HOU,74,0,651,73,179,.408,37,98,.378,36,81,.444,.511,17,26,.654,51,105,156,26,19,14,22,65,200
68,Randolph Childress,PG,23,POR,28,0,250,25,79,.316,13,47,.277,12,32,.375,.399,22,27,.815,1,18,19,32,8,1,28,22,85
69,Chris Childs,PG,28,NJN,78,54,2408,324,778,.416,95,259,.367,229,519,.441,.478,259,304,.852,51,194,245,548,111,8,230,246,1002
70,Doug Christie,SF,25,TOT,55,17,1036,150,337,.445,46,106,.434,104,231,.450,.513,69,93,.742,34,120,154,117,70,19,95,141,415
71,Robert Churchwell,SG,23,GSW,4,0,20,3,8,.375,0,0,,3,8,.375,.375,0,0,,0,3,3,1,0,0,2,1,6
72,Charles Claxton,C,25,BOS,3,0,7,1,2,.500,0,0,,1,2,.500,.500,0,2,.000,2,0,2,0,0,1,1,4,2
73,John Coker,C,24,PHO,5,0,11,4,5,.800,0,0,,4,5,.800,.800,0,0,,2,0,2,1,0,1,0,1,8
74,Derrick Coleman,PF,28,PHI,11,11,294,48,118,.407,7,21,.333,41,97,.423,.436,20,32,.625,13,59,72,31,4,10,28,30,123
75,Bimbo Coles,PG,27,TOT,81,55,2615,318,777,.409,88,254,.346,230,523,.440,.466,168,211,.796,49,211,260,422,94,17,171,253,892
76,Marty Conlon,C,28,MIL,74,1,958,153,327,.468,5,30,.167,148,297,.498,.476,84,110,.764,58,119,177,68,20,11,79,126,395
77,Anthony Cook,PF,28,POR,11,0,60,7,16,.438,0,2,.000,7,14,.500,.438,1,4,.250,5,7,12,2,0,1,1,8,15
78,Tyrone Corbin,SF,33,TOT,71,2,1284,155,351,.442,3,18,.167,152,333,.456,.446,100,120,.833,81,163,244,84,63,20,67,147,413
79,Joe Courtney,PF,26,CLE,23,0,200,15,35,.429,0,0,,15,35,.429,.429,8,18,.444,24,25,49,9,5,6,17,35,38
80,John Crotty,PG,26,CLE,58,4,617,51,114,.447,8,27,.296,43,87,.494,.482,62,72,.861,20,34,54,102,22,6,51,60,172
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Terry Cummings,PF,34,MIL,81,13,1777,270,584,.462,1,7,.143,269,577,.466,.463,104,160,.650,162,283,445,89,56,30,69,263,645
82,Dell Curry,SG,31,CHH,82,29,2371,441,974,.453,164,406,.404,277,568,.488,.537,146,171,.854,68,196,264,176,108,25,130,173,1192
83,Michael Curry,SG-SF,27,TOT,46,1,783,73,161,.453,20,53,.377,53,108,.491,.516,45,62,.726,27,58,85,27,24,2,24,92,211
84,Rastko Cvetkovic,C,25,DEN,14,0,48,5,16,.313,0,1,.000,5,15,.333,.313,0,4,.000,4,7,11,3,2,1,3,11,10
85,Sasha Danilovic,SG,25,MIA,19,18,542,83,184,.451,34,78,.436,49,106,.462,.543,55,72,.764,12,34,46,47,15,3,37,49,255
86,Yinka Dare,C,23,NJN,58,23,626,63,144,.438,0,0,,63,144,.438,.438,38,62,.613,56,125,181,0,8,40,72,117,164
87,Antonio Davis,PF,27,IND,82,14,2092,236,482,.490,1,2,.500,235,480,.490,.491,246,345,.713,188,313,501,43,33,66,87,248,719
88,Dale Davis,PF,26,IND,78,77,2617,334,599,.558,0,0,,334,599,.558,.558,135,289,.467,252,457,709,76,56,112,119,238,803
89,Hubert Davis,SG,25,NYK,74,14,1773,275,566,.486,127,267,.476,148,299,.495,.598,112,129,.868,35,88,123,103,31,8,63,120,789
90,Mark Davis,SF,22,MIN,57,0,571,55,149,.369,4,13,.308,51,136,.375,.383,74,116,.638,56,69,125,47,40,22,68,92,188
91,Terry Davis,PF,28,DAL,28,0,501,55,108,.509,0,0,,55,108,.509,.509,27,47,.574,43,74,117,21,10,4,25,66,137
92,Todd Day,SG,26,TOT,79,12,1807,299,817,.366,100,302,.331,199,515,.386,.427,224,287,.780,70,154,224,107,81,51,109,225,922
93,Andrew DeClercq,C,22,GSW,22,1,203,24,50,.480,0,1,.000,24,49,.490,.480,11,19,.579,18,21,39,9,7,5,4,30,59
94,Terry Dehere,PG,24,LAC,82,10,2018,315,686,.459,139,316,.440,176,370,.476,.560,247,327,.755,41,102,143,350,54,16,191,239,1016
95,Vinny Del Negro,SG,29,SAS,82,82,2766,478,962,.497,57,150,.380,421,812,.518,.527,178,214,.832,36,236,272,315,85,6,100,166,1191
96,Bison Dele,C,26,LAC,65,65,2157,416,766,.543,1,6,.167,415,760,.546,.544,196,267,.734,149,343,492,122,70,55,190,226,1029
97,Dell Demps,SG,25,SAS,16,0,87,19,33,.576,1,2,.500,18,31,.581,.591,14,17,.824,2,7,9,8,3,1,12,10,53
98,Vlade Divac,C,27,LAL,79,79,2470,414,807,.513,3,18,.167,411,789,.521,.515,189,295,.641,198,481,679,261,76,131,199,274,1020
99,Sherman Douglas,PG,29,TOT,79,66,2335,345,685,.504,40,110,.364,305,575,.530,.533,160,219,.731,55,125,180,436,63,5,194,163,890
100,Clyde Drexler*,SG,33,HOU,52,51,1997,331,764,.433,78,235,.332,253,529,.478,.484,265,338,.784,97,276,373,302,105,24,134,153,1005
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Kevin Duckworth,C,31,MIL,8,1,58,3,14,.214,0,0,,3,14,.214,.214,3,6,.500,2,5,7,2,2,0,2,19,9
102,Chris Dudley,C,30,POR,80,61,1924,162,358,.453,0,1,.000,162,357,.454,.453,80,157,.510,239,481,720,37,41,100,79,251,404
103,Joe Dumars*,PG,32,DET,67,40,2193,255,598,.426,121,298,.406,134,300,.447,.528,162,197,.822,28,110,138,265,43,3,97,106,793
104,Richard Dumas,PF,26,PHI,39,14,739,95,203,.468,2,9,.222,93,194,.479,.473,49,70,.700,42,57,99,44,42,6,49,79,241
105,Tony Dumas,SG,23,DAL,67,12,1284,274,655,.418,74,207,.357,200,448,.446,.475,154,257,.599,58,57,115,99,42,13,77,128,776
106,Ledell Eackles,SG,29,WSB,55,26,1238,161,377,.427,54,128,.422,107,249,.430,.499,98,118,.831,44,104,148,86,28,3,57,84,474
107,Acie Earl,C,25,TOR,42,7,655,117,276,.424,0,3,.000,117,273,.429,.424,82,114,.719,51,78,129,27,18,37,49,73,316
108,Tyus Edney,PG,22,SAC,80,60,2481,305,740,.412,53,144,.368,252,596,.423,.448,197,252,.782,63,138,201,491,89,3,192,203,860
109,Blue Edwards,SF,30,VAN,82,82,2773,401,956,.419,84,245,.343,317,711,.446,.463,157,208,.755,98,248,346,212,118,46,170,243,1043
110,Doug Edwards,PF,25,VAN,31,0,519,32,91,.352,0,4,.000,32,87,.368,.352,29,38,.763,35,52,87,39,10,18,29,51,93
111,James Edwards,C,40,CHI,28,0,274,41,110,.373,0,0,,41,110,.373,.373,16,26,.615,15,25,40,11,1,8,21,61,98
112,Kevin Edwards,SG,30,NJN,34,33,1007,142,390,.364,42,104,.404,100,286,.350,.418,68,84,.810,14,61,75,71,54,7,68,67,394
113,Craig Ehlo,SG,34,ATL,79,8,1758,253,591,.428,82,221,.371,171,370,.462,.497,81,103,.786,65,191,256,138,85,9,104,138,669
114,Howard Eisley,PG,23,UTA,65,0,961,104,242,.430,14,62,.226,90,180,.500,.459,65,77,.844,22,56,78,146,29,3,77,130,287
115,Mario Elie,SF,32,HOU,45,16,1385,180,357,.504,41,127,.323,139,230,.604,.562,98,115,.852,47,108,155,138,45,11,59,93,499
116,Sean Elliott,SF,27,SAS,77,77,2901,525,1127,.466,161,392,.411,364,735,.495,.537,326,423,.771,69,327,396,211,69,33,198,178,1537
117,Dale Ellis,SF,35,DEN,81,52,2626,459,959,.479,150,364,.412,309,595,.519,.557,136,179,.760,88,227,315,139,57,7,98,191,1204
118,LaPhonso Ellis,SF,25,DEN,45,28,1269,189,432,.438,4,22,.182,185,410,.451,.442,89,148,.601,93,229,322,74,36,33,83,163,471
119,LeRon Ellis,C,26,MIA,12,1,74,5,22,.227,0,0,,5,22,.227,.227,3,6,.500,5,3,8,4,2,3,3,11,13
120,Pervis Ellison,C,28,BOS,69,29,1431,145,295,.492,0,0,,145,295,.492,.492,75,117,.641,151,300,451,62,39,99,84,207,365
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Vincenzo Esposito,PG,27,TOR,30,0,282,36,100,.360,13,56,.232,23,44,.523,.425,31,39,.795,4,12,16,23,7,0,39,27,116
122,Patrick Ewing*,C,33,NYK,76,76,2783,678,1456,.466,4,28,.143,674,1428,.472,.467,351,461,.761,157,649,806,160,68,184,221,247,1711
123,Duane Ferrell,SF,30,IND,54,6,591,80,166,.482,0,8,.000,80,158,.506,.482,42,57,.737,32,61,93,30,23,3,34,83,202
124,Danny Ferry,PF,29,CLE,82,79,2680,422,919,.459,143,363,.394,279,556,.502,.537,103,134,.769,71,238,309,191,57,37,122,233,1090
125,Michael Finley,SF,22,PHO,82,72,3212,465,976,.476,61,186,.328,404,790,.511,.508,242,323,.749,139,235,374,289,85,31,133,199,1233
126,Matt Fish,C,26,TOT,18,1,134,21,36,.583,0,0,,21,36,.583,.583,10,19,.526,10,11,21,8,3,7,3,19,52
127,Vern Fleming,PG,33,NJN,77,3,1747,227,524,.433,3,28,.107,224,496,.452,.436,133,177,.751,49,121,170,255,41,5,122,115,590
128,Sherell Ford,SF,23,SEA,28,1,139,30,80,.375,4,25,.160,26,55,.473,.400,26,34,.765,12,12,24,5,8,1,6,27,90
129,Greg Foster,C,27,UTA,73,2,803,107,244,.439,1,8,.125,106,236,.449,.441,61,72,.847,53,125,178,25,7,22,58,120,276
130,Rick Fox,SF,26,BOS,81,81,2588,421,928,.454,99,272,.364,322,656,.491,.507,196,254,.772,158,292,450,369,113,41,216,290,1137
131,Kevin Gamble,SF,30,TOT,65,13,1325,152,379,.401,44,114,.386,108,265,.408,.459,38,48,.792,21,92,113,100,35,8,43,147,386
132,Kevin Garnett,SF,19,MIN,80,43,2293,361,735,.491,8,28,.286,353,707,.499,.497,105,149,.705,175,326,501,145,86,131,110,189,835
133,Chris Gatling,PF,28,TOT,71,2,1427,326,567,.575,0,1,.000,326,566,.576,.575,139,207,.671,129,288,417,43,36,40,95,217,791
134,Kenny Gattison,PF,31,VAN,25,14,570,91,190,.479,0,0,,91,190,.479,.479,47,78,.603,35,79,114,14,10,11,40,75,229
135,Matt Geiger,C,26,CHH,77,50,2349,357,666,.536,3,8,.375,354,658,.538,.538,149,205,.727,201,448,649,60,46,63,137,290,866
136,Kendall Gill,SG,27,TOT,47,46,1683,246,524,.469,26,79,.329,220,445,.494,.494,138,176,.784,72,160,232,260,64,24,131,131,656
137,Armen Gilliam,SF,31,NJN,78,76,2856,576,1216,.474,0,1,.000,576,1215,.474,.474,277,350,.791,241,472,713,140,73,53,177,180,1429
138,Gerald Glass,SF,28,TOT,15,0,71,12,33,.364,1,6,.167,11,27,.407,.379,1,1,1.000,6,2,8,4,3,1,0,10,26
139,Anthony Goldwire,PG,24,CHH,42,8,621,76,189,.402,33,83,.398,43,106,.406,.489,46,60,.767,8,35,43,112,16,0,63,79,231
140,Greg Graham,SG,25,TOT,53,5,613,78,193,.404,32,82,.390,46,111,.414,.487,52,68,.765,17,40,57,52,25,1,46,64,240
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Ron Grandison,PF,31,TOT,28,3,311,22,58,.379,4,14,.286,18,44,.409,.414,17,25,.680,20,35,55,13,12,2,12,31,65
142,Brian Grant,PF,23,SAC,78,75,2398,427,842,.507,4,17,.235,423,825,.513,.510,262,358,.732,175,370,545,127,40,103,185,269,1120
143,Gary Grant,PG,30,NYK,47,1,596,88,181,.486,8,24,.333,80,157,.510,.508,48,58,.828,12,40,52,69,39,3,45,91,232
144,Greg Grant,PG,29,TOT,31,2,527,35,99,.354,8,34,.235,27,65,.415,.394,5,6,.833,7,27,34,97,22,2,30,43,83
145,Harvey Grant,PF,30,POR,76,75,2394,314,679,.462,21,67,.313,293,612,.479,.478,60,110,.545,117,244,361,111,60,43,82,173,709
146,Horace Grant,PF,30,ORL,63,62,2286,347,677,.513,1,6,.167,346,671,.516,.513,152,207,.734,178,402,580,170,62,74,64,144,847
147,A.C. Green,SF,32,PHO,82,36,2113,215,444,.484,14,52,.269,201,392,.513,.500,168,237,.709,166,388,554,72,45,23,79,141,612
148,Tom Gugliotta,PF,26,MIN,78,78,2835,473,1004,.471,26,86,.302,447,918,.487,.484,289,374,.773,176,514,690,238,139,96,234,265,1261
149,Jack Haley,C,32,CHI,1,0,7,2,6,.333,0,0,,2,6,.333,.333,1,2,.500,1,1,2,0,0,0,1,2,5
150,Thomas Hamilton,C,20,BOS,11,0,70,9,31,.290,0,0,,9,31,.290,.290,7,18,.389,10,12,22,1,0,9,9,12,25
151,Geert Hammink,C,26,TOT,6,0,17,2,4,.500,0,0,,2,4,.500,.500,4,7,.571,2,2,4,0,0,0,2,2,8
152,Tom Hammonds,PF,28,DEN,71,4,1045,127,268,.474,0,0,,127,268,.474,.474,88,115,.765,85,138,223,23,23,13,48,137,342
153,Darrin Hancock,SF,24,CHH,63,7,838,112,214,.523,1,3,.333,111,211,.526,.526,47,73,.644,40,58,98,47,28,5,56,94,272
154,Anfernee Hardaway,PG,24,ORL,82,82,3015,623,1215,.513,89,283,.314,534,932,.573,.549,445,580,.767,129,225,354,582,166,41,229,160,1780
155,Tim Hardaway,PG,29,TOT,80,46,2534,419,992,.422,138,379,.364,281,613,.458,.492,241,305,.790,35,194,229,640,132,17,235,201,1217
156,Derek Harper,PG,34,NYK,82,82,2893,436,939,.464,121,325,.372,315,614,.513,.529,156,206,.757,32,170,202,352,131,5,178,201,1149
157,Ron Harper,PG,32,CHI,80,80,1886,234,501,.467,28,104,.269,206,397,.519,.495,98,139,.705,74,139,213,208,105,32,73,137,594
158,Lucious Harris,SG,25,DAL,61,1,1016,183,397,.461,47,125,.376,136,272,.500,.520,68,87,.782,41,81,122,79,35,3,46,56,481
159,Antonio Harvey,PF,25,TOT,55,15,821,83,224,.371,0,2,.000,83,222,.374,.371,38,83,.458,69,131,200,15,27,47,44,76,204
160,Hersey Hawkins,SG,29,SEA,82,82,2823,443,936,.473,146,380,.384,297,556,.534,.551,249,285,.874,86,211,297,218,149,14,164,172,1281
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Alvin Heggs,SF,28,HOU,4,0,14,3,5,.600,0,0,,3,5,.600,.600,2,3,.667,1,1,2,0,0,0,0,0,8
162,Alan Henderson,PF,23,ATL,79,4,1416,192,434,.442,0,3,.000,192,431,.445,.442,119,200,.595,164,192,356,51,44,43,87,217,503
163,Carl Herrera,PF,29,SAS,44,6,393,40,97,.412,0,1,.000,40,96,.417,.412,5,17,.294,30,51,81,16,9,8,29,61,85
164,Sean Higgins,SF,27,PHI,44,4,916,134,323,.415,48,129,.372,86,194,.443,.489,35,37,.946,20,72,92,55,24,11,49,90,351
165,Grant Hill,SF,23,DET,80,80,3260,564,1221,.462,5,26,.192,559,1195,.468,.464,485,646,.751,127,656,783,548,100,48,263,242,1618
166,Tyrone Hill,PF,27,CLE,44,2,929,130,254,.512,0,0,,130,254,.512,.512,81,135,.600,94,150,244,33,31,20,64,144,341
167,Donald Hodge,C,26,TOT,15,0,115,9,24,.375,0,0,,9,24,.375,.375,0,0,,9,14,23,4,1,8,2,26,18
168,Fred Hoiberg,SG,23,IND,15,1,85,8,19,.421,1,3,.333,7,16,.438,.447,15,18,.833,4,5,9,8,6,1,7,12,32
169,Jeff Hornacek,SG,32,UTA,82,59,2588,442,880,.502,104,223,.466,338,657,.514,.561,259,290,.893,62,147,209,340,106,20,127,171,1247
170,Robert Horry,SF,25,HOU,71,71,2634,300,732,.410,142,388,.366,158,344,.459,.507,111,143,.776,97,315,412,281,116,109,160,197,853
171,Allan Houston,SG,24,DET,82,75,3072,564,1244,.453,191,447,.427,373,797,.468,.530,298,362,.823,54,246,300,250,61,16,233,233,1617
172,Byron Houston,SF,26,SAC,25,0,276,32,64,.500,1,3,.333,31,61,.508,.508,21,26,.808,31,53,84,7,13,7,17,59,86
173,Juwan Howard,PF,22,WSB,81,81,3294,733,1500,.489,4,13,.308,729,1487,.490,.490,319,426,.749,188,472,660,360,67,39,303,269,1789
