Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
184,Tyler Hansbrough,PF,25,IND,70,29,1535,285,613,.465,0,2,.000,285,611,.466,.465,197,253,.779,145,221,366,41,37,15,76,160,767
185,Luke Harangody,PF,23,TOT,49,0,640,79,206,.383,16,66,.242,63,140,.450,.422,19,26,.731,40,103,143,30,15,17,16,80,193
186,James Harden,SG,21,OKC,82,5,2189,298,684,.436,113,324,.349,185,360,.514,.518,289,343,.843,42,213,255,176,92,24,106,207,998
187,Al Harrington,PF,30,DEN,73,3,1665,281,675,.416,117,328,.357,164,347,.473,.503,86,117,.735,76,256,332,101,39,10,106,202,765
188,Devin Harris,PG,27,TOT,71,70,2254,343,813,.422,58,180,.322,285,633,.450,.458,335,402,.833,17,152,169,503,70,7,207,163,1079
189,Manny Harris,SG,21,CLE,54,15,933,108,289,.374,34,92,.370,74,197,.376,.433,71,93,.763,36,104,140,85,31,7,63,65,321
190,Mike Harris,PF,27,HOU,4,0,16,3,6,.500,0,0,0,3,6,.500,.500,2,4,.500,2,3,5,1,0,1,1,2,8
191,Udonis Haslem,PF,30,MIA,13,0,345,44,86,.512,0,0,0,44,86,.512,.512,16,20,.800,29,77,106,6,7,3,14,39,104
192,Spencer Hawes,C,22,PHI,81,81,1718,264,568,.465,9,37,.243,255,531,.480,.473,47,88,.534,129,336,465,121,29,71,97,201,584
193,Chuck Hayes,C,27,HOU,74,63,2079,244,463,.527,0,2,.000,244,461,.529,.527,94,142,.662,219,380,599,202,79,49,86,200,582
194,Gordon Hayward,SF,20,UTA,72,17,1218,142,293,.485,35,74,.473,107,219,.489,.544,69,97,.711,41,98,139,81,30,19,70,106,388
195,Lazar Hayward,SF,24,MIN,42,0,419,55,154,.357,17,60,.283,38,94,.404,.412,33,42,.786,23,47,70,28,12,7,19,44,160
196,Brendan Haywood,C,31,DAL,72,8,1331,128,223,.574,0,1,.000,128,222,.577,.574,64,177,.362,129,247,376,19,16,74,51,146,320
197,Luther Head,PG,28,SAC,36,14,586,68,164,.415,25,64,.391,43,100,.430,.491,39,50,.780,16,44,60,70,10,9,32,43,200
198,Gerald Henderson,SG,23,CHA,68,30,1661,259,570,.454,7,36,.194,252,534,.472,.461,128,163,.785,49,158,207,101,50,32,64,118,653
199,Xavier Henry,SG,19,MEM,38,16,527,65,160,.406,2,17,.118,63,143,.441,.413,33,52,.635,9,28,37,18,11,3,13,48,165
200,Roy Hibbert,C,24,IND,81,80,2244,410,890,.461,0,4,.000,410,886,.463,.461,205,275,.745,182,428,610,166,33,142,185,256,1025
201,J.J. Hickson,C,22,CLE,80,66,2256,429,936,.458,0,5,.000,429,931,.461,.458,247,367,.673,217,478,695,91,48,54,173,215,1105
202,Nene Hilario,C,28,DEN,75,75,2291,402,654,.615,1,5,.200,401,649,.618,.615,286,402,.711,145,426,571,149,84,73,134,238,1091
203,George Hill,PG,24,SAS,76,5,2148,287,633,.453,77,204,.377,210,429,.490,.514,233,270,.863,24,175,199,193,66,21,99,153,884
204,Grant Hill,SF,38,PHO,80,80,2409,399,825,.484,45,114,.395,354,711,.498,.511,213,257,.829,77,261,338,200,64,35,134,184,1056
205,Jordan Hill,C,23,HOU,72,11,1125,173,352,.491,0,2,.000,173,350,.494,.491,60,85,.706,128,178,306,29,14,52,62,157,406
206,Kirk Hinrich,SG-PG,30,TOT,72,51,2157,278,623,.446,75,188,.399,203,435,.467,.506,106,126,.841,21,161,182,288,75,17,121,185,737
207,Jrue Holiday,PG,20,PHI,82,82,2901,446,999,.446,81,222,.365,365,777,.470,.487,172,209,.823,68,264,332,531,120,29,218,203,1145
208,Ryan Hollins,C,26,CLE,70,16,1182,131,219,.598,0,0,0,131,219,.598,.598,111,163,.681,70,116,186,26,22,42,67,199,373
209,Al Horford,C,24,ATL,77,77,2704,513,921,.557,2,4,.500,511,917,.557,.558,150,188,.798,182,536,718,266,59,80,119,193,1178
210,Eddie House,SG,32,MIA,56,1,978,128,321,.399,68,175,.389,60,146,.411,.505,38,40,.950,9,83,92,62,32,3,29,68,362
211,Dwight Howard,C,25,ORL,78,78,2935,619,1044,.593,0,7,.000,619,1037,.597,.593,546,916,.596,309,789,1098,107,107,186,279,258,1784
212,Josh Howard,SF,30,WAS,18,10,409,58,162,.358,7,29,.241,51,133,.383,.380,29,47,.617,18,56,74,24,13,5,20,34,152
213,Juwan Howard,PF,37,MIA,57,0,592,55,125,.440,0,0,0,55,125,.440,.440,29,35,.829,36,86,122,23,10,4,25,61,139
214,Lester Hudson,PG,26,WAS,11,0,73,6,24,.250,4,15,.267,2,9,.222,.333,2,4,.500,1,4,5,17,4,1,7,10,18
215,Kris Humphries,PF,25,NJN,74,44,2061,307,583,.527,0,1,.000,307,582,.527,.527,127,191,.665,225,546,771,84,33,80,103,168,741
216,Serge Ibaka,PF,21,OKC,82,44,2216,335,617,.543,0,1,.000,335,616,.544,.543,138,184,.750,214,408,622,22,31,198,71,267,808
217,Andre Iguodala,SF,27,PHI,67,67,2469,338,759,.445,61,181,.337,277,578,.479,.486,208,300,.693,61,326,387,422,101,38,138,109,945
218,Zydrunas Ilgauskas,C,35,MIA,72,51,1145,162,319,.508,0,1,.000,162,318,.509,.508,36,46,.783,108,179,287,26,23,58,52,185,360
219,Didier Ilunga-Mbenga,C,30,NOH,41,0,330,23,49,.469,0,0,0,23,49,.469,.469,13,18,.722,35,51,86,6,6,27,21,52,59
220,Ersan Ilyasova,PF,23,MIL,60,34,1505,221,507,.436,36,121,.298,185,386,.479,.471,93,104,.894,105,260,365,56,51,24,63,159,571
221,Royal Ivey,SG,29,OKC,25,0,155,16,38,.421,7,16,.438,9,22,.409,.513,2,2,1.000,2,14,16,7,6,1,5,17,41
222,Jarrett Jack,SG-PG,27,TOT,83,15,1722,260,637,.408,33,108,.306,227,529,.429,.434,182,214,.850,20,153,173,242,54,6,110,102,735
223,Darnell Jackson,PF,25,SAC,59,2,486,77,158,.487,3,11,.273,74,147,.503,.497,30,49,.612,49,45,94,14,12,3,23,61,187
224,Stephen Jackson,SG,32,CHA,67,67,2405,435,1059,.411,121,359,.337,314,700,.449,.468,249,305,.816,53,251,304,241,80,28,209,161,1240
225,Damion James,SF,23,NJN,25,9,403,46,103,.447,0,3,.000,46,100,.460,.447,18,28,.643,17,68,85,20,16,12,25,36,110
226,LeBron James,SF,26,MIA,79,79,3063,758,1485,.510,92,279,.330,666,1206,.552,.541,503,663,.759,80,510,590,554,124,50,284,163,2111
227,Antawn Jamison,PF,34,CLE,56,38,1842,374,876,.427,91,263,.346,283,613,.462,.479,171,234,.731,86,289,375,93,50,30,77,137,1010
228,Othyus Jeffers,SG,25,TOT,17,1,322,31,65,.477,1,4,.250,30,61,.492,.485,30,46,.652,25,42,67,20,17,0,14,32,93
229,Al Jefferson,C,26,UTA,82,82,2940,654,1319,.496,0,0,0,654,1319,.496,.496,220,289,.761,235,559,794,149,46,153,105,238,1528
230,Richard Jefferson,SF,30,SAS,81,81,2459,304,642,.474,135,307,.440,169,335,.504,.579,148,195,.759,54,256,310,107,38,34,93,164,891
231,Jared Jeffries,PF,29,TOT,42,9,601,30,86,.349,2,9,.222,28,77,.364,.360,12,29,.414,62,54,116,36,31,17,21,75,74
232,Brandon Jennings,PG,21,MIL,63,61,2169,361,926,.390,98,303,.323,263,623,.422,.443,199,246,.809,42,192,234,305,95,21,146,131,1019
233,Eugene Jeter,PG,27,SAC,62,1,858,106,259,.409,6,30,.200,100,229,.437,.421,37,41,.902,9,61,70,162,29,2,51,54,255
234,Yi Jianlian,PF,23,WAS,63,11,1112,145,347,.418,3,13,.231,142,334,.425,.422,62,91,.681,79,169,248,25,27,32,51,115,355
235,Amir Johnson,PF,23,TOR,72,54,1853,281,495,.568,0,1,.000,281,494,.569,.568,126,160,.788,189,272,461,81,53,88,69,263,688
236,Armon Johnson,PG,21,POR,38,0,277,46,101,.455,5,12,.417,41,89,.461,.480,13,22,.591,11,25,36,45,5,1,38,31,110
237,Chris Johnson,C,25,TOT,14,1,138,9,21,.429,0,0,0,9,21,.429,.429,15,20,.750,12,20,32,3,3,9,10,21,33
238,James Johnson,SF,23,TOT,38,25,822,108,237,.456,8,34,.235,100,203,.493,.473,47,71,.662,37,105,142,89,33,37,64,95,271
239,Joe Johnson,SG,29,ATL,72,72,2554,514,1161,.443,89,300,.297,425,861,.494,.481,195,243,.802,59,232,291,338,47,7,146,131,1312
240,Trey Johnson,SG,26,TOT,8,0,94,12,33,.364,1,3,.333,11,30,.367,.379,9,10,.900,2,5,7,11,1,1,5,12,34
241,Wesley Johnson,SG,23,MIN,79,63,2069,271,682,.397,103,289,.356,168,393,.427,.473,64,92,.696,51,189,240,148,58,54,95,163,709
242,Dahntay Jones,SG,30,IND,45,2,589,100,214,.467,14,39,.359,86,175,.491,.500,69,90,.767,4,61,65,33,20,7,31,70,283
243,Dominique Jones,PG,22,DAL,18,0,135,14,45,.311,0,4,.000,14,41,.341,.311,14,17,.824,6,19,25,19,5,3,10,7,42
244,James Jones,SF,30,MIA,81,8,1549,146,346,.422,123,287,.429,23,59,.390,.600,60,72,.833,23,137,160,43,29,19,21,129,475
245,Solomon Jones,C,26,IND,39,0,528,49,121,.405,0,1,.000,49,120,.408,.405,41,62,.661,45,68,113,30,12,22,35,94,139
246,DeAndre Jordan,C,22,LAC,80,66,2047,234,341,.686,0,1,.000,234,340,.688,.686,98,217,.452,207,368,575,42,41,142,101,255,566
247,Chris Kaman,C,28,LAC,32,15,838,177,376,.471,0,0,0,177,376,.471,.471,43,57,.754,51,174,225,46,16,48,58,75,397
248,Jason Kapono,SF,29,PHI,24,2,112,7,28,.250,1,8,.125,6,20,.300,.268,1,2,.500,3,8,11,4,2,1,2,4,16
249,Jason Kidd,PG,37,DAL,80,80,2653,215,596,.361,133,391,.340,82,205,.400,.472,67,77,.870,35,316,351,655,134,29,179,119,630
250,Andrei Kirilenko,SF,29,UTA,64,62,1999,253,542,.467,36,98,.367,217,444,.489,.500,208,270,.770,100,227,327,192,81,74,117,113,750
251,Linas Kleiza,SF,26,TOR,39,23,1032,178,406,.438,39,131,.298,139,275,.505,.486,41,65,.631,37,140,177,40,19,7,65,99,436
252,Kyle Korver,SG,29,CHI,82,0,1649,242,557,.434,120,289,.415,122,268,.455,.542,77,87,.885,12,138,150,124,35,20,60,156,681
253,Kosta Koufos,C,21,TOT,50,2,434,68,150,.453,0,2,.000,68,148,.459,.453,24,43,.558,57,73,130,7,10,25,31,59,160
254,Nenad Krstic,C,27,TOT,71,67,1571,231,452,.511,0,0,0,231,452,.511,.511,113,146,.774,124,211,335,27,26,25,56,184,575
255,Carl Landry,PF,27,TOT,76,26,2008,345,687,.502,0,4,.000,345,683,.505,.502,213,288,.740,165,182,347,63,40,32,109,196,903
256,Acie Law,PG,26,TOT,51,0,726,81,186,.435,6,36,.167,75,150,.500,.452,47,64,.734,12,51,63,84,32,0,43,61,215
257,Gani Lawal,PF,22,PHO,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
258,Ty Lawson,PG,23,DEN,80,31,2103,346,688,.503,69,171,.404,277,517,.536,.553,172,225,.764,67,142,209,377,80,4,137,133,933
259,Courtney Lee,SG,25,HOU,81,1,1723,253,576,.439,71,174,.408,182,402,.453,.501,95,120,.792,51,158,209,100,58,18,68,102,672
260,David Lee,PF,27,GSW,73,73,2634,496,978,.507,1,3,.333,495,975,.508,.508,210,267,.787,217,497,714,233,74,31,170,211,1203
261,Rashard Lewis,SF-PF,31,TOT,57,52,1824,252,582,.433,87,244,.357,165,338,.488,.508,77,96,.802,71,219,290,92,52,30,87,159,668
262,Jeremy Lin,PG,22,GSW,29,0,285,28,72,.389,1,5,.200,27,67,.403,.396,19,25,.760,12,22,34,42,33,9,18,31,76
263,Shaun Livingston,PG,25,CHA,73,0,1261,185,397,.466,1,4,.250,184,393,.468,.467,108,125,.864,29,120,149,164,47,29,88,109,479
264,Brook Lopez,C,22,NJN,82,82,2889,644,1309,.492,0,1,.000,644,1308,.492,.492,385,489,.787,197,291,488,129,47,120,176,240,1673
265,Robin Lopez,C,22,PHO,67,56,991,179,357,.501,0,0,0,179,357,.501,.501,74,100,.740,82,134,216,8,18,45,48,143,432
266,Kevin Love,PF,22,MIN,73,73,2611,482,1026,.470,88,211,.417,394,815,.483,.513,424,499,.850,330,782,1112,184,45,28,155,148,1476
267,Kyle Lowry,PG,24,HOU,75,71,2563,345,809,.426,129,343,.376,216,466,.464,.506,192,251,.765,89,220,309,500,102,23,158,207,1011
268,John Lucas,PG,28,CHI,2,0,10,1,3,.333,0,1,.000,1,2,.500,.333,0,2,.000,0,0,0,1,0,0,0,0,2
269,Corey Maggette,SF,31,MIL,67,18,1401,253,559,.453,28,78,.359,225,481,.468,.478,271,325,.834,44,197,241,84,21,5,127,175,805
270,Jamaal Magloire,C,32,MIA,18,0,158,13,22,.591,0,0,0,13,22,.591,.591,9,18,.500,17,44,61,3,4,2,5,26,35
271,Ian Mahinmi,C,24,DAL,56,0,488,55,98,.561,0,2,.000,55,96,.573,.561,63,82,.768,43,77,120,8,14,15,25,105,173
272,Shawn Marion,SF,32,DAL,80,27,2253,434,834,.520,5,33,.152,429,801,.536,.523,126,164,.768,168,383,551,110,68,50,130,144,999
273,Sean Marks,C,35,POR,29,0,208,19,44,.432,2,2,1.000,17,42,.405,.455,5,8,.625,16,24,40,4,3,5,11,44,45
274,Cartier Martin,SF,26,WAS,52,1,542,71,182,.390,39,99,.394,32,83,.386,.497,28,40,.700,20,54,74,18,18,6,16,52,209
275,Kenyon Martin,PF,33,DEN,48,48,1233,185,362,.511,2,9,.222,183,353,.518,.514,42,72,.583,67,230,297,109,43,35,59,136,414
276,Kevin Martin,SG,27,HOU,80,80,2603,553,1267,.436,176,459,.383,377,808,.467,.506,594,669,.888,28,230,258,198,80,15,184,155,1876
277,Roger Mason,SG,30,NYK,26,0,319,26,77,.338,16,44,.364,10,33,.303,.442,7,10,.700,5,38,43,20,6,2,6,25,75
278,Wesley Matthews,SG,24,POR,82,69,2758,440,979,.449,154,378,.407,286,601,.476,.528,266,315,.844,48,210,258,164,102,9,138,195,1300
279,Jason Maxiell,PF,27,DET,57,14,930,93,189,.492,0,0,0,93,189,.492,.492,51,99,.515,66,107,173,17,24,21,44,92,237
280,Eric Maynor,PG,23,OKC,82,0,1200,134,333,.402,37,96,.385,97,237,.409,.458,43,59,.729,25,96,121,238,35,6,77,96,348
281,O.J. Mayo,SG,23,MEM,71,17,1869,304,747,.407,96,264,.364,208,483,.431,.471,99,131,.756,35,135,170,145,73,26,99,127,803
282,Luc Mbah a Moute,PF,24,MIL,79,52,2093,198,428,.463,0,7,.000,198,421,.470,.463,133,188,.707,169,251,420,68,72,28,77,180,529
283,Antonio McDyess,PF,36,SAS,73,16,1387,169,344,.491,0,1,.000,169,343,.493,.491,52,77,.675,122,273,395,84,36,39,72,163,390
284,JaVale McGee,C,23,WAS,79,75,2193,332,604,.550,0,3,.000,332,601,.552,.550,134,230,.583,223,411,634,38,41,193,102,232,798
285,Tracy McGrady,SG,31,DET,72,39,1686,227,514,.442,30,88,.341,197,426,.462,.471,90,129,.698,49,202,251,252,66,34,102,101,574
286,Dominic McGuire,SF,25,CHA,52,8,760,72,182,.396,0,2,.000,72,180,.400,.396,30,39,.769,63,136,199,43,10,33,25,94,174
287,Josh McRoberts,PF,23,IND,72,51,1597,211,386,.547,23,60,.383,188,326,.577,.576,88,119,.739,109,273,382,150,47,57,93,165,533
288,Jodie Meeks,SG,23,PHI,74,64,2062,242,570,.425,138,348,.397,104,222,.468,.546,152,170,.894,21,150,171,78,63,4,60,97,774
289,Pops Mensah-Bonsu,PF,27,NOH,7,0,35,1,3,.333,0,0,0,1,3,.333,.333,0,0,0,3,8,11,2,0,0,2,11,2
290,C.J. Miles,SF,23,UTA,78,19,1969,366,899,.407,109,339,.322,257,560,.459,.468,159,196,.811,54,201,255,135,74,38,93,221,1000
291,Darko Milicic,C,25,MIN,69,69,1686,271,578,.469,0,0,0,271,578,.469,.469,64,115,.557,133,227,360,104,54,140,151,229,606
292,Andre Miller,PG,34,POR,81,81,2650,388,844,.460,4,37,.108,384,807,.476,.462,249,292,.853,97,205,302,566,114,12,197,171,1029
293,Brad Miller,C,34,HOU,60,5,1015,132,296,.446,40,107,.374,92,189,.487,.514,78,94,.830,44,178,222,145,28,21,54,98,382
294,Mike Miller,SG,30,MIA,41,2,838,81,202,.401,43,118,.364,38,84,.452,.507,23,34,.676,38,146,184,51,20,2,41,88,228
295,Patrick Mills,PG,22,POR,64,0,783,135,328,.412,47,133,.353,88,195,.451,.483,36,47,.766,19,32,51,109,27,1,62,63,353
296,Paul Millsap,PF,25,UTA,76,76,2605,525,988,.531,9,23,.391,516,965,.535,.536,256,338,.757,164,415,579,187,103,69,145,272,1315
297,Yao Ming,C,30,HOU,5,5,91,18,37,.486,0,0,0,18,37,.486,.486,15,16,.938,7,20,27,4,0,8,7,13,51
298,Nazr Mohammed,C,33,TOT,75,37,1280,234,448,.522,0,1,.000,234,447,.523,.522,67,112,.598,140,228,368,23,30,56,70,184,535
299,Greg Monroe,C,20,DET,80,48,2222,303,550,.551,0,1,.000,303,549,.552,.551,145,233,.622,248,353,601,105,93,45,81,196,751
300,Jamario Moon,SF,30,TOT,59,20,1042,101,248,.407,38,123,.309,63,125,.504,.484,15,17,.882,23,142,165,52,28,33,22,65,255
301,Anthony Morrow,SG,25,NJN,58,47,1856,279,620,.450,110,260,.423,169,360,.469,.539,96,107,.897,37,135,172,68,19,7,54,135,764
302,Timofey Mozgov,C,24,TOT,45,14,524,63,133,.474,0,0,0,63,133,.474,.474,37,52,.712,46,75,121,15,15,25,35,84,163
303,Byron Mullens,PF,21,OKC,13,0,85,9,28,.321,0,0,0,9,28,.321,.321,7,14,.500,6,18,24,0,2,3,8,11,25
304,Troy Murphy,PF,30,TOT,35,4,466,42,114,.368,5,33,.152,37,81,.457,.390,20,30,.667,22,91,113,23,15,3,20,47,109
305,Hamady N'Diaye,C,24,WAS,16,0,80,4,5,.800,0,0,0,4,5,.800,.800,6,12,.500,2,5,7,0,2,5,3,18,14
306,Eduardo Najera,PF,34,CHA,31,0,372,26,72,.361,11,34,.324,15,38,.395,.438,6,11,.545,14,30,44,20,11,6,13,52,69
307,Steve Nash,PG,36,PHO,75,75,2497,399,811,.492,81,205,.395,318,606,.525,.542,227,249,.912,40,220,260,855,48,4,265,87,1106
308,Gary Neal,SG,26,SAS,80,1,1685,285,632,.451,129,308,.419,156,324,.481,.553,84,104,.808,21,175,196,96,27,4,78,148,783
309,Jameer Nelson,PG,28,ORL,76,76,2319,374,838,.446,119,297,.401,255,541,.471,.517,130,162,.802,37,189,226,456,75,3,194,209,997
310,Joakim Noah,C,25,CHI,48,48,1576,211,402,.525,0,1,.000,211,401,.526,.525,139,188,.739,182,316,498,107,48,72,90,156,561
311,Andres Nocioni,SF,31,PHI,54,17,931,118,277,.426,42,118,.356,76,159,.478,.502,49,61,.803,19,150,169,45,14,15,47,100,327
312,Steve Novak,SF,27,TOT,30,0,215,35,67,.522,26,46,.565,9,21,.429,.716,8,8,1.000,4,24,28,3,1,5,4,14,104
313,Dirk Nowitzki,PF,32,DAL,73,73,2504,610,1179,.517,66,168,.393,544,1011,.538,.545,395,443,.892,50,463,513,190,38,47,137,172,1681
314,Jermaine O'Neal,C,32,BOS,24,10,431,50,109,.459,0,1,.000,50,108,.463,.459,29,43,.674,25,63,88,12,2,30,27,65,129
315,Shaquille O'Neal,C,38,BOS,37,36,752,134,201,.667,0,0,0,134,201,.667,.667,73,131,.557,48,130,178,26,16,42,56,120,341
316,Fabricio Oberto,C,35,POR,5,0,45,3,5,.600,0,0,0,3,5,.600,.600,1,2,.500,3,4,7,0,0,0,3,10,7
317,Lamar Odom,PF,31,LAL,82,35,2639,473,893,.530,68,178,.382,405,715,.566,.568,166,246,.675,175,535,710,249,47,61,139,200,1180
318,Emeka Okafor,C,28,NOH,72,72,2287,300,524,.573,0,1,.000,300,523,.574,.573,145,258,.562,230,454,684,42,40,127,119,230,745
319,Mehmet Okur,C,31,UTA,13,0,168,22,62,.355,5,16,.313,17,46,.370,.395,15,20,.750,9,21,30,19,4,4,7,18,64
320,Travis Outlaw,SF,26,NJN,82,55,2358,274,731,.375,76,252,.302,198,479,.413,.427,132,171,.772,54,271,325,84,34,36,71,148,756
321,Larry Owens,SF,28,TOT,12,0,143,15,32,.469,6,13,.462,9,19,.474,.563,4,9,.444,1,14,15,8,9,5,5,18,40
322,Zaza Pachulia,C,26,ATL,79,7,1244,107,232,.461,0,0,0,107,232,.461,.461,135,179,.754,119,214,333,58,34,22,69,184,349
323,Anthony Parker,SF,35,CLE,72,65,2091,220,552,.399,86,227,.379,134,325,.412,.476,74,95,.779,33,185,218,218,67,10,80,109,600
324,Tony Parker,PG,28,SAS,78,78,2528,555,1069,.519,25,70,.357,530,999,.531,.531,233,303,.769,30,208,238,513,90,3,200,135,1368
325,Patrick Patterson,PF,21,HOU,52,6,868,149,267,.558,0,2,.000,149,265,.562,.558,30,42,.714,86,114,200,41,17,37,31,77,328
326,Chris Paul,PG,25,NOH,80,80,2880,430,928,.463,71,183,.388,359,745,.482,.502,337,384,.878,38,289,327,782,188,5,177,196,1268
327,Sasha Pavlovic,SF-SG,27,TOT,31,7,362,29,72,.403,12,31,.387,17,41,.415,.486,6,10,.600,1,31,32,16,10,7,12,34,76
328,Nikola Pekovic,C,25,MIN,65,11,887,136,263,.517,0,0,0,136,263,.517,.517,87,114,.763,90,103,193,27,18,35,91,181,359
329,Kendrick Perkins,C,26,TOT,29,24,742,67,130,.515,0,0,0,67,130,.515,.515,40,72,.556,62,170,232,26,9,26,56,91,174
330,Morris Peterson,SG,33,OKC,4,0,23,2,5,.400,0,1,.000,2,4,.500,.400,0,0,0,0,3,3,1,0,0,0,5,4
331,Johan Petro,C,25,NJN,77,1,893,129,290,.445,0,4,.000,129,286,.451,.445,15,28,.536,62,150,212,44,34,34,46,178,273
332,Paul Pierce,SF,33,BOS,80,80,2774,507,1021,.497,111,297,.374,396,724,.547,.551,386,449,.860,34,396,430,260,80,51,171,231,1511
333,Mickael Pietrus,SG-SF,28,TOT,57,4,1107,143,365,.392,85,236,.360,58,129,.450,.508,39,57,.684,15,111,126,33,29,21,39,101,410
334,Dexter Pittman,C,22,MIA,2,0,11,1,3,.333,0,0,0,1,3,.333,.333,0,0,0,1,2,3,0,0,0,2,2,2
335,Quincy Pondexter,SF,22,NOH,66,6,734,73,180,.406,18,50,.360,55,130,.423,.456,24,34,.706,23,65,88,28,17,10,16,63,188
336,James Posey,SF,34,IND,49,0,839,81,241,.336,67,212,.316,14,29,.483,.475,11,15,.733,10,137,147,34,24,6,24,103,240
337,Leon Powe,C-PF,27,TOT,30,3,328,59,119,.496,0,2,.000,59,117,.504,.496,40,72,.556,24,39,63,7,10,4,12,44,158
338,Josh Powell,PF,28,ATL,54,0,653,94,208,.452,0,1,.000,94,207,.454,.452,36,45,.800,49,86,135,22,5,5,53,78,224
339,A.J. Price,PG,24,IND,50,0,795,114,320,.356,41,149,.275,73,171,.427,.420,54,81,.667,16,56,72,111,29,1,53,61,323
340,Ronnie Price,SG,27,UTA,59,0,717,74,210,.352,20,69,.290,54,141,.383,.400,29,39,.744,22,39,61,56,42,5,55,106,197
341,Tayshaun Prince,SF,30,DET,78,78,2562,473,1001,.473,34,98,.347,439,903,.486,.490,118,168,.702,78,251,329,215,30,41,82,90,1098
342,Joel Przybilla,C,31,TOT,36,9,519,25,44,.568,0,0,0,25,44,.568,.568,14,27,.519,37,108,145,13,5,15,29,79,64
343,Chris Quinn,PG,27,SAS,41,0,292,33,91,.363,11,37,.297,22,54,.407,.423,4,8,.500,3,22,25,42,5,1,12,29,81
344,Vladimir Radmanovic,PF,30,GSW,74,6,1169,137,318,.431,70,173,.405,67,145,.462,.541,30,34,.882,64,148,212,79,44,44,57,157,374
345,Anthony Randolph,C-PF,21,TOT,40,3,590,123,264,.466,1,4,.250,122,260,.469,.468,58,86,.674,43,117,160,33,22,24,53,62,305
346,Zach Randolph,PF,29,MEM,75,74,2724,598,1188,.503,8,43,.186,590,1145,.515,.507,300,396,.758,326,588,914,163,63,25,151,175,1504
347,Theo Ratliff,C,37,LAL,10,0,71,1,6,.167,0,0,0,1,6,.167,.167,0,2,.000,6,7,13,3,2,5,3,7,2
348,Andy Rautins,SG,24,NYK,5,0,24,3,7,.429,1,4,.250,2,3,.667,.500,1,2,.500,0,1,1,3,1,0,7,0,8
349,Michael Redd,SG,31,MIL,10,0,134,18,45,.400,4,17,.235,14,28,.500,.444,4,4,1.000,0,8,8,12,2,1,4,4,44
350,J.J. Redick,SG,26,ORL,59,5,1513,197,447,.441,87,219,.397,110,228,.482,.538,112,128,.875,6,107,113,102,29,3,53,80,593
351,Jason Richardson,SG,30,TOT,80,80,2715,472,1056,.447,189,479,.395,283,577,.490,.536,116,159,.730,67,264,331,147,93,13,95,162,1249
352,Quentin Richardson,SF,30,ORL,57,19,955,87,255,.341,42,146,.288,45,109,.413,.424,33,44,.750,39,139,178,38,25,5,33,74,249
353,Luke Ridnour,PG,29,MIN,71,66,2159,319,681,.468,81,184,.440,238,497,.479,.528,121,137,.883,37,162,199,384,89,10,158,146,840
354,Nate Robinson,PG,26,TOT,59,11,1013,150,376,.399,65,200,.325,85,176,.483,.485,36,44,.818,15,75,90,111,29,4,68,115,401
355,Rajon Rondo,PG,24,BOS,68,68,2527,318,670,.475,10,43,.233,308,627,.491,.482,75,132,.568,87,210,297,760,153,11,234,120,721
356,Derrick Rose,PG,22,CHI,81,81,3026,711,1597,.445,128,385,.332,583,1212,.481,.485,476,555,.858,81,249,330,623,85,51,278,136,2026
357,Quinton Ross,SF,29,NJN,36,4,353,26,59,.441,0,3,.000,26,56,.464,.441,5,14,.357,10,20,30,10,3,6,7,40,57
358,Brandon Roy,SG,26,POR,47,23,1310,209,523,.400,38,114,.333,171,409,.418,.436,117,138,.848,28,93,121,129,37,12,55,76,573
359,Brandon Rush,SG,25,IND,67,21,1754,217,515,.421,93,223,.417,124,292,.425,.512,80,106,.755,33,184,217,62,41,35,69,107,607
360,John Salmons,SG,31,MIL,73,70,2554,373,898,.415,83,219,.379,290,679,.427,.462,195,240,.813,27,239,266,252,72,28,137,157,1024
361,Samardo Samuels,PF,22,CLE,37,10,701,110,241,.456,0,3,.000,110,238,.462,.456,68,110,.618,75,83,158,17,15,18,53,88,288
362,Larry Sanders,C,22,MIL,60,12,872,116,268,.433,0,0,0,116,268,.433,.433,28,50,.560,59,119,178,16,22,72,38,117,260
363,Brian Scalabrine,PF,32,CHI,18,0,88,10,19,.526,0,5,.000,10,14,.714,.526,0,0,0,1,7,8,6,3,4,5,18,20
364,Luis Scola,PF,30,HOU,74,74,2412,569,1129,.504,0,3,.000,569,1126,.505,.504,214,290,.738,147,459,606,185,48,44,147,227,1352
365,Thabo Sefolosha,SG,26,OKC,79,79,2049,157,333,.471,28,102,.275,129,231,.558,.514,59,79,.747,65,281,346,111,97,38,55,171,401
366,Kevin Seraphin,PF,21,WAS,58,1,635,66,147,.449,0,0,0,66,147,.449,.449,22,31,.710,80,72,152,10,17,28,42,126,154
367,Ramon Sessions,PG,24,CLE,81,38,2133,362,776,.466,3,15,.200,359,761,.472,.468,348,423,.823,46,209,255,419,60,8,178,93,1075
368,Mustafa Shakur,PG,26,WAS,22,0,159,21,59,.356,1,10,.100,20,49,.408,.364,8,15,.533,7,15,22,25,5,3,18,15,51
