Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
25,D.J. Augustin,PG,23,CHA,82,82,2757,399,958,.416,111,333,.333,288,625,.461,.474,269,297,.906,38,187,225,498,54,3,155,152,1178
26,Luke Babbitt,SF,21,POR,24,0,137,15,55,.273,3,16,.188,12,39,.308,.300,3,9,.333,6,24,30,6,2,2,8,15,36
27,Renaldo Balkman,SF,26,TOT,8,0,62,6,13,.462,1,2,.500,5,11,.455,.500,3,4,.750,2,5,7,2,4,2,1,15,16
28,Marcus Banks,PG,29,TOR,3,0,22,0,2,.000,0,0,0,0,2,.000,.000,6,8,.750,0,1,1,3,1,0,2,4,6
29,Leandro Barbosa,SG,28,TOR,58,0,1395,294,653,.450,72,213,.338,222,440,.505,.505,109,137,.796,14,85,99,119,50,6,84,112,769
30,Jose Barea,PG,26,DAL,81,2,1669,285,649,.439,66,189,.349,219,460,.476,.490,133,157,.847,29,130,159,317,30,1,136,136,769
31,Andrea Bargnani,C,25,TOR,66,66,2353,525,1173,.448,77,223,.345,448,950,.472,.480,287,350,.820,74,269,343,119,34,46,152,160,1414
32,Matt Barnes,SF,30,LAL,53,0,1020,131,279,.470,34,107,.318,97,172,.564,.530,60,77,.779,73,155,228,71,39,22,58,127,356
33,Earl Barron,C,29,TOT,21,7,305,32,99,.323,0,0,0,32,99,.323,.323,15,24,.625,32,44,76,11,8,6,16,46,79
34,Brandon Bass,PF,25,ORL,76,51,1980,332,645,.515,0,2,.000,332,643,.516,.515,190,233,.815,134,290,424,57,27,52,97,159,854
35,Tony Battie,C,34,PHI,38,0,377,45,96,.469,2,3,.667,43,93,.462,.479,8,14,.571,17,82,99,12,5,15,12,59,100
36,Shane Battier,SF,32,TOT,82,59,2375,229,509,.450,102,267,.382,127,242,.525,.550,64,93,.688,90,283,373,185,69,81,79,158,624
37,Nicolas Batum,SF,22,POR,80,67,2522,367,807,.455,118,342,.345,249,465,.535,.528,138,164,.841,109,252,361,123,68,49,83,194,990
38,Jerryd Bayless,PG,22,TOT,71,14,1496,218,517,.422,49,146,.336,169,371,.456,.469,166,206,.806,26,139,165,266,38,5,127,149,651
39,Michael Beasley,SF,22,MIN,73,73,2361,561,1246,.450,60,164,.366,501,1082,.463,.474,219,291,.753,118,291,409,158,54,52,195,222,1401
40,Rodrigue Beaubois,PG,22,DAL,28,26,496,94,223,.422,25,83,.301,69,140,.493,.478,23,30,.767,7,45,52,64,20,8,47,76,236
41,Marco Belinelli,SG,24,NOH,80,69,1957,302,691,.437,134,324,.414,168,367,.458,.534,98,125,.784,17,134,151,92,38,6,77,146,836
42,Charlie Bell,SG,31,GSW,19,0,171,12,43,.279,6,21,.286,6,22,.273,.349,2,4,.500,6,12,18,13,6,1,6,13,32
43,Raja Bell,SG,34,UTA,68,63,2097,191,467,.409,68,193,.352,123,274,.449,.482,91,102,.892,31,145,176,118,56,14,63,169,541
44,Mike Bibby,PG,32,TOT,80,68,2285,248,576,.431,153,348,.440,95,228,.417,.563,39,62,.629,17,178,195,265,50,9,101,175,688
45,Andris Biedrins,C,24,GSW,59,55,1397,142,266,.534,0,0,0,142,266,.534,.534,10,31,.323,145,281,426,60,52,52,57,198,294
46,Chauncey Billups,PG,34,TOT,72,72,2310,339,794,.427,146,363,.402,193,431,.448,.519,384,419,.916,25,165,190,387,71,14,177,146,1208
47,DeJuan Blair,PF,21,SAS,81,65,1734,292,583,.501,0,2,.000,292,581,.503,.501,90,137,.657,215,350,565,77,95,42,113,213,674
48,Steve Blake,PG,30,LAL,79,0,1581,110,306,.359,73,193,.378,37,113,.327,.479,26,30,.867,19,137,156,170,40,3,73,99,319
49,Andray Blatche,PF,24,WAS,64,63,2172,426,957,.445,4,18,.222,422,939,.449,.447,220,283,.777,183,343,526,144,98,51,172,182,1076
50,Eric Bledsoe,PG,21,LAC,81,25,1841,206,486,.424,32,116,.276,174,370,.470,.457,99,133,.744,68,155,223,289,92,26,194,130,543
51,Keith Bogans,SG,30,CHI,82,82,1461,124,307,.404,90,237,.380,34,70,.486,.550,21,32,.656,19,129,148,101,38,9,41,113,359
52,Andrew Bogut,C,26,MIL,65,65,2297,367,742,.495,0,4,.000,367,738,.497,.495,96,217,.442,199,521,720,131,47,168,125,217,830
53,Matt Bonner,PF,30,SAS,66,1,1432,172,371,.464,105,230,.457,67,141,.475,.605,32,43,.744,60,179,239,60,26,21,27,110,481
54,Trevor Booker,PF,23,WAS,65,14,1063,139,253,.549,0,1,.000,139,252,.552,.549,68,101,.673,98,153,251,35,29,42,38,115,346
55,Carlos Boozer,C,29,CHI,59,59,1882,431,845,.510,0,0,0,431,845,.510,.510,171,244,.701,130,435,565,145,45,18,149,186,1033
56,Chris Bosh,PF,26,MIA,77,77,2795,524,1056,.496,6,25,.240,518,1031,.502,.499,384,471,.815,141,500,641,144,59,49,138,172,1438
57,Earl Boykins,PG,34,MIL,57,0,862,156,352,.443,27,71,.380,129,281,.459,.482,69,82,.841,15,40,55,141,38,3,52,43,408
58,Craig Brackins,PF,23,PHI,3,0,33,4,16,.250,0,5,.000,4,11,.364,.250,0,0,0,2,2,4,1,1,0,0,3,8
59,Avery Bradley,PG,20,BOS,31,0,162,23,67,.343,0,5,.000,23,62,.371,.343,6,12,.500,4,13,17,12,9,0,16,20,52
60,Elton Brand,PF,31,PHI,81,81,2809,502,981,.512,0,1,.000,502,980,.512,.512,213,273,.780,237,439,676,120,92,106,101,244,1217
61,Corey Brewer,SF-SG,24,TOT,69,24,1510,193,488,.395,30,112,.268,163,376,.434,.426,136,192,.708,57,118,175,89,100,16,87,159,552
62,Ronnie Brewer,SG,25,CHI,81,1,1781,205,427,.480,6,27,.222,199,400,.498,.487,87,133,.654,55,207,262,140,106,22,55,82,503
63,Jon Brockman,C,23,MIL,63,6,677,48,94,.511,0,0,0,48,94,.511,.511,40,59,.678,74,110,184,18,14,3,24,119,136
64,Aaron Brooks,PG,26,TOT,59,12,1284,220,587,.375,70,236,.297,150,351,.427,.434,124,140,.886,20,58,78,233,34,3,99,115,634
65,Derrick Brown,SF,23,TOT,49,1,576,74,131,.565,5,10,.500,69,121,.570,.584,32,60,.533,41,58,99,33,20,10,35,59,185
66,Kwame Brown,C,28,CHA,66,50,1714,194,375,.517,0,0,0,194,375,.517,.517,136,231,.589,147,303,450,43,26,39,69,174,524
67,Shannon Brown,SG,25,LAL,82,0,1568,273,643,.425,74,212,.349,199,431,.462,.482,92,101,.911,35,122,157,96,67,16,75,124,712
68,Kobe Bryant,SG,32,LAL,82,82,2779,740,1639,.451,115,356,.323,625,1283,.487,.487,483,583,.828,83,336,419,388,99,12,243,172,2078
69,Chase Budinger,SF,22,HOU,78,22,1738,279,656,.425,89,274,.325,190,382,.497,.493,118,138,.855,52,229,281,127,41,18,67,114,765
70,Caron Butler,SF,30,DAL,29,29,867,170,378,.450,28,65,.431,142,313,.454,.487,68,88,.773,22,96,118,46,28,8,49,59,436
71,Rasual Butler,SG,31,TOT,47,2,770,79,237,.333,46,136,.338,33,101,.327,.430,18,27,.667,10,67,77,27,8,15,24,37,222
72,Andrew Bynum,C,23,LAL,54,47,1500,237,413,.574,0,0,0,237,413,.574,.574,138,209,.660,170,338,508,73,19,106,74,140,612
73,Will Bynum,PG,28,DET,61,5,1125,182,406,.448,16,50,.320,166,356,.466,.468,102,122,.836,15,59,74,195,52,4,83,113,482
74,Jose Calderon,PG,29,TOR,68,55,2102,262,596,.440,57,156,.365,205,440,.466,.487,88,103,.854,30,172,202,605,81,7,148,143,669
75,Marcus Camby,C,36,POR,59,51,1540,117,294,.398,0,1,.000,117,293,.399,.398,43,70,.614,182,424,606,121,40,92,62,140,277
76,Derrick Caracter,C,22,LAL,41,0,215,32,66,.485,0,0,0,32,66,.485,.485,17,23,.739,19,24,43,7,4,10,19,47,81
77,Brian Cardinal,SF,33,DAL,56,4,618,43,100,.430,42,87,.483,1,13,.077,.640,17,18,.944,10,49,59,40,24,7,17,82,145
78,Rodney Carney,SF,26,TOT,27,1,336,46,110,.418,17,38,.447,29,72,.403,.495,18,27,.667,13,35,48,11,12,5,16,33,127
79,DeMarre Carroll,PF,24,TOT,12,0,50,4,12,.333,0,0,0,4,12,.333,.333,2,2,1.000,2,6,8,4,1,1,0,5,10
80,Matt Carroll,SG,30,CHA,54,1,582,89,199,.447,17,46,.370,72,153,.471,.490,40,52,.769,12,56,68,23,17,6,23,43,235
81,Anthony Carter,PG,35,TOT,33,0,463,45,106,.425,12,40,.300,33,66,.500,.481,8,8,1.000,7,44,51,69,27,6,39,49,110
82,Vince Carter,SG,34,TOT,73,63,2051,389,891,.437,116,321,.361,273,570,.479,.502,128,173,.740,54,221,275,146,67,20,90,193,1022
83,Omri Casspi,SF,22,SAC,71,27,1702,225,546,.412,92,247,.372,133,299,.445,.496,68,101,.673,74,233,307,74,54,13,68,115,610
84,Mario Chalmers,PG,24,MIA,70,28,1579,155,388,.399,83,231,.359,72,157,.459,.506,54,62,.871,12,134,146,177,76,7,91,158,447
85,Tyson Chandler,C,28,DAL,74,74,2059,266,407,.654,0,0,0,266,407,.654,.654,216,295,.732,206,486,692,32,36,80,88,240,748
86,Wilson Chandler,SF,23,TOT,72,49,2401,429,953,.450,112,320,.350,317,633,.501,.509,130,161,.807,75,333,408,120,48,94,104,199,1100
87,Josh Childress,SG,27,PHO,54,3,894,121,214,.565,1,16,.063,120,198,.606,.568,29,59,.492,69,86,155,42,33,23,44,68,272
88,Earl Clark,SF,23,TOT,42,0,464,68,158,.430,0,5,.000,68,153,.444,.430,27,47,.574,37,64,101,9,8,18,28,45,163
89,Jarron Collins,C,32,TOT,28,0,181,6,21,.286,0,0,0,6,21,.286,.286,7,10,.700,14,10,24,2,4,1,7,29,19
90,Jason Collins,C,32,ATL,49,28,593,34,71,.479,1,1,1.000,33,70,.471,.486,27,41,.659,30,72,102,22,9,9,26,97,96
91,Sherron Collins,PG,23,CHA,20,0,66,7,25,.280,2,10,.200,5,15,.333,.320,1,1,1.000,0,5,5,8,2,0,4,2,17
92,Darren Collison,PG,23,IND,79,79,2360,398,870,.457,41,124,.331,357,746,.479,.481,202,232,.871,40,185,225,403,87,14,194,109,1039
93,Nick Collison,C,30,OKC,71,2,1524,137,242,.566,0,0,0,137,242,.566,.566,55,73,.753,119,197,316,69,42,31,55,210,329
94,Mike Conley,PG,23,MEM,81,81,2872,423,953,.444,80,217,.369,343,736,.466,.486,181,247,.733,32,215,247,528,144,18,176,182,1107
95,Brian Cook,PF,30,LAC,40,0,447,72,170,.424,34,79,.430,38,91,.418,.524,15,24,.625,19,77,96,15,12,11,25,75,193
96,Daequan Cook,SG,23,OKC,43,0,598,79,181,.436,65,154,.422,14,27,.519,.616,16,20,.800,8,64,72,20,14,1,17,51,239
97,Marcus Cousin,C,24,UTA,4,0,18,2,3,.667,0,0,0,2,3,.667,.667,0,0,0,0,3,3,0,0,1,1,1,4
98,DeMarcus Cousins,C,20,SAC,81,62,2309,432,1004,.430,3,18,.167,429,986,.435,.432,276,402,.687,217,482,699,204,85,68,268,332,1143
99,Jamal Crawford,SG,30,ATL,76,0,2297,368,874,.421,119,349,.341,249,525,.474,.489,222,260,.854,22,108,130,241,57,14,145,97,1077
100,Jordan Crawford,SG,22,TOT,42,18,1027,192,500,.384,33,128,.258,159,372,.427,.417,73,84,.869,31,74,105,117,39,3,83,63,490
101,Dante Cunningham,PF,23,TOT,78,18,1637,218,472,.462,1,13,.077,217,459,.473,.463,45,62,.726,96,181,277,43,54,43,51,177,482
102,Stephen Curry,PG,22,GSW,74,74,2489,505,1053,.480,151,342,.442,354,711,.498,.551,212,227,.934,52,234,286,432,109,20,226,233,1373
103,Samuel Dalembert,C,29,SAC,80,46,1938,268,567,.473,0,2,.000,268,565,.474,.473,108,148,.730,212,445,657,67,36,116,132,225,644
104,Erick Dampier,C,35,MIA,51,22,815,52,89,.584,0,1,.000,52,88,.591,.584,24,44,.545,53,124,177,22,14,47,32,82,128
105,Antonio Daniels,PG,35,PHI,4,0,35,2,5,.400,0,2,.000,2,3,.667,.400,2,2,1.000,0,5,5,2,0,0,1,0,6
106,Marquis Daniels,SF,30,BOS,49,0,938,114,232,.491,4,21,.190,110,211,.521,.500,39,57,.684,24,89,113,64,39,22,38,63,271
107,Baron Davis,PG,31,TOT,58,44,1649,289,693,.417,81,239,.339,208,454,.458,.475,101,131,.771,35,121,156,391,78,28,146,143,760
108,Ed Davis,PF,21,TOR,65,17,1602,215,373,.576,0,0,0,215,373,.576,.576,71,128,.555,168,294,462,40,39,67,48,183,501
109,Glen Davis,C,25,BOS,78,13,2298,359,801,.448,2,15,.133,357,786,.454,.449,195,265,.736,101,324,425,92,78,30,85,231,915
110,Austin Daye,SF,22,DET,72,16,1446,193,471,.410,69,172,.401,124,299,.415,.483,82,108,.759,64,210,274,78,39,39,59,165,537
111,Carlos Delfino,SF,28,MIL,49,40,1590,200,513,.390,105,284,.370,95,229,.415,.492,60,75,.800,24,176,200,112,76,8,57,72,565
112,Luol Deng,SF,25,CHI,82,82,3208,531,1155,.460,115,333,.345,416,822,.506,.510,253,336,.753,116,360,476,230,78,48,156,162,1430
113,DeMar DeRozan,SG,21,TOR,82,82,2851,539,1154,.467,5,52,.096,534,1102,.485,.469,327,402,.813,75,240,315,148,85,31,144,217,1410
114,Boris Diaw,PF,28,CHA,82,82,2778,381,774,.492,78,226,.345,303,548,.553,.543,84,123,.683,105,309,414,337,74,46,166,190,924
115,Ike Diogu,PF,27,LAC,36,0,470,83,148,.561,0,0,0,83,148,.561,.561,41,62,.661,41,74,115,2,3,3,22,72,207
116,DeSagana Diop,C,29,CHA,16,0,181,8,24,.333,0,0,0,8,24,.333,.333,4,11,.364,12,28,40,7,4,15,11,26,20
117,Keyon Dooling,PG,30,MIL,80,22,1757,206,519,.397,81,234,.346,125,285,.439,.475,78,94,.830,12,105,117,243,54,4,91,119,571
118,Joey Dorsey,C,27,TOR,43,9,522,52,99,.525,0,0,0,52,99,.525,.525,31,65,.477,79,111,190,27,24,17,39,78,135
119,Toney Douglas,SG,24,NYK,81,9,1971,314,755,.416,143,383,.373,171,372,.460,.511,85,107,.794,65,179,244,244,89,4,89,177,856
120,Chris Douglas-Roberts,SF,24,MIL,44,12,884,117,273,.429,15,46,.326,102,227,.449,.456,74,89,.831,7,81,88,50,29,13,35,73,323
121,Zabian Dowdell,PG,26,PHO,24,0,292,51,125,.408,3,10,.300,48,115,.417,.420,16,17,.941,5,15,20,51,20,2,29,30,121
122,Goran Dragic,PG,24,TOT,70,5,1234,192,441,.435,56,155,.361,136,286,.476,.499,83,133,.624,36,106,142,204,50,10,117,125,523
123,Jared Dudley,SF,25,PHO,82,15,2140,300,629,.477,105,253,.415,195,376,.519,.560,162,218,.743,111,207,318,108,87,20,77,139,867
124,Chris Duhon,PG,28,ORL,51,5,774,49,129,.380,13,52,.250,36,77,.468,.430,14,25,.560,9,43,52,118,16,2,61,30,125
125,Tim Duncan,C,34,SAS,76,76,2156,419,838,.500,0,4,.000,419,834,.502,.500,184,257,.716,169,509,678,203,50,146,122,119,1022
126,Mike Dunleavy,SG,30,IND,61,44,1683,240,520,.462,102,254,.402,138,266,.519,.560,100,125,.800,28,248,276,105,40,30,69,107,682
127,Ronald Dupree,SF,30,TOR,3,0,13,1,4,.250,0,1,.000,1,3,.333,.250,0,0,0,0,3,3,1,0,0,0,2,2
128,Kevin Durant,SF,22,OKC,78,78,3038,711,1538,.462,145,414,.350,566,1124,.504,.509,594,675,.880,57,476,533,214,88,76,218,159,2161
129,Devin Ebanks,SG,21,LAL,20,0,118,21,51,.412,2,5,.400,19,46,.413,.431,18,23,.783,15,12,27,2,4,5,6,7,62
130,Wayne Ellington,SG,23,MIN,62,8,1181,160,397,.403,48,121,.397,112,276,.406,.463,42,53,.792,26,82,108,72,28,3,53,85,410
131,Monta Ellis,SG,25,GSW,80,80,3227,726,1611,.451,137,379,.361,589,1232,.478,.493,340,431,.789,44,237,281,450,168,23,252,203,1929
132,Francisco Elson,C,34,UTA,62,1,610,54,113,.478,0,0,0,54,113,.478,.478,26,31,.839,35,80,115,33,21,14,32,84,134
133,Melvin Ely,C,32,DEN,30,2,366,28,51,.549,0,0,0,28,51,.549,.549,13,21,.619,27,47,74,14,4,11,14,50,69
134,Semih Erden,C,24,TOT,41,8,595,62,111,.559,0,0,0,62,111,.559,.559,39,60,.650,37,81,118,20,15,24,34,104,163
135,Jeremy Evans,SF,23,UTA,49,3,463,76,115,.661,0,1,.000,76,114,.667,.661,26,37,.703,36,61,97,24,17,17,19,50,178
136,Maurice Evans,SF,32,TOT,73,24,1549,177,424,.417,55,167,.329,122,257,.475,.482,52,58,.897,52,104,156,45,34,14,33,129,461
137,Reggie Evans,PF,30,TOR,30,18,798,42,103,.408,0,1,.000,42,102,.412,.408,48,88,.545,119,226,345,38,29,6,39,89,132
138,Tyreke Evans,SG,21,SAC,57,53,2107,382,933,.409,43,148,.291,339,785,.432,.432,205,266,.771,46,229,275,319,85,30,184,143,1012
139,Patrick Ewing,SF,26,NOH,7,0,19,0,5,.000,0,2,.000,0,3,.000,.000,3,4,.750,1,1,2,2,0,1,1,1,3
140,Christian Eyenga,SF,21,CLE,44,18,947,130,306,.425,25,91,.275,105,215,.488,.466,18,28,.643,27,96,123,35,34,28,47,78,303
141,Jordan Farmar,PG,24,NJN,73,18,1796,255,651,.392,109,304,.359,146,347,.421,.475,82,100,.820,24,149,173,368,62,6,139,128,701
142,Derrick Favors,PF,19,TOT,78,27,1535,215,416,.517,0,0,0,215,416,.517,.517,103,173,.595,171,241,412,39,29,68,77,246,533
143,Raymond Felton,PG-SG,26,TOT,75,54,2737,427,1005,.425,116,329,.353,311,676,.460,.483,194,241,.805,48,221,269,625,125,11,221,150,1164
144,Rudy Fernandez,SG,25,POR,78,3,1821,213,575,.370,116,361,.321,97,214,.453,.471,126,146,.863,37,135,172,193,87,14,88,134,668
145,Kyrylo Fesenko,C,24,UTA,53,1,456,44,100,.440,0,1,.000,44,99,.444,.440,18,46,.391,34,74,108,18,4,16,25,90,106
146,Landry Fields,SG,22,NYK,82,81,2541,299,602,.497,86,219,.393,213,383,.556,.568,113,147,.769,105,416,521,155,80,17,107,114,797
147,Derek Fisher,PG,36,LAL,82,82,2297,206,529,.389,63,159,.396,143,370,.386,.449,83,103,.806,14,138,152,224,99,8,70,192,558
148,Jonny Flynn,PG,21,MIN,53,8,983,108,296,.365,31,100,.310,77,196,.393,.417,32,42,.762,12,65,77,182,34,3,113,58,279
149,Gary Forbes,SF,25,DEN,63,11,791,124,273,.454,19,58,.328,105,215,.488,.489,59,87,.678,28,88,116,49,23,6,46,77,326
150,T.J. Ford,PG,27,IND,41,3,773,91,236,.386,6,32,.188,85,204,.417,.398,35,48,.729,17,64,81,141,35,8,63,69,223
151,Jeff Foster,C,34,IND,56,3,940,80,167,.479,0,3,.000,80,164,.488,.479,27,48,.563,160,190,350,46,24,31,26,127,187
152,Randy Foye,SG,27,LAC,63,24,1551,206,531,.388,71,217,.327,135,314,.430,.455,133,149,.893,13,90,103,170,47,21,95,122,616
153,Channing Frye,PF,27,PHO,77,64,2541,358,829,.432,171,439,.390,187,390,.479,.535,89,107,.832,65,448,513,96,46,79,73,272,976
154,Dan Gadzuric,C-PF,32,TOT,42,9,463,54,129,.419,0,1,.000,54,128,.422,.419,10,27,.370,71,64,135,14,13,29,29,91,118
155,Sundiata Gaines,PG,24,TOT,24,0,301,42,105,.400,9,38,.237,33,67,.493,.443,18,36,.500,13,25,38,42,16,1,27,25,111
156,Danilo Gallinari,PF-SF,22,TOT,62,60,2104,265,640,.414,103,293,.352,162,347,.467,.495,337,391,.862,59,246,305,104,51,27,83,144,970
157,Francisco Garcia,SF,29,SAC,58,34,1386,207,475,.436,81,224,.362,126,251,.502,.521,65,76,.855,24,109,133,71,51,49,45,126,560
158,Kevin Garnett,PF,34,BOS,71,71,2220,434,822,.528,1,5,.200,433,817,.530,.529,187,217,.862,83,548,631,171,95,57,115,148,1056
159,Marc Gasol,C,26,MEM,81,81,2586,364,691,.527,3,7,.429,361,684,.528,.529,220,294,.748,154,415,569,200,74,136,146,265,951
160,Pau Gasol,C,30,LAL,82,82,3037,593,1120,.529,1,3,.333,592,1117,.530,.530,354,430,.823,268,568,836,273,48,130,142,203,1541
161,Rudy Gay,SF,24,MEM,54,54,2152,409,869,.471,57,144,.396,352,725,.486,.503,194,241,.805,82,254,336,153,91,58,135,131,1069
162,Alonzo Gee,SG,23,TOT,56,34,1118,121,264,.458,17,51,.333,104,213,.488,.491,72,92,.783,62,120,182,38,40,18,55,94,331
163,Paul George,SG,20,IND,61,19,1265,179,395,.453,41,138,.297,138,257,.537,.505,77,101,.762,37,187,224,65,62,26,70,127,476
164,Daniel Gibson,SG,24,CLE,67,15,1865,264,660,.400,118,293,.403,146,367,.398,.489,134,163,.822,24,153,177,201,48,21,80,154,780
165,Taj Gibson,PF,25,CHI,80,19,1742,234,502,.466,1,8,.125,233,494,.472,.467,100,148,.676,162,296,458,58,39,106,71,203,569
166,Manu Ginobili,SG,33,SAS,80,79,2426,441,1018,.433,154,441,.349,287,577,.497,.509,357,410,.871,42,253,295,393,123,28,174,163,1393
167,Ryan Gomes,SF,28,LAC,76,62,2095,207,505,.410,72,211,.341,135,294,.459,.481,61,85,.718,61,193,254,118,62,12,55,159,547
168,Drew Gooden,PF,29,MIL,35,18,860,156,362,.431,3,20,.150,153,342,.447,.435,81,102,.794,73,165,238,47,21,18,46,98,396
169,Ben Gordon,SG,27,DET,82,27,2131,339,770,.440,107,266,.402,232,504,.460,.510,136,160,.850,41,154,195,171,48,16,141,178,921
170,Eric Gordon,SG,22,LAC,56,56,2112,427,949,.450,106,291,.364,321,658,.488,.506,287,348,.825,45,119,164,244,71,18,151,115,1247
171,Marcin Gortat,C,26,TOT,80,14,2032,338,603,.561,1,4,.250,337,599,.563,.561,140,193,.725,148,483,631,70,36,91,81,188,817
172,Joey Graham,SF,28,CLE,39,8,586,82,179,.458,9,30,.300,73,149,.490,.483,29,36,.806,8,76,84,18,6,7,28,73,202
173,Stephen Graham,SG,28,NJN,59,28,959,81,200,.405,5,21,.238,76,179,.425,.418,31,38,.816,17,106,123,40,14,1,38,106,198
174,Danny Granger,SF,27,IND,79,79,2763,535,1260,.425,157,407,.386,378,853,.443,.487,395,466,.848,87,338,425,203,89,62,206,213,1622
175,Aaron Gray,C,26,NOH,41,6,531,56,99,.566,0,0,0,56,99,.566,.566,17,34,.500,59,112,171,16,11,12,32,96,129
176,Danny Green,SG,23,SAS,8,0,92,17,35,.486,7,19,.368,10,16,.625,.586,0,0,0,3,12,15,2,2,1,5,7,41
177,Jeff Green,PF-SF,24,TOT,75,51,2427,368,820,.449,64,211,.303,304,609,.499,.488,198,244,.811,73,287,360,108,53,37,99,210,998
178,Willie Green,SG,29,NOH,77,13,1674,270,609,.443,54,155,.348,216,454,.476,.488,78,100,.780,22,139,161,74,36,13,67,143,672
179,Donte Greene,SF,22,SAC,69,21,1127,156,386,.404,45,154,.292,111,232,.478,.462,43,65,.662,49,98,147,48,36,20,60,88,400
180,Orien Greene,SG,28,NJN,3,0,5,1,2,.500,0,0,0,1,2,.500,.500,1,2,.500,0,0,0,1,1,0,0,0,3
181,Blake Griffin,PF,21,LAC,82,82,3112,696,1376,.506,7,24,.292,689,1352,.510,.508,446,695,.642,270,719,989,312,63,45,223,252,1845
182,Hamed Haddadi,C,25,MEM,31,0,168,30,58,.517,0,1,.000,30,57,.526,.517,15,23,.652,24,44,68,5,2,13,11,29,75
183,Richard Hamilton,SG,32,DET,55,39,1498,288,671,.429,55,144,.382,233,527,.442,.470,146,172,.849,24,102,126,171,39,4,88,95,777
