
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
61,Michael Cooper,SG,33,LAL,80,10,1851,191,493,.387,50,157,.318,141,336,.420,.438,83,94,.883,59,168,227,215,67,36,91,206,515
62,Wayne Cooper,C,33,POR,79,0,1176,138,304,.454,0,3,.000,138,301,.458,.454,25,39,.641,118,221,339,44,18,95,39,211,301
63,Lanard Copeland,SG,24,PHI,23,0,110,31,68,.456,1,5,.200,30,63,.476,.463,11,14,.786,4,6,10,9,1,1,19,12,74
64,Tyrone Corbin,SF,27,MIN,82,80,3011,521,1083,.481,0,11,.000,521,1072,.486,.481,161,209,.770,219,385,604,216,175,41,143,288,1203
65,Dave Corzine,C,33,ORL,6,3,79,11,29,.379,0,0,,11,29,.379,.379,0,2,.000,7,11,18,2,2,0,8,7,22
66,Pat Cummings,C,33,MIA,37,1,391,77,159,.484,0,0,,77,159,.484,.484,21,37,.568,28,65,93,13,12,4,32,60,175
67,Terry Cummings,PF,28,SAS,81,78,2821,728,1532,.475,19,59,.322,709,1473,.481,.481,343,440,.780,226,451,677,219,110,52,202,286,1818
68,Dell Curry,SG,25,CHH,67,13,1860,461,990,.466,52,147,.354,409,843,.485,.492,96,104,.923,31,137,168,159,98,26,100,148,1070
69,Quintin Dailey,SG,29,SEA,30,2,491,97,240,.404,1,5,.200,96,235,.409,.406,52,66,.788,18,33,51,34,12,0,34,63,247
70,Adrian Dantley*,SF,33,DAL,45,45,1300,231,484,.477,0,2,.000,231,482,.479,.477,200,254,.787,78,94,172,80,20,7,75,99,662
71,Brad Daugherty,C,24,CLE,41,40,1438,244,509,.479,0,2,.000,244,507,.481,.479,202,287,.704,77,296,373,130,29,22,110,108,690
72,Brad Davis,PG,34,DAL,73,2,1292,179,365,.490,35,104,.337,144,261,.552,.538,77,100,.770,12,81,93,242,47,9,86,151,470
73,Charles Davis,SF,31,CHI,53,0,429,58,158,.367,7,25,.280,51,133,.383,.389,7,8,.875,25,56,81,18,10,8,20,52,130
74,Terry Davis,PF,22,MIA,63,9,884,122,262,.466,0,1,.000,122,261,.467,.466,54,87,.621,93,136,229,25,25,28,68,171,298
75,Walter Davis,SG,35,DEN,69,0,1635,497,1033,.481,6,46,.130,491,987,.497,.484,207,227,.912,46,133,179,155,59,9,102,160,1207
76,Johnny Dawkins,PG,26,PHI,81,81,2865,465,950,.489,22,66,.333,443,884,.501,.501,210,244,.861,48,199,247,601,121,9,214,159,1162
77,Vinny Del Negro,SG,23,SAC,76,29,1858,297,643,.462,10,32,.313,287,611,.470,.470,135,155,.871,39,159,198,250,64,10,111,182,739
78,Byron Dinkins,PG,22,HOU,33,0,362,44,109,.404,1,9,.111,43,100,.430,.408,26,30,.867,13,27,40,75,19,2,37,30,115
79,Vlade Divac,C,21,LAL,82,5,1611,274,549,.499,0,5,.000,274,544,.504,.499,153,216,.708,167,345,512,75,79,114,110,240,701
80,James Donaldson,C,32,DAL,73,73,2265,258,479,.539,0,0,,258,479,.539,.539,149,213,.700,155,475,630,57,22,47,119,129,665
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
81,Sherman Douglas,PG,23,MIA,81,66,2470,463,938,.494,5,31,.161,458,907,.505,.496,224,326,.687,70,136,206,619,145,10,246,187,1155
82,Terry Dozier,SF,23,CHH,9,0,92,9,27,.333,0,1,.000,9,26,.346,.333,4,8,.500,7,8,15,3,6,2,7,10,22
83,Greg Dreiling,C,27,IND,49,0,307,20,53,.377,0,0,,20,53,.377,.377,25,34,.735,21,66,87,8,4,14,19,69,65
84,Larry Drew,PG,31,LAL,80,3,1333,170,383,.444,32,81,.395,138,302,.457,.486,46,60,.767,12,86,98,217,47,4,95,92,418
85,Clyde Drexler*,SG,27,POR,73,73,2683,670,1357,.494,30,106,.283,640,1251,.512,.505,333,430,.774,208,299,507,432,145,51,191,222,1703
86,Kevin Duckworth,C,25,POR,82,82,2462,548,1146,.478,0,0,,548,1146,.478,.478,231,312,.740,184,325,509,91,36,34,171,271,1327
87,Chris Dudley,PF,24,TOT,64,30,1356,146,355,.411,0,0,,146,355,.411,.411,58,182,.319,174,249,423,39,41,72,84,164,350
88,Joe Dumars*,SG,26,DET,75,71,2578,508,1058,.480,22,55,.400,486,1003,.485,.491,297,330,.900,60,152,212,368,63,2,145,129,1335
89,Mike Dunleavy,PG,35,MIL,5,0,43,4,14,.286,2,9,.222,2,5,.400,.357,7,8,.875,0,2,2,10,1,0,8,7,17
90,T.R. Dunn,SF,34,DEN,65,2,657,44,97,.454,0,2,.000,44,95,.463,.454,26,39,.667,56,82,138,43,41,4,19,67,114
91,Ledell Eackles,SG,23,WSB,78,8,1696,413,940,.439,19,59,.322,394,881,.447,.449,210,280,.750,74,101,175,182,50,4,143,157,1055
92,Mark Eaton,C,33,UTA,82,82,2281,158,300,.527,0,0,,158,300,.527,.527,79,118,.669,171,430,601,39,33,201,75,238,395
93,Blue Edwards,SF,24,UTA,82,49,1889,286,564,.507,9,30,.300,277,534,.519,.515,146,203,.719,69,182,251,145,76,36,152,280,727
94,James Edwards,C,34,DET,82,70,2283,462,928,.498,0,3,.000,462,925,.499,.498,265,354,.749,112,233,345,63,23,37,133,295,1189
95,Jay Edwards,SG,21,LAC,4,0,26,3,7,.429,0,2,.000,3,5,.600,.429,1,3,.333,1,1,2,4,1,0,1,4,7
96,Kevin Edwards,SG,24,MIA,78,54,2211,395,959,.412,9,30,.300,386,929,.416,.417,139,183,.760,77,205,282,252,125,33,180,149,938
97,Craig Ehlo,SG,28,CLE,81,64,2894,436,940,.464,104,248,.419,332,692,.480,.519,126,185,.681,147,292,439,371,126,23,161,226,1102
98,Sean Elliott,SF,21,SAS,81,69,2032,311,647,.481,1,9,.111,310,638,.486,.481,187,216,.866,127,170,297,154,45,14,112,172,810
99,Dale Ellis,SG,29,SEA,55,49,2033,502,1011,.497,96,256,.375,406,755,.538,.544,193,236,.818,90,148,238,110,59,7,119,124,1293
100,Pervis Ellison,C,22,SAC,34,22,866,111,251,.442,0,2,.000,111,249,.446,.442,49,78,.628,64,132,196,65,16,57,62,132,271
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
101,Alex English*,SF,36,DEN,80,80,2211,635,1293,.491,2,5,.400,633,1288,.491,.492,161,183,.880,119,167,286,225,51,23,93,130,1433
102,Patrick Ewing*,C,27,NYK,82,82,3165,922,1673,.551,1,4,.250,921,1669,.552,.551,502,648,.775,235,658,893,182,78,327,278,325,2347
103,Jim Farmer,SG,25,SEA,38,0,400,89,203,.438,8,27,.296,81,176,.460,.458,57,80,.713,17,26,43,25,17,1,27,44,243
104,Duane Ferrell,SF,24,ATL,14,0,29,5,14,.357,0,1,.000,5,13,.385,.357,2,6,.333,3,4,7,2,1,0,2,3,12
105,Vern Fleming,PG,27,IND,82,82,2876,467,919,.508,12,34,.353,455,885,.514,.515,230,294,.782,118,204,322,610,92,10,206,213,1176
106,Sleepy Floyd,PG,29,HOU,82,73,2630,362,803,.451,89,234,.380,273,569,.480,.506,187,232,.806,46,152,198,600,94,11,204,159,1000
107,Tellis Frank,PF,24,MIA,77,39,1762,278,607,.458,0,0,,278,607,.458,.458,179,234,.765,151,234,385,85,51,27,134,282,735
108,Corey Gaines,SG,24,PHI,9,0,81,4,12,.333,1,2,.500,3,10,.300,.375,1,4,.250,1,4,5,26,4,0,10,11,10
109,Kevin Gamble,SF,24,BOS,71,10,990,137,301,.455,3,18,.167,134,283,.473,.460,85,107,.794,42,70,112,119,28,8,44,77,362
110,Winston Garland,PG,25,TOT,79,19,1762,230,573,.401,12,36,.333,218,537,.406,.412,102,122,.836,51,163,214,303,78,10,158,152,574
111,Tom Garrick,SG,23,LAC,73,22,1721,208,421,.494,4,21,.190,204,400,.510,.499,88,114,.772,34,128,162,289,90,7,117,151,508
112,Kenny Gattison,PF,25,CHH,63,2,941,148,269,.550,1,1,1.000,147,268,.549,.552,75,110,.682,75,122,197,39,35,31,67,150,372
113,Derrick Gervin,PF,26,NJN,21,0,339,93,197,.472,0,3,.000,93,194,.479,.472,65,89,.730,29,36,65,8,20,7,12,47,251
114,Armen Gilliam,PF,25,TOT,76,66,2426,484,940,.515,0,2,.000,484,938,.516,.515,303,419,.723,211,388,599,99,69,51,183,212,1271
115,Mike Gminski,C,30,PHI,81,81,2659,458,1002,.457,3,17,.176,455,985,.462,.459,193,235,.821,196,491,687,128,43,102,98,136,1112
116,Gary Grant,PG,24,LAC,44,44,1529,241,517,.466,5,21,.238,236,496,.476,.471,88,113,.779,59,136,195,442,108,5,206,120,575
117,Greg Grant,PG,23,PHO,67,3,678,83,216,.384,3,16,.188,80,200,.400,.391,39,59,.661,16,43,59,168,36,1,77,58,208
118,Harvey Grant,PF,24,WSB,81,25,1846,284,601,.473,0,8,.000,284,593,.479,.473,96,137,.701,138,204,342,131,52,43,85,194,664
119,Horace Grant,PF,24,CHI,80,80,2753,446,853,.523,0,0,,446,853,.523,.523,179,256,.699,236,393,629,227,92,84,110,230,1071
120,Stuart Gray,C,26,TOT,58,1,560,42,99,.424,0,5,.000,42,94,.447,.424,32,47,.681,40,105,145,19,15,26,24,90,116
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Jeff Grayer,SF,24,MIL,71,40,1427,224,487,.460,1,8,.125,223,479,.466,.461,99,152,.651,94,123,217,107,48,10,82,125,548
122,A.C. Green,PF,26,LAL,82,82,2709,385,806,.478,13,46,.283,372,760,.489,.486,278,370,.751,262,450,712,90,66,50,116,207,1061
123,Rickey Green,PG,35,IND,69,0,927,100,231,.433,1,11,.091,99,220,.450,.435,43,51,.843,9,45,54,182,51,1,62,60,244
124,Sidney Green,C,29,ORL,73,31,1860,312,667,.468,1,3,.333,311,664,.468,.469,136,209,.651,166,422,588,99,50,26,119,231,761
125,Dave Greenwood,PF,32,DET,37,0,205,22,52,.423,0,0,,22,52,.423,.423,16,29,.552,24,54,78,12,4,9,16,40,60
126,Darrell Griffith,SG,31,UTA,82,1,1444,301,649,.464,80,215,.372,221,434,.509,.525,51,78,.654,43,123,166,63,68,19,75,149,733
127,Scott Haffner,PG,23,MIA,43,6,559,88,217,.406,3,21,.143,85,196,.434,.412,17,25,.680,7,44,51,80,13,2,33,53,196
128,Jack Haley,PF,26,TOT,67,26,1084,138,347,.398,0,1,.000,138,346,.399,.398,85,125,.680,115,185,300,26,18,12,72,170,361
129,Tom Hammonds,PF,22,WSB,61,8,805,129,295,.437,0,1,.000,129,294,.439,.437,63,98,.643,61,107,168,51,11,14,46,98,321
130,Bob Hansen,SG,29,UTA,81,81,2174,265,568,.467,54,154,.351,211,414,.510,.514,33,64,.516,66,163,229,149,52,11,79,194,617
131,Bill Hanzlik,PF,32,DEN,81,0,1605,179,396,.452,6,31,.194,173,365,.474,.460,136,183,.743,67,140,207,186,78,29,87,249,500
132,Tim Hardaway,PG,23,GSW,79,78,2663,464,985,.471,23,84,.274,441,901,.489,.483,211,276,.764,57,253,310,689,165,12,260,232,1162
133,Derek Harper,PG,28,DAL,82,82,3007,567,1161,.488,89,240,.371,478,921,.519,.527,250,315,.794,54,190,244,609,187,26,207,224,1473
134,Ron Harper,SG,26,TOT,35,35,1367,301,637,.473,14,51,.275,287,586,.490,.484,182,231,.788,74,132,206,182,81,41,100,105,798
135,Steve Harris,SG,26,LAC,15,0,93,14,40,.350,0,0,,14,40,.350,.350,3,4,.750,5,5,10,1,7,1,5,9,31
136,Scott Hastings,PF,29,DET,40,0,166,10,33,.303,3,12,.250,7,21,.333,.348,19,22,.864,7,25,32,8,3,3,7,31,42
137,Hersey Hawkins,SG,23,PHI,82,82,2856,522,1136,.460,84,200,.420,438,936,.468,.496,387,436,.888,85,219,304,261,130,28,185,217,1515
138,Gerald Henderson,PG,34,TOT,57,0,464,53,109,.486,17,38,.447,36,71,.507,.564,12,15,.800,11,32,43,74,16,2,24,50,135
139,Mike Higgins,SF,22,TOT,11,0,50,3,8,.375,0,0,,3,8,.375,.375,8,10,.800,2,2,4,3,2,2,1,5,14
140,Rod Higgins,PF,30,GSW,82,22,1993,304,632,.481,67,193,.347,237,439,.540,.534,234,285,.821,120,302,422,129,47,53,93,184,909
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
141,Roy Hinson,PF,28,NJN,25,19,793,145,286,.507,0,0,,145,286,.507,.507,86,99,.869,61,111,172,22,14,27,52,87,376
142,Craig Hodges,SG,29,CHI,63,0,1055,145,331,.438,87,181,.481,58,150,.387,.569,30,33,.909,11,42,53,110,30,2,30,87,407
143,Mike Holton,PG,28,CHH,16,0,109,14,26,.538,0,0,,14,26,.538,.538,1,2,.500,1,1,2,16,1,0,13,19,29
144,Dave Hoppen,C,25,CHH,10,2,135,16,41,.390,0,0,,16,41,.390,.390,8,10,.800,19,17,36,6,2,1,8,26,40
145,Dennis Hopson,SG,24,NJN,79,64,2551,474,1093,.434,32,101,.317,442,992,.446,.448,271,342,.792,113,166,279,151,100,51,168,183,1251
146,Tito Horford,C,24,MIL,35,0,236,18,62,.290,0,0,,18,62,.290,.290,15,24,.625,19,40,59,2,5,16,14,33,51
147,Jeff Hornacek,SG,26,PHO,67,60,2278,483,901,.536,40,98,.408,443,803,.552,.558,173,202,.856,86,227,313,337,117,14,125,144,1179
148,Ed Horton,PF,22,WSB,45,10,374,80,162,.494,0,4,.000,80,158,.506,.494,42,69,.609,59,49,108,19,9,5,39,63,202
149,Eddie Hughes,PG,29,DEN,60,7,892,83,202,.411,20,49,.408,63,153,.412,.460,23,34,.676,15,55,70,116,48,1,39,87,209
150,Jay Humphries,PG,27,MIL,81,81,2818,496,1005,.494,21,70,.300,475,935,.508,.504,224,285,.786,80,189,269,472,156,11,151,253,1237
151,Byron Irvin,SG,23,POR,50,2,488,96,203,.473,5,14,.357,91,189,.481,.485,61,91,.670,30,44,74,47,28,1,39,40,258
152,Jaren Jackson,SG,22,NJN,28,0,160,25,69,.362,0,3,.000,25,66,.379,.362,17,21,.810,16,8,24,13,13,1,18,16,67
153,Mark Jackson,PG,24,NYK,82,69,2428,327,749,.437,35,131,.267,292,618,.472,.460,120,165,.727,106,212,318,604,109,4,211,121,809
154,Michael Jackson,PG,25,SAC,17,0,58,3,11,.273,1,2,.500,2,9,.222,.318,3,6,.500,2,5,7,8,5,0,4,3,10
155,Avery Johnson,PG,24,SEA,53,10,575,55,142,.387,1,4,.250,54,138,.391,.391,29,40,.725,21,22,43,162,26,1,48,55,140
156,Buck Johnson,SF,26,HOU,82,82,2832,504,1019,.495,2,17,.118,502,1002,.501,.496,205,270,.759,113,268,381,252,104,62,167,321,1215
157,Dennis Johnson*,PG,35,BOS,75,65,2036,206,475,.434,1,24,.042,205,451,.455,.435,118,140,.843,48,153,201,485,81,14,117,179,531
158,Eddie Johnson,SF,30,PHO,64,4,1811,411,907,.453,70,184,.380,341,723,.472,.492,188,205,.917,69,177,246,107,32,10,108,174,1080
159,Eric Johnson,PG,23,UTA,48,2,272,20,84,.238,1,6,.167,19,78,.244,.244,13,17,.765,8,20,28,64,17,2,26,49,54
160,Kevin Johnson,PG,23,PHO,74,74,2782,578,1159,.499,8,41,.195,570,1118,.510,.502,501,598,.838,42,228,270,846,95,14,263,143,1665
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
161,Magic Johnson*,PG,30,LAL,79,79,2937,546,1138,.480,106,276,.384,440,862,.510,.526,567,637,.890,128,394,522,907,132,34,289,167,1765
162,Marques Johnson,SF,33,GSW,10,0,99,12,32,.375,2,3,.667,10,29,.345,.406,14,17,.824,8,9,17,9,0,1,10,12,40
163,Steve Johnson,C,32,TOT,25,0,259,48,92,.522,0,0,,48,92,.522,.522,21,35,.600,19,34,53,17,3,5,31,56,117
164,Vinnie Johnson,SG,33,DET,82,12,1972,334,775,.431,5,34,.147,329,741,.444,.434,131,196,.668,108,148,256,255,71,13,123,143,804
165,Nate Johnston,PF-SF,23,TOT,21,0,87,18,48,.375,1,4,.250,17,44,.386,.385,9,13,.692,13,10,23,1,3,8,6,11,46
166,Anthony Jones,SG,27,DAL,66,0,650,72,194,.371,4,13,.308,68,181,.376,.381,47,69,.681,33,49,82,29,32,16,42,77,195
167,Caldwell Jones,PF,39,SAS,72,2,885,67,144,.465,1,5,.200,66,139,.475,.469,38,54,.704,76,154,230,20,20,27,48,146,173
168,Charles Jones,C,32,WSB,81,81,2240,94,185,.508,0,0,,94,185,.508,.508,68,105,.648,145,359,504,139,50,197,76,296,256
169,Michael Jordan*,SG,26,CHI,82,82,3197,1034,1964,.526,92,245,.376,942,1719,.548,.550,593,699,.848,143,422,565,519,227,54,247,241,2753
170,Shawn Kemp,PF,20,SEA,81,1,1120,203,424,.479,2,12,.167,201,412,.488,.481,117,159,.736,146,200,346,26,47,70,107,204,525
171,Tim Kempton,PF,26,DEN,71,14,1061,153,312,.490,0,1,.000,153,311,.492,.490,77,114,.675,51,167,218,118,30,9,80,144,383
172,Steve Kerr,PG,24,CLE,78,5,1664,192,432,.444,73,144,.507,119,288,.413,.529,63,73,.863,12,86,98,248,45,7,74,59,520
