Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
47,Andrew Bogut,C,23,MIL,78,78,2720,465,910,.511,0,7,.000,465,903,.515,.511,189,322,.587,245,518,763,199,64,135,172,254,1119
48,Matt Bonner,PF,27,SAS,68,3,853,121,291,.416,46,137,.336,75,154,.487,.495,38,44,.864,53,139,192,32,14,17,39,111,326
49,Josh Boone,PF,23,NJN,70,53,1773,238,434,.548,0,0,0,238,434,.548,.548,99,217,.456,192,317,509,55,36,61,68,155,575
50,Calvin Booth,C,31,PHI,31,0,204,9,27,.333,0,0,0,9,27,.333,.333,6,10,.600,6,32,38,8,6,18,4,35,24
51,Carlos Boozer,PF,26,UTA,81,81,2827,709,1297,.547,0,1,.000,709,1296,.547,.547,290,393,.738,197,647,844,233,100,41,210,293,1708
52,Chris Bosh,C,23,TOR,67,67,2425,507,1027,.494,10,25,.400,497,1002,.496,.499,472,559,.844,174,409,583,171,63,67,153,157,1496
53,Bruce Bowen,SF,36,SAS,81,81,2448,174,428,.407,90,215,.419,84,213,.394,.512,45,69,.652,33,201,234,91,54,22,46,177,483
54,Ryan Bowen,SF,32,NOH,53,4,660,49,100,.490,0,1,.000,49,99,.495,.490,16,29,.552,55,45,100,25,32,11,15,77,114
55,Earl Boykins,PG,31,CHA,36,0,577,61,172,.355,14,44,.318,47,128,.367,.395,49,59,.831,9,25,34,96,13,0,41,21,185
56,Elton Brand,PF,28,LAC,8,6,274,52,114,.456,0,0,0,52,114,.456,.456,37,47,.787,21,43,64,16,3,15,17,21,141
57,Corey Brewer,SF,21,MIN,79,35,1803,182,486,.374,7,36,.194,175,450,.389,.382,88,110,.800,82,210,292,111,76,25,89,188,459
58,Ronnie Brewer,SG,22,UTA,76,76,2088,354,634,.558,11,50,.220,343,584,.587,.567,195,257,.759,97,121,218,134,129,19,69,110,914
59,Primoz Brezec,C,28,TOT,50,18,475,44,94,.468,0,0,0,44,94,.468,.468,24,40,.600,30,51,81,11,3,7,24,83,112
60,Aaron Brooks,PG,23,HOU,51,0,608,93,225,.413,36,109,.330,57,116,.491,.493,42,49,.857,13,43,56,87,13,5,44,69,264
61,Andre Brown,PF,26,MEM,33,1,286,39,78,.500,0,0,0,39,78,.500,.500,22,49,.449,37,55,92,8,7,4,14,38,100
62,Devin Brown,SG,29,CLE,78,20,1762,217,531,.409,45,146,.308,172,385,.447,.451,107,142,.754,65,198,263,175,52,7,99,144,586
63,Kwame Brown,C,25,TOT,38,15,713,72,142,.507,0,0,0,72,142,.507,.507,40,98,.408,51,137,188,45,22,23,51,82,184
64,P.J. Brown,PF,38,BOS,18,0,209,14,41,.341,0,1,.000,14,40,.350,.341,11,16,.688,29,39,68,10,5,8,10,29,39
65,Shannon Brown,SG,22,TOT,21,4,240,44,126,.349,9,30,.300,35,96,.365,.385,17,29,.586,6,14,20,17,11,3,24,29,114
66,Kobe Bryant,SG,29,LAL,82,82,3192,775,1690,.459,150,415,.361,625,1275,.490,.503,623,742,.840,94,423,517,441,151,40,257,227,2323
67,Greg Buckner,SG,31,MIN,31,4,520,45,117,.385,15,50,.300,30,67,.448,.449,19,22,.864,10,55,65,39,21,2,29,63,124
68,Caron Butler,SF,27,WAS,58,58,2314,439,943,.466,66,185,.357,373,758,.492,.501,236,262,.901,93,295,388,284,128,20,150,160,1180
69,Rasual Butler,SF,28,NOH,51,8,875,91,260,.350,44,133,.331,47,127,.370,.435,26,31,.839,16,84,100,36,15,21,10,66,252
70,Andrew Bynum,C,20,LAL,35,25,1008,189,297,.636,0,0,0,189,297,.636,.636,82,118,.695,105,251,356,61,12,72,52,98,460
71,Jose Calderon,PG,26,TOR,82,56,2484,367,707,.519,79,184,.429,288,523,.551,.575,109,120,.908,34,202,236,678,87,6,126,134,922
72,Marcus Camby,C,33,DEN,79,79,2758,286,635,.450,6,20,.300,280,615,.455,.455,143,202,.708,230,807,1037,259,85,285,118,216,721
73,Brian Cardinal,PF,30,MEM,37,1,440,43,126,.341,25,81,.309,18,45,.400,.440,13,19,.684,26,70,96,22,10,2,23,62,124
74,Rodney Carney,SF,23,PHI,70,6,1039,158,392,.403,38,120,.317,120,272,.441,.452,55,81,.679,50,99,149,32,39,23,34,96,409
75,Matt Carroll,SG,27,CHA,80,18,2016,252,589,.428,105,241,.436,147,348,.422,.517,111,138,.804,33,193,226,73,46,19,58,187,720
76,Anthony Carter,PG,32,DEN,70,67,1960,218,476,.458,45,129,.349,173,347,.499,.505,64,85,.753,27,173,200,388,107,28,124,172,545
77,Vince Carter,SG,31,NJN,76,72,2959,587,1287,.456,98,273,.359,489,1014,.482,.494,350,429,.816,112,341,453,389,93,33,181,241,1622
78,Sam Cassell,PG,38,TOT,55,34,1274,233,532,.438,23,76,.303,210,456,.461,.460,127,144,.882,17,119,136,214,37,6,97,98,616
79,Tyson Chandler,C,25,NOH,79,79,2783,377,605,.623,0,1,.000,377,604,.624,.623,175,295,.593,322,606,928,81,45,84,136,243,929
80,Wilson Chandler,SF,20,NYK,35,16,685,106,242,.438,9,30,.300,97,212,.458,.457,34,54,.630,38,89,127,33,15,16,27,83,255
81,Josh Childress,SF,24,ATL,76,0,2274,327,573,.571,22,60,.367,305,513,.595,.590,222,275,.807,174,199,373,117,71,43,98,129,898
82,Jarron Collins,C,29,UTA,70,9,702,36,82,.439,0,1,.000,36,81,.444,.439,46,74,.622,40,76,116,37,10,6,22,106,118
83,Jason Collins,C,29,TOT,74,26,1172,53,113,.469,0,1,.000,53,112,.473,.469,34,74,.459,64,114,178,25,23,25,48,194,140
84,Mardy Collins,SG,23,NYK,46,8,634,57,175,.326,8,32,.250,49,143,.343,.349,23,38,.605,19,56,75,89,24,8,56,56,145
85,Nick Collison,PF,27,SEA,78,35,2223,322,641,.502,0,2,.000,322,639,.504,.502,123,167,.737,254,476,730,113,47,60,118,250,767
86,Mike Conley,PG,20,MEM,53,46,1381,189,442,.428,30,91,.330,159,351,.453,.462,90,123,.732,21,118,139,222,44,2,89,85,498
87,Brian Cook,PF,27,TOT,51,2,629,88,234,.376,43,115,.374,45,119,.378,.468,19,21,.905,28,81,109,27,13,12,39,93,238
88,Daequan Cook,SG,20,MIA,59,19,1441,196,514,.381,79,238,.332,117,276,.424,.458,47,57,.825,20,157,177,75,23,9,63,157,518
89,Jamal Crawford,SG,27,NYK,80,80,3190,570,1391,.410,176,494,.356,394,897,.439,.473,329,381,.864,37,170,207,398,81,17,192,144,1645
90,Javaris Crittenton,SG,20,TOT,50,0,679,98,233,.421,10,37,.270,88,196,.449,.442,72,104,.692,27,83,110,51,19,2,55,47,278
91,Austin Croshere,PF,32,GSW,44,0,457,61,137,.445,22,61,.361,39,76,.513,.526,29,32,.906,33,71,104,30,8,6,22,60,173
92,Eddy Curry,C,25,NYK,59,58,1530,297,544,.546,0,0,0,297,544,.546,.546,187,300,.623,111,164,275,32,14,29,126,157,781
93,Samuel Dalembert,C,26,PHI,82,82,2724,339,661,.513,0,1,.000,339,660,.514,.513,186,263,.707,304,545,849,45,40,192,155,269,864
94,Erick Dampier,C,32,DAL,72,64,1755,178,277,.643,0,0,0,178,277,.643,.643,84,146,.575,207,332,539,63,24,106,80,226,440
95,Antonio Daniels,PG,32,WAS,71,63,2161,205,447,.459,17,74,.230,188,373,.504,.478,170,219,.776,23,180,203,340,69,2,91,78,597
96,Marquis Daniels,SG,27,IND,74,1,1546,241,561,.430,27,102,.265,214,459,.466,.454,97,139,.698,66,146,212,137,79,18,112,121,606
97,Jermareo Davidson,SF,23,CHA,38,2,322,51,125,.408,0,0,0,51,125,.408,.408,18,28,.643,21,41,62,13,7,15,17,46,120
98,Baron Davis,PG,28,GSW,82,82,3196,650,1526,.426,173,525,.330,477,1001,.477,.483,318,424,.750,96,289,385,623,191,43,232,247,1791
99,Glen Davis,C,22,BOS,69,1,940,107,221,.484,0,0,0,107,221,.484,.484,99,150,.660,95,113,208,28,31,20,65,160,313
100,Paul Davis,PF,23,LAC,22,1,194,24,65,.369,0,0,0,24,65,.369,.369,6,10,.600,25,22,47,10,6,6,9,33,54
101,Ricky Davis,SF,28,MIA,82,47,2963,420,971,.433,135,333,.405,285,638,.447,.502,155,197,.787,55,298,353,276,87,14,191,187,1130
102,Carlos Delfino,SG,25,TOR,82,0,1928,251,632,.397,120,314,.382,131,318,.412,.492,116,156,.744,66,293,359,145,69,11,75,177,738
103,Luol Deng,SF,22,CHI,63,59,2128,429,896,.479,8,22,.364,421,874,.482,.483,204,265,.770,136,258,394,155,57,29,120,117,1070
104,Boris Diaw,PF,25,PHO,82,19,2308,308,646,.477,13,41,.317,295,605,.488,.487,96,129,.744,97,281,378,317,61,39,155,166,725
105,Yakhouba Diawara,SG,25,DEN,54,14,542,55,134,.410,21,66,.318,34,68,.500,.489,22,31,.710,23,39,62,37,8,3,16,61,153
106,Guillermo Diaz,SG,22,LAC,6,0,18,1,4,.250,0,1,.000,1,3,.333,.250,3,5,.600,2,0,2,1,0,0,0,0,5
107,Dan Dickau,PG,29,LAC,67,8,1040,124,296,.419,36,108,.333,88,188,.468,.480,68,82,.829,13,84,97,172,32,3,55,108,352
108,Kaniel Dickens,PF,29,CLE,5,0,12,1,3,.333,0,0,0,1,3,.333,.333,0,0,0,0,1,1,1,0,1,0,1,2
109,Travis Diener,PG,25,IND,66,21,1356,159,430,.370,74,233,.318,85,197,.431,.456,64,71,.901,26,89,115,251,35,4,55,107,456
110,Ike Diogu,PF,24,IND,30,1,305,64,134,.478,0,0,0,64,134,.478,.478,40,47,.851,38,47,85,10,7,3,20,43,168
111,DeSagana Diop,C,26,TOT,79,23,1295,94,180,.522,0,0,0,94,180,.522,.522,38,70,.543,160,232,392,40,26,88,58,146,226
112,Juan Dixon,PG,29,TOT,53,0,668,106,258,.411,30,72,.417,76,186,.409,.469,21,26,.808,15,60,75,97,21,2,54,62,263
113,Michael Doleac,C,30,MIN,24,8,257,28,63,.444,0,0,0,28,63,.444,.444,1,2,.500,16,33,49,7,10,10,12,44,57
114,Keyon Dooling,PG,27,ORL,72,1,1334,198,423,.468,22,65,.338,176,358,.492,.494,163,193,.845,7,94,101,133,36,5,61,131,581
115,Quincy Douby,PG,23,SAC,74,0,876,132,335,.394,42,122,.344,90,213,.423,.457,48,52,.923,17,66,83,53,30,12,59,80,354
116,Jared Dudley,PF,22,CHA,73,14,1384,163,348,.468,9,41,.220,154,307,.502,.481,87,118,.737,121,165,286,81,55,10,50,128,422
117,Chris Duhon,PG,25,CHI,66,18,1490,133,344,.387,54,155,.348,79,189,.418,.465,65,80,.813,19,97,116,263,48,2,71,92,385
118,Tim Duncan,C,31,SAS,78,78,2651,585,1178,.497,0,4,.000,585,1174,.498,.497,338,463,.730,237,644,881,218,56,152,178,185,1508
119,Mike Dunleavy,SG,27,IND,82,82,2953,532,1117,.476,165,389,.424,367,728,.504,.550,336,403,.834,59,365,424,288,86,31,190,208,1565
120,Ronald Dupree,SF,27,TOT,5,0,21,1,3,.333,0,0,0,1,3,.333,.333,2,2,1.000,1,7,8,1,1,0,0,0,4
121,Kevin Durant,SG,19,SEA,80,80,2768,587,1366,.430,59,205,.288,528,1161,.455,.451,391,448,.873,70,278,348,192,78,75,232,122,1624
122,Monta Ellis,SG,22,GSW,81,72,3071,652,1227,.531,12,52,.231,640,1175,.545,.536,320,417,.767,133,271,404,315,124,27,173,195,1636
123,Francisco Elson,C,31,TOT,63,5,813,92,236,.390,0,1,.000,92,235,.391,.390,26,37,.703,50,150,200,24,15,20,47,96,210
124,Melvin Ely,C,29,NOH,52,1,621,85,180,.472,0,0,0,85,180,.472,.472,32,58,.552,28,117,145,22,7,18,42,79,202
125,Maurice Evans,SG,29,TOT,75,47,1720,262,545,.481,81,209,.388,181,336,.539,.555,59,83,.711,92,126,218,81,46,10,40,142,664
126,Reggie Evans,PF,27,PHI,81,61,1879,152,346,.439,1,1,1.000,151,345,.438,.441,120,257,.467,224,387,611,65,86,8,108,213,425
127,Jordan Farmar,PG,21,LAL,82,0,1690,291,631,.461,114,307,.371,177,324,.546,.552,53,78,.679,39,144,183,225,77,5,108,105,749
128,Nick Fazekas,PF,22,TOT,26,0,269,46,82,.561,0,2,.000,46,80,.575,.561,15,22,.682,34,55,89,11,8,11,13,25,107
129,Raymond Felton,PG,23,CHA,79,79,2972,412,997,.413,56,200,.280,356,797,.447,.441,260,325,.800,37,199,236,583,96,12,213,184,1140
130,Kyrylo Fesenko,C,21,UTA,9,0,70,6,16,.375,0,0,0,6,16,.375,.375,2,4,.500,14,11,25,2,0,3,8,19,14
131,Michael Finley,SG,34,SAS,82,61,2204,315,761,.414,132,357,.370,183,404,.453,.501,64,80,.800,27,227,254,114,29,10,56,93,826
132,Derek Fisher,PG,33,LAL,82,82,2249,339,777,.436,112,276,.406,227,501,.453,.508,166,188,.883,24,146,170,239,86,3,90,188,956
133,T.J. Ford,PG,24,TOR,51,26,1199,246,524,.469,15,51,.294,231,473,.488,.484,110,125,.880,23,77,100,313,54,0,102,93,617
134,Jeff Foster,C,31,IND,77,52,1884,205,373,.550,0,3,.000,205,370,.554,.550,86,145,.593,264,404,668,129,56,32,62,221,496
135,Randy Foye,PG,24,MIN,39,31,1259,198,462,.429,61,148,.412,137,314,.436,.495,53,65,.815,13,115,128,164,36,3,79,102,510
136,Adonal Foyle,C,32,ORL,82,0,774,70,153,.458,0,0,0,70,153,.458,.458,16,34,.471,71,137,208,18,16,45,32,94,156
137,Richie Frahm,SG,30,LAC,10,2,163,20,54,.370,7,25,.280,13,29,.448,.435,0,2,.000,4,10,14,8,2,0,6,7,47
138,Steve Francis,PG,30,HOU,10,3,199,19,57,.333,4,17,.235,15,40,.375,.368,13,23,.565,8,15,23,30,9,5,14,25,55
139,Channing Frye,C,24,POR,78,20,1342,221,453,.488,3,10,.300,218,443,.492,.491,85,109,.780,107,247,354,57,29,27,55,208,530
140,Dan Gadzuric,C,29,MIL,51,4,534,64,154,.416,0,1,.000,64,153,.418,.416,33,63,.524,67,77,144,11,20,24,34,83,161
141,Jorge Garbajosa,PF,30,TOR,7,0,74,8,25,.320,6,16,.375,2,9,.222,.440,0,0,0,2,13,15,3,3,0,1,2,22
142,Francisco Garcia,SF,26,SAC,79,20,2096,348,752,.463,113,289,.391,235,463,.508,.538,162,208,.779,52,212,264,128,96,50,128,232,971
143,Thomas Gardner,SG,22,CHI,4,0,45,9,23,.391,3,12,.250,6,11,.545,.457,0,2,.000,3,1,4,1,0,0,4,4,21
144,Kevin Garnett,PF,31,BOS,71,71,2328,534,990,.539,0,11,.000,534,979,.545,.539,269,336,.801,135,520,655,244,100,89,138,163,1337
145,Pat Garrity,PF,31,ORL,31,0,284,27,80,.338,8,37,.216,19,43,.442,.388,4,5,.800,9,35,44,13,6,1,17,35,66
146,Pau Gasol,C,27,TOT,66,66,2351,475,890,.534,4,16,.250,471,874,.539,.536,292,362,.807,155,398,553,211,30,98,124,139,1246
147,Rudy Gay,SF,21,MEM,81,81,3000,625,1355,.461,134,387,.346,491,968,.507,.511,248,316,.785,140,359,499,158,111,79,190,230,1632
148,Mickael Gelabale,SG,24,SEA,39,0,465,69,157,.439,16,37,.432,53,120,.442,.490,14,18,.778,16,42,58,33,10,9,27,31,168
149,Devean George,SF,30,DAL,53,4,821,74,207,.357,22,68,.324,52,139,.374,.411,24,34,.706,28,109,137,35,19,13,24,90,194
150,Daniel Gibson,PG,21,CLE,58,26,1765,201,465,.432,118,268,.440,83,197,.421,.559,85,105,.810,30,104,134,145,47,14,76,163,605
151,Eddie Gill,PG,29,TOT,14,1,154,12,31,.387,5,15,.333,7,16,.438,.468,9,9,1.000,1,21,22,22,7,2,9,18,38
152,Manu Ginobili,SG,30,SAS,74,23,2299,453,984,.460,156,389,.401,297,595,.499,.540,380,442,.860,63,291,354,332,109,33,200,173,1442
153,Gordan Giricek,SG,30,TOT,56,0,831,133,302,.440,36,99,.364,97,203,.478,.500,23,26,.885,16,80,96,62,24,4,52,82,325
154,Ryan Gomes,PF,25,MIN,82,74,2434,392,857,.457,59,179,.330,333,678,.491,.492,190,229,.830,133,342,475,145,65,10,96,154,1033
155,Drew Gooden,PF,26,TOT,69,65,2122,332,740,.449,0,6,.000,332,734,.452,.449,162,215,.753,175,415,590,81,48,53,122,203,826
156,Ben Gordon,SG,24,CHI,72,27,2291,464,1069,.434,142,346,.410,322,723,.445,.500,266,293,.908,40,181,221,213,55,8,150,171,1336
157,Marcin Gortat,C,23,ORL,6,0,41,8,17,.471,0,0,0,8,17,.471,.471,2,3,.667,8,8,16,2,1,1,2,4,18
158,Joey Graham,SF,25,TOR,38,3,331,49,113,.434,2,3,.667,47,110,.427,.442,38,45,.844,18,49,67,15,3,0,23,47,138
159,Stephen Graham,SF,25,IND,22,0,128,34,58,.586,7,14,.500,27,44,.614,.647,12,16,.750,4,18,22,9,4,1,10,14,87
160,Danny Granger,SF,24,IND,80,80,2876,537,1205,.446,171,423,.404,366,782,.468,.517,322,378,.852,93,393,486,166,95,84,171,290,1567
161,Aaron Gray,C,23,CHI,61,1,613,103,204,.505,0,1,.000,103,203,.507,.505,56,99,.566,70,98,168,41,21,16,57,117,262
162,Gerald Green,SF,22,TOT,30,0,362,52,151,.344,15,39,.385,37,112,.330,.394,34,41,.829,13,51,64,29,8,4,32,45,153
163,Jeff Green,SF,21,SEA,80,52,2253,320,749,.427,21,76,.276,299,673,.444,.441,177,238,.744,101,278,379,119,46,49,158,198,838
164,Taurean Green,SG-PG,21,TOT,17,0,74,7,25,.280,2,11,.182,5,14,.357,.320,11,12,.917,0,10,10,11,2,0,9,5,27
165,Willie Green,SG,26,PHI,74,74,1970,379,870,.436,51,179,.285,328,691,.475,.465,112,148,.757,32,150,182,151,54,22,109,119,921
166,Orien Greene,SG,25,SAC,7,2,61,3,11,.273,0,1,.000,3,10,.300,.273,0,0,0,0,6,6,3,3,1,7,9,6
167,Adrian Griffin,SG-SF,33,TOT,35,2,307,30,76,.395,0,0,0,30,76,.395,.395,5,9,.556,28,31,59,27,17,2,21,27,65
168,Richard Hamilton,SG,29,DET,72,72,2424,499,1030,.484,62,141,.440,437,889,.492,.515,184,221,.833,75,160,235,299,73,10,132,171,1244
169,Anfernee Hardaway,SF,36,MIA,16,8,325,22,60,.367,8,19,.421,14,41,.341,.433,8,9,.889,3,32,35,35,19,1,13,24,60
170,Matt Harpring,SF,31,UTA,76,0,1374,237,474,.500,2,10,.200,235,464,.506,.502,146,205,.712,96,144,240,82,45,14,95,162,622
171,Al Harrington,C,27,GSW,81,59,2190,401,923,.434,153,408,.375,248,515,.482,.517,147,190,.774,107,332,439,132,74,16,90,266,1102
172,Othella Harrington,C,34,CHA,22,0,166,18,42,.429,0,0,0,18,42,.429,.429,10,16,.625,11,31,42,4,1,4,11,34,46
173,Devin Harris,PG,24,TOT,64,61,2022,321,693,.463,56,167,.335,265,526,.504,.504,248,301,.824,28,145,173,369,90,10,161,190,946
174,Mike Harris,PF,24,HOU,17,0,159,27,54,.500,0,2,.000,27,52,.519,.500,8,13,.615,24,30,54,3,6,3,9,16,62
175,David Harrison,C,25,IND,55,0,702,90,170,.529,0,0,0,90,170,.529,.529,49,96,.510,43,75,118,14,20,59,58,164,229
176,Jason Hart,PG,29,UTA,57,0,606,58,180,.322,11,31,.355,47,149,.315,.353,38,45,.844,5,50,55,86,30,3,28,75,165
177,Udonis Haslem,PF,27,MIA,49,48,1805,237,507,.467,0,0,0,237,507,.467,.467,115,142,.810,107,336,443,68,39,18,67,145,589
178,Trenton Hassell,SG,28,TOT,63,6,773,57,135,.422,2,9,.222,55,126,.437,.430,7,10,.700,20,63,83,41,13,3,22,90,123
179,Spencer Hawes,C,19,SAC,71,8,931,146,318,.459,4,21,.190,142,297,.478,.465,38,58,.655,68,162,230,44,14,40,56,128,334
180,Chuck Hayes,PF,24,HOU,79,44,1575,113,221,.511,0,3,.000,113,218,.518,.511,11,24,.458,132,295,427,91,85,43,62,212,237
181,Jarvis Hayes,SF,26,DET,82,1,1287,217,504,.431,73,194,.376,144,310,.465,.503,45,60,.750,35,143,178,62,47,6,47,137,552
182,Brendan Haywood,C,28,WAS,80,80,2228,316,599,.528,0,0,0,316,599,.528,.528,216,294,.735,273,303,576,71,31,133,108,216,848
183,Luther Head,SG,25,HOU,73,17,1379,206,477,.432,79,225,.351,127,252,.504,.515,66,81,.815,18,117,135,138,44,9,70,75,557
184,Walter Herrmann,PF,28,TOT,45,0,373,56,144,.389,20,64,.313,36,80,.450,.458,21,25,.840,22,51,73,18,7,1,12,24,153
