Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Milos Babic,C,23,MIA,9,0,35,6,13,.462,0,0,0,6,13,.462,.462,6,8,.750,2,9,11,6,1,0,5,0,18
22,John Bagley,PG,31,BOS,73,59,1742,223,506,.441,10,42,.238,213,464,.459,.451,68,95,.716,38,123,161,480,57,4,148,123,524
23,Thurl Bailey,PF,30,TOT,84,18,2104,368,836,.440,0,2,.000,368,834,.441,.440,215,270,.796,122,363,485,78,35,117,108,160,951
24,Steve Bardo,SG,23,SAS,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0
25,Charles Barkley*,PF,28,PHI,75,75,2881,622,1126,.552,32,137,.234,590,989,.597,.567,454,653,.695,271,559,830,308,136,44,235,196,1730
26,Dana Barros,PG,24,SEA,75,1,1331,238,493,.483,83,186,.446,155,307,.505,.567,60,79,.759,17,64,81,125,51,4,56,84,619
27,John Battle,SG,29,CLE,76,2,1637,316,659,.480,2,17,.118,314,642,.489,.481,145,171,.848,19,93,112,159,36,5,91,116,779
28,Kenny Battle,SG,27,TOT,16,0,92,11,17,.647,0,1,.000,11,16,.688,.647,10,12,.833,4,12,16,4,2,2,4,10,32
29,William Bedford,C,28,DET,32,8,363,50,121,.413,0,1,.000,50,120,.417,.413,14,22,.636,24,39,63,12,6,18,15,56,114
30,Benoit Benjamin,C,27,SEA,63,61,1941,354,740,.478,0,2,.000,354,738,.480,.478,171,249,.687,130,383,513,76,39,118,175,185,879
31,Winston Bennett,SF,26,TOT,54,45,833,80,211,.379,0,1,.000,80,210,.381,.379,35,50,.700,63,99,162,38,19,9,33,122,195
32,David Benoit,SF,23,UTA,77,2,1161,175,375,.467,3,14,.214,172,361,.476,.471,81,100,.810,105,191,296,34,19,44,71,124,434
33,Larry Bird*,SF,35,BOS,45,45,1662,353,758,.466,52,128,.406,301,630,.478,.500,150,162,.926,46,388,434,306,42,33,125,82,908
34,Rolando Blackman,SG,32,DAL,75,74,2527,535,1161,.461,65,169,.385,470,992,.474,.489,239,266,.898,78,161,239,204,50,22,153,134,1374
35,Lance Blanks,SG,25,DET,43,0,189,25,55,.455,6,16,.375,19,39,.487,.509,8,11,.727,9,13,22,19,14,1,14,26,64
36,Mookie Blaylock,PG,24,NJN,72,67,2548,429,993,.432,12,54,.222,417,939,.444,.438,126,177,.712,101,168,269,492,170,40,152,182,996
37,Muggsy Bogues,PG,27,CHH,82,69,2790,317,671,.472,2,27,.074,315,644,.489,.474,94,120,.783,58,177,235,743,170,6,156,156,730
38,Manute Bol,C,29,PHI,71,2,1267,49,128,.383,0,9,.000,49,119,.412,.383,12,26,.462,54,168,222,22,11,205,41,139,110
39,Anthony Bonner,PF,23,SAC,79,18,2287,294,658,.447,1,4,.250,293,654,.448,.448,151,241,.627,192,293,485,125,94,26,133,194,740
40,Anthony Bowie,SG,28,ORL,52,26,1721,312,633,.493,17,44,.386,295,589,.501,.506,117,136,.860,70,175,245,163,55,38,107,101,758
41,Sam Bowie,C,30,NJN,71,61,2179,421,947,.445,8,25,.320,413,922,.448,.449,212,280,.757,203,375,578,186,41,120,150,212,1062
42,Terrell Brandon,PG,21,CLE,82,9,1605,252,601,.419,1,23,.043,251,578,.434,.420,100,124,.806,49,113,162,316,81,22,136,107,605
43,Randy Breuer,C,31,MIN,67,25,1176,161,344,.468,0,1,.000,161,343,.469,.468,41,77,.532,98,183,281,89,27,99,41,117,363
44,Frank Brickowski,SF,32,MIL,65,60,1556,306,584,.524,3,6,.500,303,578,.524,.527,125,163,.767,97,247,344,122,60,23,112,223,740
45,Kevin Brooks,SF,22,DEN,37,0,270,43,97,.443,2,11,.182,41,86,.477,.454,17,21,.810,13,26,39,11,8,2,18,19,105
46,Scott Brooks,PG,26,MIN,82,0,1082,167,374,.447,32,90,.356,135,284,.475,.489,51,63,.810,27,72,99,205,66,7,51,82,417
47,Chucky Brown,SF,23,TOT,42,2,431,60,128,.469,0,3,.000,60,125,.480,.469,30,49,.612,31,51,82,26,12,7,29,48,150
48,Dee Brown,PG,23,BOS,31,20,883,149,350,.426,5,22,.227,144,328,.439,.433,60,78,.769,15,64,79,164,33,7,59,74,363
49,Mike Brown,C,28,UTA,82,1,1783,221,488,.453,0,1,.000,221,487,.454,.453,190,285,.667,187,289,476,81,42,34,105,196,632
50,Myron Brown,PG,22,MIN,4,0,23,4,6,.667,1,3,.333,3,3,1.000,.750,0,0,0,0,3,3,6,1,0,4,2,9
51,Randy Brown,PG,23,SAC,56,0,535,77,169,.456,0,6,.000,77,163,.472,.456,38,58,.655,26,43,69,59,35,12,42,68,192
52,Tony Brown,SF,31,TOT,57,2,655,102,249,.410,19,63,.302,83,186,.446,.448,48,66,.727,32,52,84,48,30,5,35,82,271
53,Mark Bryant,PF,26,POR,56,0,800,95,198,.480,0,3,.000,95,195,.487,.480,40,60,.667,87,114,201,41,26,8,30,105,230
54,Jud Buechler,SF,23,TOT,28,0,290,29,71,.408,0,1,.000,29,70,.414,.408,12,21,.571,18,34,52,23,19,7,13,31,70
55,Matt Bullard,PF,24,HOU,80,7,1278,205,447,.459,64,166,.386,141,281,.502,.530,38,50,.760,73,150,223,75,26,21,56,129,512
56,Willie Burton,SF,23,MIA,68,50,1585,280,622,.450,6,15,.400,274,607,.451,.455,196,245,.800,76,168,244,123,46,37,119,186,762
57,Steve Burtt,SG,29,PHO,31,2,356,74,160,.463,1,6,.167,73,154,.474,.466,38,54,.704,10,24,34,59,16,4,33,58,187
58,Michael Cage,PF,30,SEA,82,69,2461,307,542,.566,0,5,.000,307,537,.572,.566,106,171,.620,266,462,728,92,99,55,78,237,720
59,Demetrius Calip,PG,22,LAL,7,0,58,4,18,.222,1,5,.200,3,13,.231,.250,2,3,.667,1,4,5,12,1,0,5,8,11
60,Elden Campbell,C,23,LAL,81,47,1876,220,491,.448,0,2,.000,220,489,.450,.448,138,223,.619,155,268,423,59,53,159,73,203,578
61,Tony Campbell,SF,29,MIN,78,41,2441,527,1137,.464,13,37,.351,514,1100,.467,.469,240,299,.803,141,145,286,229,84,31,165,206,1307
62,Antoine Carr,PF,30,SAS,81,27,1867,359,732,.490,1,5,.200,358,727,.492,.491,162,212,.764,128,218,346,63,32,96,114,264,881
63,Bill Cartwright,C,34,CHI,64,64,1471,208,445,.467,0,0,0,208,445,.467,.467,96,159,.604,93,231,324,87,22,14,75,131,512
64,Terry Catledge,PF,28,ORL,78,67,2430,457,922,.496,0,4,.000,457,918,.498,.496,240,346,.694,257,292,549,109,58,16,138,196,1154
65,Duane Causwell,C,23,SAC,80,77,2291,250,455,.549,0,1,.000,250,454,.551,.549,136,222,.613,196,384,580,59,47,215,124,281,636
66,Cedric Ceballos,SF,22,PHO,64,4,725,176,365,.482,1,6,.167,175,359,.487,.484,109,148,.736,60,92,152,50,16,11,71,52,462
67,Tom Chambers,PF,32,PHO,69,66,1948,426,989,.431,18,49,.367,408,940,.434,.440,258,311,.830,86,315,401,142,57,37,103,196,1128
68,Rex Chapman,PG-SG,24,TOT,22,11,567,113,252,.448,8,29,.276,105,223,.471,.464,36,53,.679,10,48,58,89,15,8,45,51,270
69,Maurice Cheeks,PG,35,ATL,56,0,1086,115,249,.462,3,6,.500,112,243,.461,.468,26,43,.605,29,66,95,185,83,0,36,73,259
70,Pete Chilcutt,PF,23,SAC,69,2,817,113,250,.452,2,2,1.000,111,248,.448,.456,23,28,.821,78,109,187,38,32,17,41,70,251
71,Derrick Coleman,PF,24,NJN,65,58,2207,483,958,.504,23,76,.303,460,882,.522,.516,300,393,.763,203,415,618,205,54,98,248,168,1289
72,Bimbo Coles,PG,23,MIA,81,28,1976,295,649,.455,10,52,.192,285,597,.477,.462,216,262,.824,69,120,189,366,73,13,167,151,816
73,Marty Conlon,C,24,SEA,45,1,381,48,101,.475,0,0,0,48,101,.475,.475,24,32,.750,33,36,69,12,9,7,27,40,120
74,Lester Conner,PG,32,MIL,81,9,1420,103,239,.431,0,7,.000,103,232,.444,.431,81,115,.704,63,121,184,294,97,10,79,86,287
75,Anthony Cook,PF,24,DEN,22,0,115,15,25,.600,0,0,0,15,25,.600,.600,4,6,.667,13,21,34,2,5,4,3,10,34
76,Wayne Cooper,C,35,POR,35,0,344,35,82,.427,0,0,0,35,82,.427,.427,7,11,.636,38,63,101,21,4,27,15,57,77
77,Tom Copa,C,27,SAS,33,1,132,22,40,.550,0,0,0,22,40,.550,.550,4,13,.308,14,22,36,3,2,6,8,29,48
78,Lanard Copeland,SG,26,LAC,10,0,48,7,23,.304,0,2,.000,7,21,.333,.304,2,2,1.000,1,6,7,5,2,0,4,5,16
79,Tyrone Corbin,SF,29,TOT,80,9,2207,303,630,.481,0,4,.000,303,626,.484,.481,174,201,.866,163,309,472,140,82,20,97,193,780
80,Chris Corchiani,PG,23,ORL,51,1,741,77,193,.399,10,37,.270,67,156,.429,.425,91,104,.875,18,60,78,141,45,2,74,94,255
81,Corey Crowder,SF,22,UTA,51,0,328,43,112,.384,13,30,.433,30,82,.366,.442,15,18,.833,16,25,41,17,7,2,13,35,114
82,Terry Cummings,PF,30,SAS,70,67,2149,514,1053,.488,5,13,.385,509,1040,.489,.491,177,249,.711,247,384,631,102,58,34,115,210,1210
83,Dell Curry,SG,27,CHH,77,0,2020,504,1038,.486,74,183,.404,430,855,.503,.521,127,152,.836,57,202,259,177,93,20,134,156,1209
84,Quintin Dailey,SG,31,SEA,11,1,98,9,37,.243,0,1,.000,9,36,.250,.243,13,16,.813,2,10,12,4,5,1,10,6,31
85,Brad Daugherty,C,26,CLE,73,73,2643,576,1010,.570,0,2,.000,576,1008,.571,.570,414,533,.777,191,569,760,262,65,78,185,190,1566
86,Brad Davis,PG,36,DAL,33,0,429,38,86,.442,5,18,.278,33,68,.485,.471,11,15,.733,4,29,33,66,11,3,27,57,92
87,Dale Davis,PF,22,IND,64,23,1301,154,279,.552,0,1,.000,154,278,.554,.552,87,152,.572,158,252,410,30,27,74,49,191,395
88,Terry Davis,PF,24,DAL,68,67,2149,256,531,.482,0,5,.000,256,526,.487,.482,181,285,.635,228,444,672,57,26,29,117,202,693
89,Walter Davis,SF,37,DEN,46,0,741,185,403,.459,5,16,.313,180,387,.465,.465,82,94,.872,20,50,70,68,29,1,45,69,457
90,Johnny Dawkins,PG,28,PHI,82,82,2815,394,902,.437,36,101,.356,358,801,.447,.457,164,186,.882,42,185,227,567,89,5,183,158,988
91,Bison Dele,PF,22,ORL,48,2,905,171,324,.528,0,0,0,171,324,.528,.528,95,142,.669,115,157,272,33,41,53,86,139,437
92,Vlade Divac,C,23,LAL,36,18,979,157,317,.495,5,19,.263,152,298,.510,.503,86,112,.768,87,160,247,60,55,35,88,114,405
93,James Donaldson,C,34,TOT,58,32,1075,112,245,.457,0,0,0,112,245,.457,.457,61,86,.709,99,190,289,33,8,49,48,103,285
94,Sherman Douglas,PG,25,TOT,42,2,752,117,253,.462,1,10,.100,116,243,.477,.464,73,107,.682,13,50,63,172,25,9,68,78,308
95,Greg Dreiling,C,29,IND,60,23,509,43,87,.494,1,1,1.000,42,86,.488,.500,30,40,.750,22,74,96,25,10,16,31,123,117
96,Clyde Drexler*,SG,29,POR,76,76,2751,694,1476,.470,114,338,.337,580,1138,.510,.509,401,505,.794,166,334,500,512,138,70,240,229,1903
97,Kevin Duckworth,C,27,POR,82,82,2222,362,786,.461,0,3,.000,362,783,.462,.461,156,226,.690,151,346,497,99,38,37,143,264,880
98,Chris Dudley,C,26,NJN,82,21,1902,190,472,.403,0,0,0,190,472,.403,.403,80,171,.468,343,396,739,58,38,179,79,275,460
99,Joe Dumars*,SG,28,DET,82,82,3192,587,1311,.448,49,120,.408,538,1191,.452,.466,412,475,.867,82,106,188,375,71,12,193,145,1635
100,Ledell Eackles,SG,25,WSB,65,25,1463,355,759,.468,7,35,.200,348,724,.481,.472,139,187,.743,39,139,178,125,47,7,75,145,856
101,Mark Eaton,C,35,UTA,81,81,2023,107,240,.446,0,0,0,107,240,.446,.446,52,87,.598,150,341,491,40,36,205,60,239,266
102,Patrick Eddie,C,24,NYK,4,0,13,2,9,.222,0,0,0,2,9,.222,.222,0,0,0,0,1,1,0,0,0,0,3,4
103,Blue Edwards,SF,26,UTA,81,81,2283,433,830,.522,39,103,.379,394,727,.542,.545,113,146,.774,86,212,298,137,81,46,122,236,1018
104,James Edwards,C,36,LAC,72,11,1437,250,538,.465,0,1,.000,250,537,.466,.465,198,271,.731,55,147,202,53,24,33,72,236,698
105,Kevin Edwards,PG,26,MIA,81,1,1840,325,716,.454,7,32,.219,318,684,.465,.459,162,191,.848,56,155,211,170,99,20,120,138,819
106,Craig Ehlo,SG,30,CLE,63,62,2016,310,684,.453,69,167,.413,241,517,.466,.504,87,123,.707,94,213,307,238,78,22,104,150,776
107,Mario Elie,SG,28,GSW,79,32,1677,221,424,.521,23,70,.329,198,354,.559,.548,155,182,.852,69,158,227,174,68,15,83,159,620
108,Sean Elliott,SF,23,SAS,82,82,3120,514,1040,.494,25,82,.305,489,958,.510,.506,285,331,.861,143,296,439,214,84,29,152,149,1338
109,Dale Ellis,SF,31,MIL,81,11,2191,485,1034,.469,138,329,.419,347,705,.492,.536,164,212,.774,92,161,253,104,57,18,119,151,1272
110,LeRon Ellis,C,22,LAC,29,0,103,17,50,.340,0,0,0,17,50,.340,.340,9,19,.474,12,12,24,1,6,9,11,11,43
111,Pervis Ellison,C,24,WSB,66,64,2511,547,1014,.539,1,3,.333,546,1011,.540,.540,227,312,.728,217,523,740,190,62,177,196,222,1322
112,A.J. English,SG,24,WSB,81,6,1665,366,846,.433,6,34,.176,360,812,.443,.436,148,176,.841,74,94,168,143,32,9,89,160,886
113,Patrick Ewing*,C,29,NYK,82,82,3150,796,1525,.522,1,6,.167,795,1519,.523,.522,377,511,.738,228,693,921,156,88,245,209,277,1970
114,Dave Feitl,C,29,NJN,34,0,175,33,77,.429,0,0,0,33,77,.429,.429,16,19,.842,21,40,61,6,2,3,19,22,82
115,Duane Ferrell,SF,26,ATL,66,12,1598,331,632,.524,11,33,.333,320,599,.534,.532,166,218,.761,105,105,210,92,49,17,99,134,839
116,Danny Ferry,PF,25,CLE,68,1,937,134,328,.409,17,48,.354,117,280,.418,.434,61,73,.836,53,160,213,75,22,15,46,135,346
117,Vern Fleming,PG,29,IND,82,6,1737,294,610,.482,6,27,.222,288,583,.494,.487,132,179,.737,69,140,209,266,56,7,140,134,726
118,Sleepy Floyd,PG,31,HOU,82,3,1662,286,704,.406,37,123,.301,249,581,.429,.433,135,170,.794,34,116,150,239,57,21,128,128,744
119,Greg Foster,PF,23,WSB,49,3,548,89,193,.461,0,1,.000,89,192,.464,.461,35,49,.714,43,102,145,35,6,12,36,83,213
120,Rick Fox,SF,22,BOS,81,5,1535,241,525,.459,23,70,.329,218,455,.479,.481,139,184,.755,73,147,220,126,78,30,123,230,644
121,Tellis Frank,PF,26,MIN,10,0,140,18,33,.545,0,0,0,18,33,.545,.545,10,15,.667,8,18,26,8,5,4,5,24,46
122,Anthony Frederick,SF,27,CHH,66,26,852,161,370,.435,4,17,.235,157,353,.445,.441,63,92,.685,75,69,144,71,40,26,58,91,389
123,Kevin Gamble,SF,26,BOS,82,77,2496,480,908,.529,9,31,.290,471,877,.537,.534,139,157,.885,80,206,286,219,75,37,97,200,1108
124,Winston Garland,PG,27,DEN,78,67,2209,333,750,.444,9,28,.321,324,722,.449,.450,171,199,.859,67,123,190,411,98,22,175,206,846
125,Tom Garrick,SG,25,TOT,40,5,549,59,143,.413,1,4,.250,58,139,.417,.416,18,26,.692,12,44,56,98,36,4,44,54,137
126,Chris Gatling,PF,24,GSW,54,1,612,117,206,.568,0,4,.000,117,202,.579,.568,72,109,.661,75,107,182,16,31,36,44,101,306
127,Kenny Gattison,PF,27,CHH,82,71,2223,423,799,.529,0,2,.000,423,797,.531,.529,196,285,.688,177,403,580,131,59,69,140,273,1042
128,Tate George,SG,23,NJN,70,2,1037,165,386,.427,1,6,.167,164,380,.432,.429,87,106,.821,36,69,105,162,41,3,82,98,418
129,Kendall Gill,SG,23,CHH,79,79,2906,666,1427,.467,6,25,.240,660,1402,.471,.469,284,381,.745,165,237,402,329,154,46,180,237,1622
130,Armen Gilliam,PF,27,PHI,81,81,2771,512,1001,.511,0,2,.000,512,999,.513,.511,343,425,.807,234,426,660,118,51,85,166,176,1367
131,Gerald Glass,SF,24,MIN,75,41,1822,383,871,.440,16,54,.296,367,817,.449,.449,77,125,.616,107,153,260,175,66,30,103,171,859
132,Mike Gminski,C,32,CHH,35,10,499,90,199,.452,1,3,.333,89,196,.454,.455,21,28,.750,37,81,118,31,11,16,20,37,202
133,Dan Godfread,C,24,HOU,1,0,2,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
134,Paul Graham,SG,24,ATL,78,9,1718,305,682,.447,55,141,.390,250,541,.462,.488,126,170,.741,72,159,231,175,96,21,91,193,791
135,Ron Grandison,PF,27,CHH,3,0,25,2,4,.500,0,0,0,2,4,.500,.500,6,10,.600,3,8,11,1,1,1,3,4,10
136,Gary Grant,PG,26,LAC,78,53,2049,275,595,.462,15,51,.294,260,544,.478,.475,44,54,.815,34,150,184,538,138,14,187,181,609
137,Greg Grant,PG,25,TOT,68,0,891,99,225,.440,7,18,.389,92,207,.444,.456,20,24,.833,14,55,69,217,45,2,46,76,225
138,Harvey Grant,SF,26,WSB,64,60,2388,489,1022,.478,1,8,.125,488,1014,.481,.479,176,220,.800,157,275,432,170,74,27,109,178,1155
139,Horace Grant,PF,26,CHI,81,81,2859,457,790,.578,0,2,.000,457,788,.580,.578,235,317,.741,344,463,807,217,100,131,98,196,1149
140,Jeff Grayer,SG,26,MIL,82,11,1659,309,689,.448,19,66,.288,290,623,.465,.462,102,153,.667,129,128,257,150,64,13,105,142,739
141,A.C. Green,PF,28,LAL,82,53,2902,382,803,.476,12,56,.214,370,747,.495,.483,340,457,.744,306,456,762,117,91,36,111,141,1116
142,Rickey Green,PG,37,BOS,26,0,367,46,103,.447,1,4,.250,45,99,.455,.451,13,18,.722,3,21,24,68,17,1,18,28,106
143,Sean Green,SG,21,IND,35,0,256,62,158,.392,2,10,.200,60,148,.405,.399,15,28,.536,22,20,42,22,13,6,27,31,141
144,Sidney Green,PF,31,SAS,80,1,1127,147,344,.427,0,0,0,147,344,.427,.427,73,89,.820,92,250,342,36,29,11,62,148,367
145,Jack Haley,C,28,LAL,49,9,394,31,84,.369,0,0,0,31,84,.369,.369,14,29,.483,31,64,95,7,7,8,25,75,76
146,Tom Hammonds,PF,24,WSB,37,19,984,195,400,.488,0,1,.000,195,399,.489,.488,50,82,.610,49,136,185,36,22,13,58,118,440
147,Bob Hansen,SG,31,TOT,68,2,809,79,178,.444,7,27,.259,72,151,.477,.463,8,22,.364,17,60,77,69,27,3,28,134,173
148,Tim Hardaway,PG,25,GSW,81,81,3332,734,1592,.461,127,376,.338,607,1216,.499,.501,298,389,.766,81,229,310,807,164,13,267,208,1893
149,Derek Harper,PG,30,DAL,65,64,2252,448,1011,.443,58,186,.312,390,825,.473,.472,198,261,.759,49,121,170,373,101,17,154,150,1152
150,Ron Harper,SG,28,LAC,82,82,3144,569,1292,.440,64,211,.303,505,1081,.467,.465,293,398,.736,120,327,447,417,152,72,252,199,1495
151,Scott Hastings,C,31,DEN,40,4,421,17,50,.340,0,9,.000,17,41,.415,.340,24,28,.857,30,68,98,26,10,15,22,56,58
152,Hersey Hawkins,SG,25,PHI,81,81,3013,521,1127,.462,91,229,.397,430,898,.479,.503,403,461,.874,53,218,271,248,157,43,189,174,1536
153,Gerald Henderson,PG,36,TOT,16,0,96,12,32,.375,3,8,.375,9,24,.375,.422,9,11,.818,1,7,8,10,3,0,8,12,36
154,Steve Henson,PG,23,MIL,50,1,386,52,144,.361,23,48,.479,29,96,.302,.441,23,29,.793,17,24,41,82,15,1,40,50,150
155,Carl Herrera,PF,25,HOU,43,7,566,83,161,.516,0,1,.000,83,160,.519,.516,25,44,.568,33,66,99,27,16,25,37,60,191
156,Rod Higgins,SF,32,GSW,25,6,535,87,211,.412,33,95,.347,54,116,.466,.491,48,59,.814,30,55,85,22,15,13,15,75,255
157,Sean Higgins,PF-SF,23,TOT,38,12,616,127,277,.458,6,25,.240,121,252,.480,.469,31,36,.861,29,73,102,41,16,6,41,58,291
158,Tyrone Hill,C,23,GSW,82,75,1886,254,487,.522,0,1,.000,254,486,.523,.522,163,235,.694,182,411,593,47,73,43,106,315,671
159,Donald Hodge,PF,22,DAL,51,27,1058,163,328,.497,0,0,0,163,328,.497,.497,100,150,.667,118,157,275,39,25,23,75,128,426
160,Craig Hodges,SG,31,CHI,56,2,555,93,242,.384,36,96,.375,57,146,.390,.459,16,17,.941,7,17,24,54,14,1,22,33,238
161,Dave Hoppen,C,27,PHI,11,0,40,2,7,.286,0,0,0,2,7,.286,.286,5,10,.500,1,9,10,2,0,0,3,6,9
162,Dennis Hopson,SG,26,TOT,71,0,1314,276,593,.465,12,47,.255,264,546,.484,.476,179,253,.708,105,101,206,102,67,39,100,115,743
163,Jeff Hornacek,SG,28,PHO,81,81,3078,635,1240,.512,83,189,.439,552,1051,.525,.546,279,315,.886,106,301,407,411,158,31,170,218,1632
164,Brian Howard,SF,24,DAL,27,0,318,54,104,.519,1,2,.500,53,102,.520,.524,22,31,.710,17,34,51,14,11,8,15,55,131
165,Jay Humphries,PG,29,MIL,71,71,2261,377,803,.469,42,144,.292,335,659,.508,.496,195,249,.783,44,140,184,466,119,13,148,210,991
166,Cedric Hunter,PG,27,CHH,1,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0
167,Mike Iuzzolino,PG,24,DAL,52,21,1280,160,355,.451,59,136,.434,101,219,.461,.534,107,128,.836,27,71,98,194,33,1,92,79,486
168,Jaren Jackson,SG,24,GSW,5,0,54,11,23,.478,0,0,0,11,23,.478,.478,4,6,.667,5,5,10,3,2,0,4,7,26
169,Mark Jackson,PG,26,NYK,81,81,2461,367,747,.491,11,43,.256,356,704,.506,.499,171,222,.770,95,210,305,694,112,13,211,153,916
170,Dave Jamerson,SG,24,HOU,48,0,378,79,191,.414,8,28,.286,71,163,.436,.435,25,27,.926,22,21,43,33,17,0,24,39,191
171,Henry James,SF,26,CLE,65,5,866,164,403,.407,29,90,.322,135,313,.431,.443,61,76,.803,35,77,112,25,16,11,43,94,418
172,Les Jepsen,C,24,SAC,31,0,87,9,24,.375,0,1,.000,9,23,.391,.375,7,11,.636,12,18,30,1,1,5,3,17,25
173,Avery Johnson,PG,26,TOT,69,15,1235,158,330,.479,4,15,.267,154,315,.489,.485,66,101,.653,13,67,80,266,61,9,110,89,386
174,Buck Johnson,SF,28,HOU,80,69,2202,290,633,.458,1,9,.111,289,624,.463,.459,104,143,.727,95,217,312,158,72,49,104,234,685
175,Eddie Johnson,SF,32,SEA,81,19,2366,534,1164,.459,27,107,.252,507,1057,.480,.470,291,338,.861,118,174,292,161,55,11,130,199,1386
176,Kevin Johnson,PG,25,PHO,78,78,2899,539,1125,.479,10,46,.217,529,1079,.490,.484,448,555,.807,61,231,292,836,116,23,272,180,1536
177,Larry Johnson,PF,22,CHH,82,77,3047,616,1258,.490,5,22,.227,611,1236,.494,.492,339,409,.829,323,576,899,292,81,51,160,225,1576
178,Vinnie Johnson,SG,35,SAS,60,23,1350,202,499,.405,19,60,.317,183,439,.417,.424,55,85,.647,67,115,182,145,41,14,74,93,478
179,Charles Jones,C,34,WSB,75,32,1365,33,90,.367,0,0,0,33,90,.367,.367,20,40,.500,105,212,317,62,43,92,39,214,86
180,Michael Jordan*,SG,28,CHI,80,80,3102,943,1818,.519,27,100,.270,916,1718,.533,.526,491,590,.832,91,420,511,489,182,75,200,201,2404
181,Shawn Kemp,PF,22,SEA,64,23,1808,362,718,.504,0,3,.000,362,715,.506,.504,270,361,.748,264,401,665,86,70,124,156,261,994
182,Steve Kerr,PG,26,CLE,48,20,847,121,237,.511,32,74,.432,89,163,.546,.578,45,54,.833,14,64,78,110,27,10,31,29,319
183,Jerome Kersey,SF,29,POR,77,76,2553,398,852,.467,1,8,.125,397,844,.470,.468,174,262,.664,241,392,633,243,114,71,151,254,971
184,Alec Kessler,PF,25,MIA,77,4,1197,158,383,.413,0,0,0,158,383,.413,.413,94,115,.817,114,200,314,34,17,32,58,185,410
