Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
59,Earl Cureton,PF,24,PHI,66,8,956,149,306,.487,0,2,.000,149,304,.490,.487,51,94,.543,90,180,270,32,31,27,44,142,349
60,Bob Dandridge,SF,34,MIL,11,0,174,21,55,.382,0,0,0,21,55,.382,.382,10,17,.588,4,13,17,13,5,2,11,25,52
61,Adrian Dantley*,SF,25,UTA,81,81,3222,904,1586,.570,1,3,.333,903,1583,.570,.570,648,818,.792,231,283,514,324,95,14,299,252,2457
62,Brad Davis,PG,26,DAL,82,82,2614,397,771,.515,14,49,.286,383,722,.530,.524,185,230,.804,35,191,226,509,73,6,159,218,993
63,Charles Davis,SF,23,WSB,54,10,575,88,184,.478,0,2,.000,88,182,.484,.478,30,37,.811,54,79,133,31,10,13,43,89,206
64,Johnny Davis,SG,26,IND,82,70,2664,538,1153,.467,5,27,.185,533,1126,.473,.469,315,394,.799,72,106,178,346,76,11,186,176,1396
65,Ron Davis,SF,27,SDC,7,0,67,10,25,.400,0,0,0,10,25,.400,.400,3,6,.500,7,6,13,4,0,0,5,8,23
66,Walter Davis,SF,27,PHO,55,12,1182,350,669,.523,3,16,.188,347,653,.531,.525,91,111,.820,21,82,103,162,46,3,112,104,794
67,Darryl Dawkins,C,25,PHI,48,36,1124,207,367,.564,0,2,.000,207,365,.567,.564,114,164,.695,68,237,305,55,19,55,96,193,528
68,Larry Demic,PF,24,NYK,48,0,356,39,83,.470,0,1,.000,39,82,.476,.470,14,39,.359,29,50,79,14,4,6,26,65,92
69,Kenny Dennard,PF,23,KCK,30,3,607,62,121,.512,0,0,0,62,121,.512,.512,26,40,.650,47,86,133,42,35,8,35,81,150
70,Coby Dietrick,C,33,CHI,74,0,999,92,200,.460,0,1,.000,92,199,.462,.460,38,54,.704,63,125,188,87,49,30,44,131,222
71,Mickey Dillard,PG,23,CLE,33,0,221,29,79,.367,0,4,.000,29,75,.387,.367,15,23,.652,6,9,15,34,8,2,17,40,73
72,James Donaldson,C,24,SEA,82,1,1710,255,419,.609,0,0,0,255,419,.609,.609,151,240,.629,138,352,490,51,27,139,115,186,661
73,John Douglas,SG,25,SDC,64,9,1031,181,389,.465,18,59,.305,163,330,.494,.488,67,102,.657,27,63,90,146,48,9,92,147,447
74,Leon Douglas,C,27,KCK,63,17,1093,70,140,.500,0,0,0,70,140,.500,.500,32,80,.400,111,179,290,35,15,38,55,210,172
75,John Drew,SF,27,ATL,70,51,2040,465,957,.486,4,12,.333,461,945,.488,.488,364,491,.741,169,206,375,96,64,3,178,250,1298
76,Larry Drew,PG,23,KCK,81,19,1973,358,757,.473,8,27,.296,350,730,.479,.478,150,189,.794,30,119,149,419,110,1,174,150,874
77,Terry Duerod,SG,25,BOS,21,0,146,34,77,.442,0,1,.000,34,76,.447,.442,4,12,.333,6,9,15,12,3,1,2,9,72
78,Mike Dunleavy,SG,27,HOU,70,15,1315,206,450,.458,33,86,.384,173,364,.475,.494,75,106,.708,24,80,104,227,45,3,80,161,520
79,T.R. Dunn,SG,26,DEN,82,80,2519,258,504,.512,0,1,.000,258,503,.513,.512,153,215,.712,211,348,559,188,135,36,123,210,669
80,John Duren,PG,23,UTA,79,9,1056,121,268,.451,3,11,.273,118,257,.459,.457,27,37,.730,14,70,84,157,20,4,72,143,272
81,Craig Dykema,SF,22,PHO,32,0,103,17,37,.459,2,4,.500,15,33,.455,.486,7,9,.778,3,9,12,15,2,0,7,19,43
82,Franklin Edwards,PG,22,PHI,42,3,291,65,150,.433,0,9,.000,65,141,.461,.433,20,27,.741,10,17,27,45,16,5,24,37,150
83,James Edwards,C,26,CLE,77,75,2539,528,1033,.511,0,4,.000,528,1029,.513,.511,232,339,.684,189,392,581,123,24,117,162,347,1288
84,Len Elmore,C,29,NJN,81,70,2100,300,652,.460,0,0,0,300,652,.460,.460,135,170,.794,167,274,441,100,92,92,136,280,735
85,Alex English*,SF,28,DEN,82,82,3015,855,1553,.551,0,8,.000,855,1545,.553,.551,372,443,.840,210,348,558,433,87,120,261,261,2082
86,Julius Erving*,SF,31,PHI,81,81,2789,780,1428,.546,3,11,.273,777,1417,.548,.547,411,539,.763,220,337,557,319,161,141,214,229,1974
87,Mike Evans,PG,26,TOT,22,0,270,35,86,.407,0,6,.000,35,80,.438,.407,13,20,.650,5,17,22,42,13,0,26,36,83
88,Eric Fernsten,C,28,BOS,43,0,202,19,49,.388,0,0,0,19,49,.388,.388,19,30,.633,12,30,42,8,5,7,13,23,57
89,Chris Ford,SG,33,BOS,76,53,1591,188,450,.418,20,63,.317,168,387,.434,.440,39,56,.696,52,56,108,142,42,10,52,143,435
90,Don Ford,SF,29,CLE,21,1,201,9,24,.375,0,1,.000,9,23,.391,.375,5,6,.833,14,21,35,11,8,0,15,30,23
91,Phil Ford,PG,25,KCK,72,65,1952,285,649,.439,7,32,.219,278,617,.451,.445,136,166,.819,24,81,105,451,63,1,194,160,713
92,World B. Free,SG,28,GSW,78,78,2796,650,1452,.448,10,56,.179,640,1396,.458,.451,479,647,.740,118,130,248,419,71,8,208,222,1789
93,Mike Gale,PG,31,GSW,75,70,1793,185,373,.496,0,5,.000,185,368,.503,.496,51,65,.785,37,152,189,261,121,28,126,173,421
94,Calvin Garrett,SF,25,HOU,51,22,858,105,242,.434,3,10,.300,102,232,.440,.440,17,26,.654,27,67,94,76,32,6,38,94,230
95,George Gervin*,SG,29,SAS,79,79,2817,993,1987,.500,10,36,.278,983,1951,.504,.502,555,642,.864,138,254,392,187,77,45,210,215,2551
96,Artis Gilmore*,C,32,CHI,82,82,2796,546,837,.652,1,1,1.000,545,836,.652,.653,424,552,.768,224,611,835,136,49,220,227,287,1517
97,Mike Glenn,SG,26,ATL,49,0,833,158,291,.543,1,2,.500,157,289,.543,.545,59,67,.881,5,56,61,87,26,3,27,80,376
98,Mike Gminski,C,22,NJN,64,6,740,119,270,.441,0,0,0,119,270,.441,.441,97,118,.822,70,116,186,41,17,48,56,69,335
99,Glen Gondrezick,SF,26,DEN,80,0,1699,250,495,.505,0,3,.000,250,492,.508,.505,160,217,.737,140,283,423,152,92,36,100,229,660
100,Rickey Green,PG,27,UTA,81,73,2822,500,1015,.493,0,8,.000,500,1007,.497,.493,202,264,.765,85,158,243,630,185,9,198,183,1202
101,Dave Greenwood,PF,24,CHI,82,82,2914,480,1014,.473,0,3,.000,480,1011,.475,.473,240,291,.825,192,594,786,262,70,93,180,292,1200
102,Kevin Grevey,SG,28,WSB,71,62,2164,376,857,.439,28,82,.341,348,775,.449,.455,165,193,.855,57,138,195,149,44,23,96,151,945
103,Paul Griffin,PF,28,SAS,23,0,459,32,66,.485,0,0,0,32,66,.485,.485,24,37,.649,29,66,95,54,20,8,40,67,88
104,Darrell Griffith,SG,23,UTA,80,79,2597,689,1429,.482,15,52,.288,674,1377,.489,.487,189,271,.697,128,177,305,187,95,34,193,213,1582
105,Bob Gross,SF,28,POR,59,24,1377,173,322,.537,3,6,.500,170,316,.538,.542,78,104,.750,101,158,259,125,75,41,88,162,427
106,Ernie Grunfeld,SG,26,KCK,81,11,1892,420,822,.511,2,14,.143,418,808,.517,.512,188,229,.821,55,127,182,276,72,39,148,191,1030
107,Petur Gudmundsson,C,23,POR,68,6,845,83,166,.500,1,1,1.000,82,165,.497,.503,52,76,.684,51,135,186,59,13,30,73,163,219
108,Glenn Hagan,PG,26,DET,4,0,25,3,7,.429,0,0,0,3,7,.429,.429,1,1,1.000,2,2,4,8,3,0,1,7,7
109,Bill Hanzlik,SF,24,SEA,81,76,1974,167,357,.468,0,4,.000,167,353,.473,.468,138,176,.784,99,167,266,183,81,30,106,250,472
110,Alan Hardy,SG,24,DET,38,0,310,62,136,.456,0,5,.000,62,131,.473,.456,18,29,.621,14,20,34,20,9,4,20,32,142
111,James Hardy,SF,25,UTA,82,17,1814,179,369,.485,0,1,.000,179,368,.486,.485,64,93,.688,153,317,470,110,58,67,78,192,422
112,Mike Harper,PF,24,POR,68,38,1433,184,370,.497,0,1,.000,184,369,.499,.497,96,153,.627,127,212,339,54,55,82,92,229,464
113,Joe Hassett,SG,26,GSW,68,2,787,144,382,.377,71,214,.332,73,168,.435,.470,31,37,.838,13,40,53,104,30,3,36,94,390
114,Steve Hawes,PF,31,ATL,49,42,1317,178,370,.481,4,10,.400,174,360,.483,.486,96,126,.762,89,231,320,142,36,34,87,156,456
115,Elvin Hayes*,PF,36,HOU,82,82,3032,519,1100,.472,0,5,.000,519,1095,.474,.472,280,422,.664,267,480,747,144,62,104,208,287,1318
116,Steve Hayes,C,26,TOT,35,0,487,54,111,.486,0,0,0,54,111,.486,.486,32,53,.604,39,78,117,28,4,20,19,71,140
117,Spencer Haywood*,PF,32,WSB,76,63,2086,395,829,.476,0,3,.000,395,826,.478,.476,219,260,.842,144,278,422,64,45,68,175,249,1009
118,Gerald Henderson,PG,26,BOS,82,31,1844,353,705,.501,2,12,.167,351,693,.506,.502,125,172,.727,47,105,152,252,82,11,150,199,833
119,Tom Henderson,SG,30,HOU,75,23,1721,183,403,.454,0,2,.000,183,401,.456,.454,105,150,.700,33,105,138,306,55,7,105,120,471
120,Keith Herron,SG,25,CLE,30,0,269,39,106,.368,0,1,.000,39,105,.371,.368,7,8,.875,10,11,21,23,8,2,12,25,85
121,Kenny Higgs,PG,27,DEN,76,49,1696,202,468,.432,4,21,.190,198,447,.443,.436,161,197,.817,23,121,144,395,72,6,156,263,569
122,Armond Hill,PG,28,TOT,40,18,723,53,126,.421,0,2,.000,53,124,.427,.421,39,55,.709,12,40,52,106,21,5,66,88,145
123,Brad Holland,SG,25,TOT,14,3,194,27,78,.346,0,3,.000,27,75,.360,.346,3,6,.500,6,7,13,18,11,1,8,13,57
124,Lionel Hollins,PG,28,PHI,81,81,2257,380,797,.477,2,16,.125,378,781,.484,.478,132,188,.702,35,152,187,316,103,20,146,198,894
125,Cedrick Hordges,PF,25,DEN,77,1,1372,204,414,.493,3,13,.231,201,401,.501,.496,116,199,.583,119,276,395,65,26,19,111,230,527
126,Phil Hubbard,SF,25,TOT,83,40,1839,326,665,.490,0,4,.000,326,661,.493,.490,191,280,.682,187,286,473,91,65,19,161,292,843
127,Geoff Huston,PG,24,CLE,78,43,2409,325,672,.484,3,10,.300,322,662,.486,.486,153,200,.765,53,97,150,590,70,11,171,169,806
128,Dan Issel*,C,33,DEN,81,81,2472,651,1236,.527,4,6,.667,647,1230,.526,.528,546,655,.834,174,434,608,179,67,55,169,245,1852
129,Tracy Jackson,SG,22,TOT,49,0,478,79,172,.459,0,0,0,79,172,.459,.459,38,49,.776,35,28,63,27,14,3,24,48,196
130,Clay Johnson,SG,25,LAL,7,0,65,11,20,.550,0,0,0,11,20,.550,.550,3,6,.500,8,4,12,7,3,3,7,13,25
131,Clemon Johnson,C,25,IND,79,42,1979,312,641,.487,0,0,0,312,641,.487,.487,123,189,.651,184,387,571,127,60,112,138,241,747
132,Dennis Johnson*,SG,27,PHO,80,77,2937,577,1228,.470,8,42,.190,569,1186,.480,.473,399,495,.806,142,268,410,369,105,55,233,253,1561
133,Eddie Johnson,SG,26,ATL,68,57,2314,455,1011,.450,7,30,.233,448,981,.457,.454,294,385,.764,63,128,191,358,102,16,186,188,1211
134,Eddie Johnson,SF,22,KCK,74,27,1517,295,643,.459,1,11,.091,294,632,.465,.460,99,149,.664,128,194,322,109,50,14,97,210,690
135,Frank Johnson,PG,23,WSB,79,29,2027,336,812,.414,17,79,.215,319,733,.435,.424,153,204,.750,34,113,147,380,76,7,160,196,842
136,George Johnson,C,33,SAS,75,62,1578,91,195,.467,0,0,0,91,195,.467,.467,43,64,.672,152,302,454,79,20,234,92,259,225
137,George Johnson,PF,25,IND,59,4,720,120,291,.412,0,2,.000,120,289,.415,.412,60,80,.750,72,145,217,40,36,25,68,147,300
138,John Johnson,SF,34,SEA,14,1,187,22,45,.489,0,0,0,22,45,.489,.489,15,20,.750,3,15,18,29,4,3,17,20,59
139,Magic Johnson*,SG,22,LAL,78,77,2991,556,1036,.537,6,29,.207,550,1007,.546,.540,329,433,.760,252,499,751,743,208,34,286,223,1447
140,Marques Johnson,SF,25,MIL,60,52,1900,404,760,.532,0,4,.000,404,756,.534,.532,182,260,.700,153,211,364,213,59,35,145,142,990
141,Mickey Johnson,PF,29,MIL,76,71,1934,372,757,.491,1,7,.143,371,750,.495,.492,233,291,.801,133,321,454,215,72,45,191,240,978
142,Ollie Johnson,SF,32,PHI,26,0,150,27,54,.500,1,3,.333,26,51,.510,.509,6,7,.857,7,15,22,10,13,3,13,28,61
143,Reggie Johnson,PF,24,TOT,75,48,1904,351,662,.530,0,1,.000,351,661,.531,.530,118,156,.756,140,311,451,73,33,60,100,257,820
144,Steve Johnson,C,24,KCK,78,50,1741,395,644,.613,0,0,0,395,644,.613,.613,212,330,.642,152,307,459,91,39,89,197,372,1002
145,Vinnie Johnson,SG,25,TOT,74,15,1295,217,444,.489,3,12,.250,214,432,.495,.492,107,142,.754,82,77,159,171,56,25,96,101,544
146,Bobby Jones,PF,30,PHI,76,73,2181,416,737,.564,0,3,.000,416,734,.567,.564,263,333,.790,109,284,393,189,99,112,145,211,1095
147,Caldwell Jones,C,31,PHI,81,47,2446,231,465,.497,0,3,.000,231,462,.500,.497,179,219,.817,164,544,708,100,38,146,155,301,641
148,Dwight Jones,PF,29,CHI,78,18,2040,303,572,.530,1,1,1.000,302,571,.529,.531,172,238,.723,156,351,507,114,49,36,155,217,779
149,Edgar Jones,PF,25,DET,48,19,802,142,259,.548,1,2,.500,141,257,.549,.550,90,129,.698,70,137,207,40,28,92,66,149,375
150,Major Jones,PF,28,HOU,60,6,746,113,213,.531,0,3,.000,113,210,.538,.531,42,77,.545,80,122,202,25,20,29,50,100,268
151,Eddie Jordan,PG,27,LAL,58,0,608,89,208,.428,1,9,.111,88,199,.442,.430,43,54,.796,4,39,43,131,62,1,66,98,222
152,Jeff Judkins,SF,25,DET,30,0,251,31,81,.383,1,10,.100,30,71,.423,.389,16,26,.615,14,20,34,14,6,5,9,33,79
153,Clarence Kea,PF,22,DAL,35,0,248,26,49,.531,0,0,0,26,49,.531,.531,29,42,.690,26,35,61,14,4,3,16,55,81
154,Rich Kelley,C,28,PHO,81,39,1892,236,505,.467,0,1,.000,236,504,.468,.467,167,223,.749,168,329,497,293,64,71,244,292,639
155,Greg Kelser,SF,24,TOT,60,10,741,116,271,.428,0,3,.000,116,268,.433,.428,105,160,.656,80,113,193,57,18,21,84,131,337
156,Larry Kenon,PF,29,CHI,60,30,1036,192,412,.466,0,0,0,192,412,.466,.466,50,88,.568,72,108,180,65,30,7,82,71,434
157,Albert King,SF,22,NJN,76,52,1694,391,812,.482,3,13,.231,388,799,.486,.483,133,171,.778,105,207,312,142,64,36,180,261,918
158,Bernard King*,SF,25,GSW,79,77,2861,740,1307,.566,1,5,.200,739,1302,.568,.567,352,499,.705,140,329,469,282,78,23,267,285,1833
159,Reggie King,SF,24,KCK,80,76,2609,383,752,.509,0,0,0,383,752,.509,.509,201,285,.705,162,361,523,173,84,29,155,221,967
160,Billy Knight,SF,29,IND,81,19,1803,378,764,.495,9,32,.281,369,732,.504,.501,233,282,.826,97,160,257,118,63,14,137,132,998
161,Toby Knight,SF,26,NYK,40,0,550,102,183,.557,0,0,0,102,183,.557,.557,17,25,.680,33,49,82,23,14,11,21,74,221
162,Joel Kramer,PF,26,PHO,56,0,549,55,133,.414,0,0,0,55,133,.414,.414,33,42,.786,36,72,108,51,19,11,26,62,143
163,Kevin Kunnert,C,30,POR,21,0,237,20,48,.417,0,0,0,20,48,.417,.417,9,17,.529,20,46,66,18,3,6,18,51,49
164,Mitch Kupchak,PF,27,LAL,26,26,821,153,267,.573,0,0,0,153,267,.573,.573,65,98,.663,64,146,210,33,12,10,43,80,371
165,Sam Lacey,C,33,TOT,56,7,670,67,154,.435,0,1,.000,67,153,.438,.435,27,37,.730,20,87,107,77,22,38,56,139,161
166,Tom LaGarde,C,26,DAL,47,28,909,113,269,.420,0,2,.000,113,267,.423,.420,86,166,.518,63,147,210,49,17,17,82,138,312
167,Bill Laimbeer,C,24,TOT,80,34,1829,265,536,.494,4,13,.308,261,523,.499,.498,184,232,.793,234,383,617,100,39,64,121,296,718
168,John Lambert,PF,29,TOT,63,7,764,86,197,.437,1,7,.143,85,190,.447,.439,34,42,.810,55,123,178,37,18,16,48,123,207
169,Jeff Lamp,SF,22,POR,54,0,617,100,196,.510,0,1,.000,100,195,.513,.510,50,61,.820,24,40,64,28,16,1,45,83,250
170,Mark Landsberger,PF,26,LAL,75,1,1134,144,329,.438,0,2,.000,144,327,.440,.438,33,65,.508,164,237,401,32,10,7,49,134,321
171,Bob Lanier*,C,33,MIL,74,72,1986,407,729,.558,0,2,.000,407,727,.560,.558,182,242,.752,92,296,388,219,72,56,166,211,996
172,Allen Leavell,PG,24,HOU,79,61,2150,370,793,.467,9,31,.290,361,762,.474,.472,115,135,.852,49,119,168,457,150,15,153,182,864
173,Rock Lee,C,26,SDC,2,0,10,1,2,.500,0,0,0,1,2,.500,.500,0,4,.000,0,1,1,2,0,0,0,3,2
174,Ron Lee,PG,29,DET,81,7,1467,88,246,.358,18,59,.305,70,187,.374,.394,84,119,.706,35,120,155,312,116,20,123,221,278
175,Ronnie Lester,PG,23,CHI,75,74,2252,329,657,.501,4,8,.500,325,649,.501,.504,208,256,.813,75,138,213,362,80,14,185,158,870
176,Alton Lister,C,23,MIL,80,23,1186,149,287,.519,0,0,0,149,287,.519,.519,64,123,.520,108,279,387,84,18,118,129,239,362
177,Lewis Lloyd,SG,22,GSW,16,0,95,25,45,.556,0,0,0,25,45,.556,.556,7,11,.636,9,7,16,6,5,1,14,20,57
178,Scott Lloyd,PF,29,DAL,74,17,1047,108,285,.379,2,4,.500,106,281,.377,.382,69,91,.758,60,103,163,67,15,7,59,175,287
179,Kevin Loder,SF,22,KCK,71,13,1139,208,448,.464,0,11,.000,208,437,.476,.464,77,107,.720,69,126,195,88,35,30,68,147,493
180,John Long,SG,25,DET,69,66,2211,637,1294,.492,2,15,.133,635,1279,.496,.493,238,275,.865,95,162,257,148,65,25,167,173,1514
181,John Lucas,PG,28,WSB,79,53,1940,263,618,.426,2,22,.091,261,596,.438,.427,138,176,.784,40,126,166,551,95,6,156,105,666
182,Maurice Lucas,PF,29,NYK,80,74,2671,505,1001,.504,0,3,.000,505,998,.506,.504,253,349,.725,274,629,903,179,68,70,173,309,1263
183,Ollie Mack,SG,24,DAL,13,3,150,19,59,.322,0,2,.000,19,57,.333,.322,6,8,.750,8,10,18,14,5,1,4,6,44
184,Rudy Macklin,SF,23,ATL,79,32,1516,210,484,.434,0,3,.000,210,481,.437,.434,134,173,.775,113,150,263,47,40,20,112,225,554
